資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考
30-006-01	世俗諺文_天理大学図書館	2431	1489	季	季	綺里季	綺里季			3		去	去＊去	キ	キリキ					12004	
30-006-01	世俗諺文_天理大学図書館	2432	1490	夏	夏	夏黄公	夏黄公			1		去	去平軽平軽							12004	
30-006-01	世俗諺文_天理大学図書館	2433	1490	黄	黄	夏黄公	夏黄公			2		平軽	去平軽平軽							12004	
30-006-01	世俗諺文_天理大学図書館	2434	1490	公	公	夏黄公	夏黄公			3		平軽	去平軽平軽							12004	
30-006-01	世俗諺文_天理大学図書館	2435	1491	角	角	角里先生	角里先生			1		入軽	入軽去平平軽	ロク	ロクリ＊＊					12004	
30-006-01	世俗諺文_天理大学図書館	2436	1491	里	里	角里先生	角里先生			2		去	入軽去平平軽	リ	ロクリ＊＊					12004	
30-006-01	世俗諺文_天理大学図書館	2437	1491	先	先	角里先生	角里先生			3		平	入軽去平平軽		ロクリ＊＊					12004	
30-006-01	世俗諺文_天理大学図書館	2438	1491	生	生	角里先生	角里先生			4		平軽	入軽去平平軽		ロクリ＊＊					12004	
30-006-01	世俗諺文_天理大学図書館	2439	1492	秦	秦	秦	秦			1		平	平							12005	
30-006-01	世俗諺文_天理大学図書館	2440	1493	商	商	商_	商_			1		平	平入		＊ラク					12005	
30-006-01	世俗諺文_天理大学図書館	2441	1493	_	_	商_	商_			2		入	平入	ラク	＊ラク					12005	
30-006-01	世俗諺文_天理大学図書館	2442	1494	深	深	深山	深山			1				シム	シム＊					12005	
30-006-01	世俗諺文_天理大学図書館	2443	1495	滄	滄	滄浪	滄浪			1		平軽	平軽平							12006	
30-006-01	世俗諺文_天理大学図書館	2444	1495	浪	浪	滄浪	滄浪			2		平	平軽平							12006	
30-006-01	世俗諺文_天理大学図書館	2445	1496	纓	纓	纓	纓			1		平軽	平軽	エイ	エイ					12006	
30-006-01	世俗諺文_天理大学図書館	2446	1497	楚	楚	楚辭	楚辞			1		平／去	平平／去平		＊シ					12007	
30-006-01	世俗諺文_天理大学図書館	2447	1497	辭	辞	楚辭	楚辞			2		平	平平／去平	シ	＊シ					12007	
30-006-01	世俗諺文_天理大学図書館	2448	1498	漁	漁	漁父	漁父			1		平濁	平濁上							12007	
30-006-01	世俗諺文_天理大学図書館	2449	1498	父	父	漁父	漁父			2		上	平濁上							12007	
30-006-01	世俗諺文_天理大学図書館	2450	1499	濱	浜	江濱	江浜			2		平軽	＊平軽	ヒン	＊ヒン					12007	
30-006-01	世俗諺文_天理大学図書館	2451	1500	欣	欣	欣然	欣然			1		平	平平濁							12007	
30-006-01	世俗諺文_天理大学図書館	2452	1500	然	然	欣然	欣然			2		平濁	平平濁							12007	
30-006-01	世俗諺文_天理大学図書館	2453	1501	漁	漁	漁父哥	漁父哥			1		平濁	平濁＊平							12008	
30-006-01	世俗諺文_天理大学図書館	2454	1501	哥	哥	漁父哥	漁父哥			3		平	平濁＊平							12008	
30-006-01	世俗諺文_天理大学図書館	2455	1502	嘉	嘉	嘉肴	嘉肴			1		平	平平							12103	
30-006-01	世俗諺文_天理大学図書館	2456	1502	肴	肴	嘉肴	嘉肴			2		平	平平							12103	
30-006-01	世俗諺文_天理大学図書館	2457	1503	至	至	至道	至道			1		去	去＊							12103	
30-006-01	世俗諺文_天理大学図書館	2458	1504	温	温	温	温			1		平	平							12108	
30-006-01	世俗諺文_天理大学図書館	2459	1505	尋	尋	尋	尋			1		平	平							12108	
30-006-01	世俗諺文_天理大学図書館	2460	1506	蘇	蘇	蘇章	蘇章			1		平	平平	ソ	ソシヤウ					12203	
30-006-01	世俗諺文_天理大学図書館	2461	1506	章	章	蘇章	蘇章			2		平	平平	シヤウ	ソシヤウ					12203	
30-006-01	世俗諺文_天理大学図書館	2462	1507	士	士	士成	士成			1		去	去平							12203	
30-006-01	世俗諺文_天理大学図書館	2463	1507	成	成	士成	士成			2		平	去平							12203	
30-006-01	世俗諺文_天理大学図書館	2464	1508	後	後	後事	後事			1		去	去去							12205	
30-006-01	世俗諺文_天理大学図書館	2465	1508	事	事	後事	後事			2		去	去去							12205	
30-006-01	世俗諺文_天理大学図書館	2466	1509	四	四	四周	四周			1		去	去平							12206	
30-006-01	世俗諺文_天理大学図書館	2467	1509	周	周	四周	四周			2		平	去平							12206	
30-006-01	世俗諺文_天理大学図書館	2468	1510	五	五	五序	五序			1		去濁	去濁去							12206	
30-006-01	世俗諺文_天理大学図書館	2469	1510	序	序	五序	五序			2		去	去濁去							12206	
30-006-01	世俗諺文_天理大学図書館	2470	1511	秦	秦	秦	秦			1		平	平							12206	
30-006-01	世俗諺文_天理大学図書館	2471	1512	統	統	統	統			1		去	去							12207	
30-006-01	世俗諺文_天理大学図書館	2472	1513	戰	戦	戰國策	戦国策			1		去	去＊＊	セン	センコクシヤク					12301	
30-006-01	世俗諺文_天理大学図書館	2473	1513	國	国	戰國策	戦国策			2			去＊＊	コク	センコクシヤク					12301	
30-006-01	世俗諺文_天理大学図書館	2474	1513	策	策	戰國策	戦国策			3			去＊＊	シヤク	センコクシヤク					12301	
30-006-01	世俗諺文_天理大学図書館	2475	1514	張	張	張孟談	張孟談			1		平	平＊平							12301	
30-006-01	世俗諺文_天理大学図書館	2476	1514	談	談	張孟談	張孟談			3		平	平＊平							12301	
30-006-01	世俗諺文_天理大学図書館	2477	1515	趙	趙	趙	趙			1		去	去							12301	
30-006-01	世俗諺文_天理大学図書館	2478	1516	襄	襄	襄子	襄子			1		平	平去	シヤウ	シヤウシ					12301	
30-006-01	世俗諺文_天理大学図書館	2479	1516	子	子	襄子	襄子			2		去	平去	シ	シヤウシ					12301	
30-006-01	世俗諺文_天理大学図書館	2480	1517	前	前	前事	前事			1		平	平去							12301	
30-006-01	世俗諺文_天理大学図書館	2481	1517	事	事	前事	前事			2		去	平去							12301	
30-006-01	世俗諺文_天理大学図書館	2482	1518	任	任	任彦昇	任彦昇			1		去濁	去濁去濁平	シム	シムケン＊					12303	
30-006-01	世俗諺文_天理大学図書館	2483	1518	彦	彦	任彦昇	任彦昇			2		去濁	去濁去濁平	ケン	シムケン＊					12303	
30-006-01	世俗諺文_天理大学図書館	2484	1518	昇	昇	任彦昇	任彦昇			3		平	去濁去濁平		シムケン＊					12303	
30-006-01	世俗諺文_天理大学図書館	2485	1519	宣	宣	宣徳皇后	宣徳皇后			1		平	平入平上							12303	
30-006-01	世俗諺文_天理大学図書館	2486	1519	徳	徳	宣徳皇后	宣徳皇后			2		入	平入平上							12303	
30-006-01	世俗諺文_天理大学図書館	2487	1519	皇	皇	宣徳皇后	宣徳皇后			3		平	平入平上							12303	
30-006-01	世俗諺文_天理大学図書館	2488	1519	后	后	宣徳皇后	宣徳皇后			4		上	平入平上							12303	
30-006-01	世俗諺文_天理大学図書館	2489	1520	群	群	群籍	群籍			1		平	平入軽	クン	クンセキ					12303	
30-006-01	世俗諺文_天理大学図書館	2490	1520	籍	籍	群籍	群籍			2		入軽	平入軽	セキ	クンセキ					12303	
30-006-01	世俗諺文_天理大学図書館	2491	1521	善	善	李善	李善			2		去	＊去							12304	
30-006-01	世俗諺文_天理大学図書館	2492	1522	楊	楊	楊子	楊子			1		平	平上							12304	
30-006-01	世俗諺文_天理大学図書館	2493	1522	子	子	楊子	楊子			2		上	平上							12304	
30-006-01	世俗諺文_天理大学図書館	2494	1523	文	文	文士	文士			1		平	平去							12306	
30-006-01	世俗諺文_天理大学図書館	2495	1523	士	士	文士	文士			2		去	平去							12306	
30-006-01	世俗諺文_天理大学図書館	2496	1524	數	数	數奇	数奇			1		去	去平							12306	
30-006-01	世俗諺文_天理大学図書館	2497	1524	奇	奇	數奇	数奇			2		平	去平							12306	
30-006-01	世俗諺文_天理大学図書館	2498	1525	薄	薄	薄命	薄命			1		入	入＊							12306	
30-006-01	世俗諺文_天理大学図書館	2499	1526	李	李	李廣	李広			1		去	去上							12307	
30-006-01	世俗諺文_天理大学図書館	2500	1526	廣	広	李廣	李広			2		上	去上							12307	
30-006-01	世俗諺文_天理大学図書館	2501	1527	青	青	青	青			1		平軽	平軽							12307	
30-006-01	世俗諺文_天理大学図書館	2502	1528	亦	亦	亦	亦			1		上	上							12307	声点不審
30-006-01	世俗諺文_天理大学図書館	2503	1529	李	李	李廣	李広			1		去	去上							12307	
30-006-01	世俗諺文_天理大学図書館	2504	1529	廣	広	李廣	李広			2		上	去上							12307	
30-006-01	世俗諺文_天理大学図書館	2505	1530	數	数	數奇	数奇			1		去	去平							12308	
30-006-01	世俗諺文_天理大学図書館	2506	1530	奇	奇	數奇	数奇			2		平	去平							12308	
30-006-01	世俗諺文_天理大学図書館	2507	1531	如	如	如淳	如淳			1		平濁	平濁平							12308	
30-006-01	世俗諺文_天理大学図書館	2508	1531	淳	淳	如淳	如淳			2		平	平濁平							12308	
30-006-01	世俗諺文_天理大学図書館	2509	1532	奇	奇	奇	奇			1		平	平							12308	
30-006-01	世俗諺文_天理大学図書館	2510	1533	偶	偶	偶	偶ス			1		上	上	コウ	コウ					12308	
30-006-01	世俗諺文_天理大学図書館	2511	1534	文	文	文人	文人			1		平濁	平濁平濁							12402	
30-006-01	世俗諺文_天理大学図書館	2512	1534	人	人	文人	文人			2		平濁	平濁平濁							12402	
30-006-01	世俗諺文_天理大学図書館	2513	1535	傅	傅	傅教	傅教			1		去	去＊	フ	フカウ					12403	
30-006-01	世俗諺文_天理大学図書館	2514	1535	教	教	傅教	傅教			2			去＊	カウ	フカウ					12403	
30-006-01	世俗諺文_天理大学図書館	2515	1536	班	班	班固	班固			1		平	平上		＊コ					12403	
30-006-01	世俗諺文_天理大学図書館	2516	1536	固	固	班固	班固			2		上	平上	コ	＊コ					12404	
30-006-01	世俗諺文_天理大学図書館	2517	1537	鮮	鮮	鮮	鮮			1		上	上							12404	声点不審
30-006-01	世俗諺文_天理大学図書館	2518	1538	能	能	能	能			1		平	平							12404	声点不審
30-006-01	世俗諺文_天理大学図書館	2519	1539	陸	陸	陸士衡	陸士衡			1		入軽	入軽去平							12408	
30-006-01	世俗諺文_天理大学図書館	2520	1539	士	士	陸士衡	陸士衡			2		去	入軽去平							12408	
30-006-01	世俗諺文_天理大学図書館	2521	1539	衡	衡	陸士衡	陸士衡			3		平	入軽去平							12408	
30-006-01	世俗諺文_天理大学図書館	2522	1540	獲	獲	獲麟	獲麟			1		入軽	入軽平	クワク	クワクリン					12501	
30-006-01	世俗諺文_天理大学図書館	2523	1540	麟	麟	獲麟	獲麟			2		平	入軽平	リン	クワクリン					12501	
30-006-01	世俗諺文_天理大学図書館	2524	1541	哀	哀	哀公	哀公			1		平	平平	アイ	アイ＊					12502	
30-006-01	世俗諺文_天理大学図書館	2525	1541	公	公	哀公	哀公			2		平	平平		アイ＊					12502	
30-006-01	世俗諺文_天理大学図書館	2526	1542	麟	麟	麟	麟			1		平	平							12502	
30-006-01	世俗諺文_天理大学図書館	2527	1543	麟	麟	麟	麟			1		平	平							12502	
30-006-01	世俗諺文_天理大学図書館	2528	1544	仁	仁	仁獸	仁獣			1		平濁	平濁去							12502	
30-006-01	世俗諺文_天理大学図書館	2529	1544	獸	獣	仁獸	仁獣			2		去	平濁去							12503	
30-006-01	世俗諺文_天理大学図書館	2530	1545	聖	聖	聖王	聖王			1		去	去平							12503	
30-006-01	世俗諺文_天理大学図書館	2531	1545	王	王	聖王	聖王			2		平	去平							12503	
30-006-01	世俗諺文_天理大学図書館	2532	1546	嘉	嘉	嘉瑞	嘉瑞			1		平	平去							12503	
30-006-01	世俗諺文_天理大学図書館	2533	1546	瑞	瑞	嘉瑞	嘉瑞			2		去	平去							12503	
30-006-01	世俗諺文_天理大学図書館	2534	1547	仲	仲	仲尼	仲尼			1		去	去平							12503	
30-006-01	世俗諺文_天理大学図書館	2535	1547	尼	尼	仲尼	仲尼			2		平	去平							12503	
30-006-01	世俗諺文_天理大学図書館	2536	1548	嘉	嘉	嘉瑞	嘉瑞			1		去	去去							12504	
30-006-01	世俗諺文_天理大学図書館	2537	1548	瑞	瑞	嘉瑞	嘉瑞			2		去	去去							12504	
30-006-01	世俗諺文_天理大学図書館	2538	1549	應	応	應	応			1		去	去							12504	
30-006-01	世俗諺文_天理大学図書館	2539	1550	興	興	中興	中興			2		平	＊平							12504	
30-006-01	世俗諺文_天理大学図書館	2540	1551	獲	獲	獲麟	獲麟			1		入軽	入軽平							12505	
30-006-01	世俗諺文_天理大学図書館	2541	1551	麟	麟	獲麟	獲麟			2		平	入軽平							12505	
30-006-01	世俗諺文_天理大学図書館	2542	1552	虞	虞	虞人	虞人			1		平濁	平濁＊	ク	ク＊					12505	
30-006-01	世俗諺文_天理大学図書館	2543	1553	職	職	職	職			1		入軽	入軽							12506	
30-006-01	世俗諺文_天理大学図書館	2544	1554	魯	魯	魯	魯			1		去	去							12506	
30-006-01	世俗諺文_天理大学図書館	2545	1555	傳	伝	傳	伝			1				テン	テン					12507	
30-006-01	世俗諺文_天理大学図書館	2546	1556	叔	叔	叔孫子	叔孫子			1		入	入平上	シク	シク＊＊					12507	仮名別筆
30-006-01	世俗諺文_天理大学図書館	2547	1556	孫	孫	叔孫子	叔孫子			2		平	入平上		シク＊＊					12507	
30-006-01	世俗諺文_天理大学図書館	2548	1556	氏	氏	叔孫子	叔孫子			3		上	入平上		シク＊＊					12507	
30-006-01	世俗諺文_天理大学図書館	2549	1557	車	車	車子	車子			1		平	平上							12507	
30-006-01	世俗諺文_天理大学図書館	2550	1557	子	子	車子	車子			2		上	平上							12507	
30-006-01	世俗諺文_天理大学図書館	2551	1558	_	_	_商	_商			1		去	去平軽	シヨ	シヨ＊	仕居反				12507	仮名別筆
30-006-01	世俗諺文_天理大学図書館	2552	1558	商	商	_商	_商			2		平軽	去平軽							12507	
30-006-01	世俗諺文_天理大学図書館	2553	1559	麟	麟	麟	麟			1		平	平							12507	
30-006-01	世俗諺文_天理大学図書館	2554	1560	虞	虞	虞人	虞人			1			＊平濁	ク	ク＊					12508	
30-006-01	世俗諺文_天理大学図書館	2555	1561	麟	麟	麟	麟			1		平	平							12508	
30-006-01	世俗諺文_天理大学図書館	2556	1562	虞	虞	虞人	虞人			1		平濁	＊平濁		ク＊					12601	
30-006-01	世俗諺文_天理大学図書館	2557	1563	官	官	官	官			1		平	平							12601	
30-006-01	世俗諺文_天理大学図書館	2558	1564	穀	穀	穀梁傳	穀梁伝			1		入軽	入軽平＊							12602	
30-006-01	世俗諺文_天理大学図書館	2559	1564	梁	梁	穀梁傳	穀梁伝			2		平	入軽平＊							12602	
30-006-01	世俗諺文_天理大学図書館	2560	1565	麟	麟	麟	麟			1		平	平							12602	
30-006-01	世俗諺文_天理大学図書館	2561	1566	呂	呂	呂不韋	呂不韋			1		去	去去平	リヨ	リヨフヰ					12604	
30-006-01	世俗諺文_天理大学図書館	2562	1566	不	不	呂不韋	呂不韋			2		去	去去平	フ	リヨフヰ					12604	
30-006-01	世俗諺文_天理大学図書館	2563	1566	韋	韋	呂不韋	呂不韋			3		平	去去平	ヰ	リヨフヰ					12604	
30-006-01	世俗諺文_天理大学図書館	2564	1567	秦	秦	秦	秦			1		平	平							12604	
30-006-01	世俗諺文_天理大学図書館	2565	1568	致	致	致士	致士			1		平	平去							12604	
30-006-01	世俗諺文_天理大学図書館	2566	1568	士	士	致士	致士			2		去	平去							12604	
30-006-01	世俗諺文_天理大学図書館	2567	1569	遇	遇	遇	遇ス			1		去濁	去濁							12604	
30-006-01	世俗諺文_天理大学図書館	2568	1570	荀	荀	荀卿	荀卿			1		平	平平	シユン	シユンケイ					12605	
30-006-01	世俗諺文_天理大学図書館	2569	1570	卿	卿	荀卿	荀卿			2		平	平平	ケイ	シユンケイ					12605	
30-006-01	世俗諺文_天理大学図書館	2570	1571	覽	覧	八覽	八覧			2		上	＊上							12607	
30-006-01	世俗諺文_天理大学図書館	2571	1572	論	論	六論	六論			2		去	＊去							12607	
30-006-01	世俗諺文_天理大学図書館	2572	1573	紀	紀	十二紀	十二紀			3		去	＊＊去							12607	
30-006-01	世俗諺文_天理大学図書館	2573	1574	咸	咸	咸陽	咸陽			1		平	平平							12608	
30-006-01	世俗諺文_天理大学図書館	2574	1574	陽	陽	咸陽	咸陽			2		平	平平							12608	
30-006-01	世俗諺文_天理大学図書館	2575	1575	厨	厨	厨子	厨子			1				ツ	ツシ					12702	
30-006-01	世俗諺文_天理大学図書館	2576	1575	子	子	厨子	厨子			2				シ	ツシ					12702	
30-006-01	世俗諺文_天理大学図書館	2577	1576	晋	晋	晋書	晋書			1		去	去上	シム	シム＊					12703	
30-006-01	世俗諺文_天理大学図書館	2578	1576	書	書	晋書	晋書			2		上	去上		シム＊					12703	
30-006-01	世俗諺文_天理大学図書館	2579	1577	書	書	書_	書_			1		平軽	平軽入軽	シヨ	シヨ＊					12703	
30-006-01	世俗諺文_天理大学図書館	2580	1577	_	_	書_	書_			2		入軽	平軽入軽		シヨ＊					12703	
30-006-01	世俗諺文_天理大学図書館	2581	1578	_	_	_仲	_仲			1		上	上去	イウ	イウ＊					12705	
30-006-01	世俗諺文_天理大学図書館	2582	1578	仲	仲	_仲	_仲			2		去	上去		イウ＊					12705	
30-006-01	世俗諺文_天理大学図書館	2583	1579	_	_	_亮	_亮			1		上	上去	イウ	イウ□フ					12705	
30-006-01	世俗諺文_天理大学図書館	2584	1579	亮	亮	_亮	_亮			2		去	上去	□フ	イウ□フ					12705	
30-006-01	世俗諺文_天理大学図書館	2585	1580	謝	謝	謝大傅	謝大傅			1		去	去去去	シヤ	シヤ＊フ					12707	
30-006-01	世俗諺文_天理大学図書館	2586	1580	大	大	謝大傅	謝大傅			2		去	去去去		シヤ＊フ					12707	
30-006-01	世俗諺文_天理大学図書館	2587	1580	傅	傅	謝大傅	謝大傅			3		去	去去去	フ	シヤ＊フ					12707	
30-006-01	世俗諺文_天理大学図書館	2588	1581	檢	検	檢狹	検狭			1		去	去入軽							12708	
30-006-01	世俗諺文_天理大学図書館	2589	1581	狹	狭	檢狹	検狭			2		入軽	去入軽							12708	
30-006-01	世俗諺文_天理大学図書館	2590	1582	隱	隠	王隱	王隠			2		上	＊上	イン	＊イン					12708	
30-006-01	世俗諺文_天理大学図書館	2591	1583	論	論	論	論			1		去	去							12708	
30-006-01	世俗諺文_天理大学図書館	2592	1584	楊	楊	楊雄	楊雄			1		平	平平							12708	
30-006-01	世俗諺文_天理大学図書館	2593	1584	雄	雄	楊雄	楊雄			2		平	平平							12708	
30-006-01	世俗諺文_天理大学図書館	2594	1585	顔	顔	顔氏	顔氏			1			＊平							12801	
30-006-01	世俗諺文_天理大学図書館	2595	1585	氏	氏	顔氏	顔氏			2		平	＊平							12801	
