資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考	SAT所在
30-038-01	金沢文庫本五悔	458	191	兩	兩	兩部	兩部			1			＊平濁					e1_		091L3：045		T2713_.84.0831a08
30-038-01	金沢文庫本五悔	459	191	部	部	兩部	兩部			2		平濁	＊平濁					e4		091L3：045		T2713_.84.0831a08
30-038-01	金沢文庫本五悔	460	192	諸	諸	諸尊	諸尊			1								R4		091L3：045		T2713_.84.0831a08
30-038-01	金沢文庫本五悔	461	192	尊	尊	諸尊	諸尊			2								e1_		091L3：045		T2713_.84.0831a08
30-038-01	金沢文庫本五悔	462	193	護	護	護法	護法			1		平濁	平濁＊					F1_		091L3：045		T2713_.84.0831a08
30-038-01	金沢文庫本五悔	463	193	法	法	護法	護法			2			平濁＊					e4		091L3：045		T2713_.84.0831a08
30-038-01	金沢文庫本五悔	464	194	所	所	所設	所設			1								e4		091L3：045		T2713_.84.0831a08
30-038-01	金沢文庫本五悔	465	194	設	設	所設	所設			2								e4		091L3：045		T2713_.84.0831a08
30-038-01	金沢文庫本五悔	466	195	哀	哀	哀愍	哀愍			1								e1_		091L4：046		T2713_.84.0831a09
30-038-01	金沢文庫本五悔	467	195	愍	愍	哀愍	哀愍			2								e4		091L4：046		T2713_.84.0831a09
30-038-01	金沢文庫本五悔	468	196	大	大	大師	大師			1		平濁	平濁＊					e4		091L4：046		T2713_.84.0831a09
30-038-01	金沢文庫本五悔	469	196	師	師	大師	大師			2			平濁＊					e1_		091L4：046		T2713_.84.0831a09
30-038-01	金沢文庫本五悔	470	197	倍	倍	倍増	倍増			1		平濁	平濁＊					F1_		091L4：046		T2713_.84.0831a09
30-038-01	金沢文庫本五悔	471	197	増	増	倍増	倍増			2			平濁＊					e4		091L4：046		T2713_.84.0831a09
30-038-01	金沢文庫本五悔	472	198	護	護	護持	護持			1		平濁	平濁上濁					e4		091L4：046		T2713_.84.0831a09
30-038-01	金沢文庫本五悔	473	198	持	持	護持	護持			2		上濁	平濁上濁					e1_		091L4：046		T2713_.84.0831a09
30-038-01	金沢文庫本五悔	474	199	無	無	無邊	無邊			1								R4		091L5：047		T2713_.84.0831a10
30-038-01	金沢文庫本五悔	475	199	邊	邊	無邊	無邊			2								e1_		091L5：047		T2713_.84.0831a10
30-038-01	金沢文庫本五悔	476	200	决	决	决定	决定			1			＊平濁					F1_		091L5：047		T2713_.84.0831a10
30-038-01	金沢文庫本五悔	477	200	定	定	决定	决定			2		平濁	＊平濁					e4		091L5：047		T2713_.84.0831a10
30-038-01	金沢文庫本五悔	478	201	南	南	南無	南無			1			＊平濁					e2		091L6：048	音写字	T2713_.84.0831a11
30-038-01	金沢文庫本五悔	479	201	無	無	南無	南無			2		平濁	＊平濁					r3		091L6：048	音写字	T2713_.84.0831a11
30-038-01	金沢文庫本五悔	480	202	摩	摩	摩訶	摩訶			1								e4		091L6：048		T2713_.84.0831a11
30-038-01	金沢文庫本五悔	481	202	訶	訶	摩訶	摩訶			2								e5		091L6：048		T2713_.84.0831a11
30-038-01	金沢文庫本五悔	482	203	南	南	南無	南無			1								e5		091L6：048	音写字	T2713_.84.0831a11
30-038-01	金沢文庫本五悔	483	203	無	無	南無	南無			2								e1_		091L6：048	音写字	T2713_.84.0831a11
30-038-01	金沢文庫本五悔	484	204	阿	阿	阿_	阿_			1								e1_		091L6：048		T2713_.84.0831a11
30-038-01	金沢文庫本五悔	485	204	_	_	阿_	阿_			2								f1_		091L6：048		T2713_.84.0831a11
30-038-01	金沢文庫本五悔	486	205	南	南	南無	南無			1								e1_		091L7：049	音写字	T2713_.84.0831b01
30-038-01	金沢文庫本五悔	487	205	無	無	南無	南無			2								e1_		091L7：049	音写字	T2713_.84.0831b01
30-038-01	金沢文庫本五悔	488	206	寳	寳	寳生	寳生			1								e1_		091L7：049		T2713_.84.0831b01
30-038-01	金沢文庫本五悔	489	206	生	生	寳生	寳生			2								f1_		091L7：049		T2713_.84.0831b01
30-038-01	金沢文庫本五悔	490	207	南	南	南無	南無			1								e5		091L7：049	音写字	T2713_.84.0831b01
30-038-01	金沢文庫本五悔	491	207	無	無	南無	南無			2								e5		091L7：049	音写字	T2713_.84.0831b01
30-038-01	金沢文庫本五悔	492	208	無	無	無量	無量			1		平濁	平濁＊					e5		091L7：049		T2713_.84.0831b01
30-038-01	金沢文庫本五悔	493	208	量	量	無量	無量			2			平濁＊					fr5		091L7：049		T2713_.84.0831b01
30-038-01	金沢文庫本五悔	494	209	南	南	南無	南無			1								e5		091L8：050	音写字	T2713_.84.0831b01
30-038-01	金沢文庫本五悔	495	209	無	無	南無	南無			2								e5		091L8：050	音写字	T2713_.84.0831b01
30-038-01	金沢文庫本五悔	496	210	不	不	不空	不空			1								e1_		091L8：050		T2713_.84.0831b01
30-038-01	金沢文庫本五悔	497	210	空	空	不空	不空			2								f1_		091L8：050		T2713_.84.0831b01
30-038-01	金沢文庫本五悔	498	211	南	南	南無	南無			1								e1_		091L8：050	音写字	T2713_.84.0831b02
30-038-01	金沢文庫本五悔	499	211	無	無	南無	南無			2								e1_		091L8：050	音写字	T2713_.84.0831b02
30-038-01	金沢文庫本五悔	500	212	四	四	四波羅	四波羅			1								f1_		091L8：050		T2713_.84.0831b02
30-038-01	金沢文庫本五悔	501	212	波	波	四波羅	四波羅			2								e1_		091L8：050		T2713_.84.0831b02
30-038-01	金沢文庫本五悔	502	212	羅	羅	四波羅	四波羅			3								e1_		091L8：050		T2713_.84.0831b02
30-038-01	金沢文庫本五悔	503	213	南	南	南無	南無			1								e5		091L9：051	音写字	T2713_.84.0831b02
30-038-01	金沢文庫本五悔	504	213	無	無	南無	南無			2								e5		091L9：051	音写字	T2713_.84.0831b02
30-038-01	金沢文庫本五悔	505	214	十	十	十六	十六			1								f5		091L9：051		T2713_.84.0831b02
30-038-01	金沢文庫本五悔	506	214	六	六	十六	十六			2								e5		091L9：051		T2713_.84.0831b02
30-038-01	金沢文庫本五悔	507	215	南	南	南無	南無			1								e5		091L9：051	音写字	T2713_.84.0831b02
30-038-01	金沢文庫本五悔	508	215	無	無	南無	南無			2								e5		091L9：051	音写字	T2713_.84.0831b02
30-038-01	金沢文庫本五悔	509	216	八	八	八供	八供			1								e1_		091L9：051		T2713_.84.0831b02
30-038-01	金沢文庫本五悔	510	216	供	供	八供	八供			2								e5		091L9：051		T2713_.84.0831b02
30-038-01	金沢文庫本五悔	511	217	南	南	南無	南無			1								e5		092U1：052	音写字	T2713_.84.0831b03
30-038-01	金沢文庫本五悔	512	217	無	無	南無	南無			2								e5		092U1：052	音写字	T2713_.84.0831b03
30-038-01	金沢文庫本五悔	513	218	四	四	四攝	四攝			1								fr5		092U1：052		T2713_.84.0831b03
30-038-01	金沢文庫本五悔	514	218	攝	攝	四攝	四攝			2								e5		092U1：052		T2713_.84.0831b03
30-038-01	金沢文庫本五悔	515	219	南	南	南無	南無			1								e5		092U1：052	音写字	T2713_.84.0831b04
30-038-01	金沢文庫本五悔	516	219	無	無	南無	南無			2								e1_		092U1：052	音写字	T2713_.84.0831b04
30-038-01	金沢文庫本五悔	517	220	金	金	金剛界	金剛界			1								f1_		092U1：052		T2713_.84.0831b04
30-038-01	金沢文庫本五悔	518	220	剛	剛	金剛界	金剛界			2								e1_		092U1：052		T2713_.84.0831b04
30-038-01	金沢文庫本五悔	519	220	界	界	金剛界	金剛界			3								e1_		092U1：052		T2713_.84.0831b04
30-038-01	金沢文庫本五悔	520	221	南	南	南無	南無			1								e3		092U2：053	音写字	T2713_.84.0831b04
30-038-01	金沢文庫本五悔	521	221	無	無	南無	南無			2								e3		092U2：053	音写字	T2713_.84.0831b04
30-038-01	金沢文庫本五悔	522	222	大	大	大悲	大悲			1								f3		092U2：053		T2713_.84.0831b04
30-038-01	金沢文庫本五悔	523	222	悲	悲	大悲	大悲			2								e1_		092U2：053		T2713_.84.0831b04
30-038-01	金沢文庫本五悔	524	223	胎	胎	胎藏界	胎蔵界			1								f3		092U2：053		T2713_.84.0831b04
30-038-01	金沢文庫本五悔	525	223	藏	蔵	胎藏界	胎蔵界			2								e1_		092U2：053		T2713_.84.0831b04
30-038-01	金沢文庫本五悔	526	223	界	界	胎藏界	胎蔵界			3								e1_		092U2：053		T2713_.84.0831b04
30-038-01	金沢文庫本五悔	527	224	一	一	一切	一切			1								e3		092U2：053		
30-038-01	金沢文庫本五悔	528	224	切	切	一切	一切			2								f1_		092U2：053		
30-038-01	金沢文庫本五悔	529	225	諸	諸	諸佛	諸仏			1								f1_		092U2：053		
30-038-01	金沢文庫本五悔	530	225	佛	仏	諸佛	諸仏			2								e5		092U2：053		
30-038-01	金沢文庫本五悔	531	226	所	所	所修	所修			1								e1_		092U3：054		
30-038-01	金沢文庫本五悔	532	226	修	修	所修	所修			2								e1_		092U3：054		
30-038-01	金沢文庫本五悔	533	227	功	功	功徳	功徳			1			＊入濁					e1_		092U3：054		
30-038-01	金沢文庫本五悔	534	227	徳	徳	功徳	功徳			2		入濁	＊入濁					e1_		092U3：054		
30-038-01	金沢文庫本五悔	535	228	廻	廻	廻向	廻向			1								e1_		092U4：055		
30-038-01	金沢文庫本五悔	536	228	向	向	廻向	廻向			2								e1_		092U4：055		
30-038-01	金沢文庫本五悔	537	229	三	三	三寶	三寶			1			＊平濁					e1_		092U4：055		
30-038-01	金沢文庫本五悔	538	229	寶	寶	三寶	三寶			2		平濁	＊平濁					e4		092U4：055		
30-038-01	金沢文庫本五悔	539	230	願	願	願海	願海			1		平濁	平濁＊							092U4：055		
30-038-01	金沢文庫本五悔	540	231	廻	廻	廻施	廻施			1								e5		092U5：056		
30-038-01	金沢文庫本五悔	541	231	施	施	廻施	廻施			2								e4		092U5：056		
30-038-01	金沢文庫本五悔	542	232	法	法	法界	法界			1								e4		092U5：056		
30-038-01	金沢文庫本五悔	543	232	界	界	法界	法界			2								e4		092U5：056		
30-038-01	金沢文庫本五悔	544	233	廻	廻	廻向	廻向			1								e5		092U6：057		T2713_.84.0831b05
30-038-01	金沢文庫本五悔	545	233	向	向	廻向	廻向			2								e4		092U6：057		T2713_.84.0831b05
30-038-01	金沢文庫本五悔	546	234	大	大	大菩提	大菩提			1		平濁	平濁上濁上濁					e4		092U6：057		T2713_.84.0831b05
30-038-01	金沢文庫本五悔	547	234	菩	菩	大菩提	大菩提			2		上濁	平濁上濁上濁					e1_		092U6：057		T2713_.84.0831b05
30-038-01	金沢文庫本五悔	548	234	提	提	大菩提	大菩提			3		上濁	平濁上濁上濁					e1_		092U6：057		T2713_.84.0831b05
30-038-01	金沢文庫本五悔	549	235	至	至	至心	至心			1								e1_		092U6：057		T2713_.84.0831b05
30-038-01	金沢文庫本五悔	550	235	心	心	至心	至心			2								e1_		092U6：057		T2713_.84.0831b05
30-038-01	金沢文庫本五悔	551	236	廻	廻	廻向	廻向			1								f1_		092U6：057		T2713_.84.0831b05
30-038-01	金沢文庫本五悔	552	236	向	向	廻向	廻向			2								r4		092U6：057		T2713_.84.0831b05
30-038-01	金沢文庫本五悔	553	237	懺	懺	懺悔	懺悔			1			＊上濁					e1_		092U7：058		T2713_.84.0831b06
30-038-01	金沢文庫本五悔	554	237	悔	悔	懺悔	懺悔			2		上濁	＊上濁					e1_		092U7：058		T2713_.84.0831b06
30-038-01	金沢文庫本五悔	555	238	隨	随	隨喜	随喜			1		上濁	上濁＊					e1_		092U7：058		T2713_.84.0831b06
30-038-01	金沢文庫本五悔	556	238	喜	喜	隨喜	随喜			2			上濁＊					f1_		092U7：058		T2713_.84.0831b06
