資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考	SAT所在
30-038-01	金沢文庫本五悔	258	109	冨	冨	冨樂	冨樂			1								fr5		090L1：026		T2713_.84.0830a12
30-038-01	金沢文庫本五悔	259	109	樂	樂	冨樂	冨樂			2								e5		090L1：026		T2713_.84.0830a12
30-038-01	金沢文庫本五悔	260	110	豐	豊	豐饒	豊饒			1			＊平濁					e1_		090L1：026		T2713_.84.0830a12
30-038-01	金沢文庫本五悔	261	110	饒	饒	豐饒	豊饒			2		平濁	＊平濁					f1_		090L1：026		T2713_.84.0830a12
30-038-01	金沢文庫本五悔	262	111	生	生	生勝族	生勝族			1								f5		090L1：026		T2713_.84.0830a12
30-038-01	金沢文庫本五悔	263	111	勝	勝	生勝族	生勝族			2								"r5, 〔別〕r1_"		090L1：026		T2713_.84.0830a12
30-038-01	金沢文庫本五悔	264	111	族	族	生勝族	生勝族			3								f1_		090L1：026		T2713_.84.0830a12
30-038-01	金沢文庫本五悔	265	112	眷	眷	眷屬	眷属			1								e1_		090L1：026		T2713_.84.0830b01
30-038-01	金沢文庫本五悔	266	112	屬	属	眷屬	眷属			2								"r_1_, 〔別〕r1_"		090L1：026		T2713_.84.0830b01
30-038-01	金沢文庫本五悔	267	113	廣	廣	廣多	廣多			1								f1_		090L1：026		T2713_.84.0830b01
30-038-01	金沢文庫本五悔	268	113	多	多	廣多	廣多			2								"f1_, 〔別〕frf1_"		090L1：026		T2713_.84.0830b01
30-038-01	金沢文庫本五悔	269	114	恆	恒	恆熾盛	恒熾盛			1								e'5		090L1：026		T2713_.84.0830b01
30-038-01	金沢文庫本五悔	270	114	熾	熾	恆熾盛	恒熾盛			2								e1_		090L1：026		T2713_.84.0830b01
30-038-01	金沢文庫本五悔	271	114	盛	感（盛の誤）	恆熾盛	恒熾感			3								f1_		090L1：026		T2713_.84.0830b01
30-038-01	金沢文庫本五悔	272	115	四	四	四無	四無			1			＊平濁					f5		090L2：027		T2713_.84.0830b02
30-038-01	金沢文庫本五悔	273	115	無	無	四無	四無			2		平濁	＊平濁					f4		090L2：027		T2713_.84.0830b02
30-038-01	金沢文庫本五悔	274	116	_	_	_辨	_辨			1								r4		090L2：027		T2713_.84.0830b02
30-038-01	金沢文庫本五悔	275	116	辨	辨	_辨	_辨			2								e5		090L2：027		T2713_.84.0830b02
30-038-01	金沢文庫本五悔	276	117	十	十	十自在	十自在			1								e5		090L2：027		T2713_.84.0830b02
30-038-01	金沢文庫本五悔	277	117	自	自	十自在	十自在			2								e'1_		090L2：027		T2713_.84.0830b02
30-038-01	金沢文庫本五悔	278	117	在	在	十自在	十自在			3								f1_		090L2：027		T2713_.84.0830b02
30-038-01	金沢文庫本五悔	279	118	六	六	六通	六通			1								e1_		090L2：027		T2713_.84.0830b03
30-038-01	金沢文庫本五悔	280	118	通	通	六通	六通			2								f1_		090L2：027		T2713_.84.0830b03
30-038-01	金沢文庫本五悔	281	119	諸	諸	諸禪	諸禅			1								fr5		090L2：027		T2713_.84.0830b03
30-038-01	金沢文庫本五悔	282	119	禪	禅	諸禪	諸禅			2								e5		090L2：027		T2713_.84.0830b03
30-038-01	金沢文庫本五悔	283	120	悉	悉	悉圓滿	悉圓滿			1								e1_		090L2：027		T2713_.84.0830b03
30-038-01	金沢文庫本五悔	284	120	圓	圓	悉圓滿	悉圓滿			2								f1_		090L2：027		T2713_.84.0830b03
30-038-01	金沢文庫本五悔	285	120	滿	滿	悉圓滿	悉圓滿			3								e5		090L2：027		T2713_.84.0830b03
30-038-01	金沢文庫本五悔	286	121	如	如	如金剛憧	如金剛憧			1		平濁	平濁＊＊＊					e5		090L3：028		T2713_.84.0830b04
30-038-01	金沢文庫本五悔	287	121	金	金	如金剛憧	如金剛憧			2			平濁＊＊＊					f1_		090L3：028		T2713_.84.0830b04
30-038-01	金沢文庫本五悔	288	121	剛	剛	如金剛憧	如金剛憧			3			平濁＊＊＊					e4		090L3：028		T2713_.84.0830b04
30-038-01	金沢文庫本五悔	289	121	憧	憧	如金剛憧	如金剛憧			4			平濁＊＊＊					e5		090L3：028		T2713_.84.0830b04
30-038-01	金沢文庫本五悔	290	122	及	及	及普賢	及普賢			1								e5		090L3：028		T2713_.84.0830b04
30-038-01	金沢文庫本五悔	291	122	普	普	及普賢	及普賢			2								e'1_		090L3：028		T2713_.84.0830b04
30-038-01	金沢文庫本五悔	292	122	賢	賢	及普賢	及普賢			3								f1_		090L3：028		T2713_.84.0830b04
30-038-01	金沢文庫本五悔	293	123	願	願	願讃	願讃			1		去濁	去濁＊					r4		090L3：028		T2713_.84.0830b05
30-038-01	金沢文庫本五悔	294	123	讃	讃	願讃	願讃			2			去濁＊					e5		090L3：028		T2713_.84.0830b05
30-038-01	金沢文庫本五悔	295	124	廻	廻	廻向	廻向			1								f4		090L3：028		T2713_.84.0830b05
30-038-01	金沢文庫本五悔	296	124	向	向	廻向	廻向			2								r4		090L3：028		T2713_.84.0830b05
30-038-01	金沢文庫本五悔	297	125	亦	亦	亦如是	亦如是			1			＊平濁＊					e1_		090L3：028		T2713_.84.0830b05
30-038-01	金沢文庫本五悔	298	125	如	如	亦如是	亦如是			2		平濁	＊平濁＊					f5		090L3：028		T2713_.84.0830b05
30-038-01	金沢文庫本五悔	299	125	是	是	亦如是	亦如是			3			＊平濁＊					e5		090L3：028		T2713_.84.0830b05
30-038-01	金沢文庫本五悔	300	126	歸	帰	歸命	帰命			1								e1_		090L4：029		T2713_.84.0830b06
30-038-01	金沢文庫本五悔	301	126	命	命	歸命	帰命			2								e1_		090L4：029		T2713_.84.0830b06
30-038-01	金沢文庫本五悔	302	127	頂	頂	頂禮	頂礼			1								ffr1_		090L4：029		T2713_.84.0830b06
30-038-01	金沢文庫本五悔	303	127	禮	礼	頂禮	頂礼			2								e5		090L4：029		T2713_.84.0830b06
30-038-01	金沢文庫本五悔	304	128	大	大	大悲	大悲			1								r5		090L4：029		T2713_.84.0830b06
30-038-01	金沢文庫本五悔	305	128	悲	悲	大悲	大悲			2								f1_		090L4：029		T2713_.84.0830b06
30-038-01	金沢文庫本五悔	306	129	毘	毘	毘盧遮那佛	毘盧遮那仏			1								e4		090L4：029		T2713_.84.0830b06
30-038-01	金沢文庫本五悔	307	129	盧	盧	毘盧遮那佛	毘盧遮那仏			2								e4		090L4：029		T2713_.84.0830b06
30-038-01	金沢文庫本五悔	308	129	遮	遮	毘盧遮那佛	毘盧遮那仏			3								f4		090L4：029		T2713_.84.0830b06
30-038-01	金沢文庫本五悔	309	129	那	那	毘盧遮那佛	毘盧遮那仏			4								e4		090L4：029		T2713_.84.0830b06
30-038-01	金沢文庫本五悔	310	129	佛	仏	毘盧遮那佛	毘盧遮那仏			5								rF4		090L4：029		T2713_.84.0830b06
30-038-01	金沢文庫本五悔	311	130	_	_	_冒地質多	_冒地質多			1			＊去濁＊＊＊					e3		090L5：030	音写字	T2713_.84.0830b07
30-038-01	金沢文庫本五悔	312	130	冒	冒	_冒地質多	_冒地質多			2		去濁	＊去濁＊＊＊					e'4		090L5：030	音写字	T2713_.84.0830b07
30-038-01	金沢文庫本五悔	313	130	地	地	_冒地質多	_冒地質多			3			＊去濁＊＊＊					e4		090L5：030	音写字	T2713_.84.0830b07
30-038-01	金沢文庫本五悔	314	130	質	質	_冒地質多	_冒地質多			4			＊去濁＊＊＊					e3		090L5：030	音写字	T2713_.84.0830b07
30-038-01	金沢文庫本五悔	315	130	多	多	_冒地質多	_冒地質多			5			＊去濁＊＊＊					e'3		090L5：030	音写字	T2713_.84.0830b07
30-038-01	金沢文庫本五悔	316	131	_	_	_三昧耶薩__	_三昧耶薩__			1			＊＊＊＊＊＊去濁					e3		090L6：031	音写字	T2713_.84.0830b07
30-038-01	金沢文庫本五悔	317	131	三	三	_三昧耶薩__	_三昧耶薩__			2			＊＊＊＊＊＊去濁					e3		090L6：031	音写字	T2713_.84.0830b07
30-038-01	金沢文庫本五悔	318	131	昧	昧	_三昧耶薩__	_三昧耶薩__			3			＊＊＊＊＊＊去濁					e5		090L6：031	音写字	T2713_.84.0830b07
30-038-01	金沢文庫本五悔	319	131	耶	耶	_三昧耶薩__	_三昧耶薩__			4			＊＊＊＊＊＊去濁					e4		090L6：031	音写字	T2713_.84.0830b07
30-038-01	金沢文庫本五悔	320	131	薩	薩	_三昧耶薩__	_三昧耶薩__			5			＊＊＊＊＊＊去濁					e5		090L6：031	音写字	T2713_.84.0830b07
30-038-01	金沢文庫本五悔	321	131	_	_	_三昧耶薩__	_三昧耶薩__			6			＊＊＊＊＊＊去濁					e3		090L6：031	音写字	T2713_.84.0830b07
30-038-01	金沢文庫本五悔	322	131	_	_	_三昧耶薩__	_三昧耶薩__			7		去濁	＊＊＊＊＊＊去濁					e'3		090L6：031	音写字	T2713_.84.0830b07
30-038-01	金沢文庫本五悔	323	132	歸	帰	歸命	帰命			1								e'1		090L7：032		T2713_.84.0830b08
30-038-01	金沢文庫本五悔	324	132	命	命	歸命	帰命			2								e1		090L7：032		T2713_.84.0830b08
30-038-01	金沢文庫本五悔	325	133	摩	摩	摩訶	摩訶			1								e2		090L7：032		T2713_.84.0830b08
30-038-01	金沢文庫本五悔	326	133	訶	訶	摩訶	摩訶			2								rfr3		090L7：032		T2713_.84.0830b08
30-038-01	金沢文庫本五悔	327	134	毘	毘	毘盧遮那佛	毘盧遮那仏			1		上濁	上濁＊＊＊入濁					fr4		090L7：032		T2713_.84.0830b08
30-038-01	金沢文庫本五悔	328	134	盧	盧	毘盧遮那佛	毘盧遮那仏			2			上濁＊＊＊入濁					e4		090L7：032		T2713_.84.0830b08
30-038-01	金沢文庫本五悔	329	134	遮	遮	毘盧遮那佛	毘盧遮那仏			3			上濁＊＊＊入濁					f_4		090L7：032		T2713_.84.0830b08
30-038-01	金沢文庫本五悔	330	134	那	那	毘盧遮那佛	毘盧遮那仏			4			上濁＊＊＊入濁					rfrf_3		090L7：032		T2713_.84.0830b08
30-038-01	金沢文庫本五悔	331	134	佛	仏	毘盧遮那佛	毘盧遮那仏			5		入濁	上濁＊＊＊入濁					f_4		090L7：032		T2713_.84.0830b08
30-038-01	金沢文庫本五悔	332	135	四	四	四方	四方			1								f4		090L8：033		T2713_.84.0830b09
30-038-01	金沢文庫本五悔	333	135	方	方	四方	四方			2								rfrf3		090L8：033		T2713_.84.0830b09
30-038-01	金沢文庫本五悔	334	136	四	四	四智	四智			1								f4		090L8：033		T2713_.84.0830b09
30-038-01	金沢文庫本五悔	335	136	智	智	四智	四智			2								rfrf_3		090L8：033		T2713_.84.0830b09
30-038-01	金沢文庫本五悔	336	137	十	十	十六	十六			1		入濁	入濁＊					e4		090L8：033		T2713_.84.0830b10
30-038-01	金沢文庫本五悔	337	137	六	六	十六	十六			2			入濁＊					f4		090L8：033		T2713_.84.0830b10
30-038-01	金沢文庫本五悔	338	138	八	八	八供	八供			1								e4		090L8：033		T2713_.84.0830b10
30-038-01	金沢文庫本五悔	339	138	供	供	八供	八供			2								f_4		090L8：033		T2713_.84.0830b10
30-038-01	金沢文庫本五悔	340	139	四	四	四攝智	四摂智			1								r2		090L8：033		T2713_.84.0830b10
30-038-01	金沢文庫本五悔	341	139	攝	摂	四攝智	四摂智			2								rfrf_3		090L8：033		T2713_.84.0830b10
30-038-01	金沢文庫本五悔	342	140	教	教	教令	教令			1								e'4		091U1：034		T2713_.84.0830c01
30-038-01	金沢文庫本五悔	343	140	令	令	教令	教令			2								f_4		091U1：034		T2713_.84.0830c01
30-038-01	金沢文庫本五悔	344	141	輪	輪	輪者	輪者			1			＊平濁					r2		091U1：034		T2713_.84.0830c01
30-038-01	金沢文庫本五悔	345	141	者	者	輪者	輪者			2		平濁	＊平濁					rfrf_3		091U1：034		T2713_.84.0830c01
30-038-01	金沢文庫本五悔	346	142	降	降	降三世	降三世			1		平濁	平濁去濁平濁							091U1：034		T2713_.84.0830c01
30-038-01	金沢文庫本五悔	347	142	三	三	降三世	降三世			2		去濁	平濁去濁平濁							091U1：034		T2713_.84.0830c01
30-038-01	金沢文庫本五悔	348	142	世	世	降三世	降三世			3		平濁	平濁去濁平濁							091U1：034		T2713_.84.0830c01
30-038-01	金沢文庫本五悔	349	143	兩	両	兩部	両部			1			＊平濁					e4		091U1：034		T2713_.84.0830c02
30-038-01	金沢文庫本五悔	350	143	部	部	兩部	両部			2		平濁	＊平濁					e4		091U1：034		T2713_.84.0830c02
30-038-01	金沢文庫本五悔	351	144	界	界	界會	界會			1								e4		091U1：034		T2713_.84.0830c02
30-038-01	金沢文庫本五悔	352	144	會	會	界會	界會			2								Fr4		091U1：034		T2713_.84.0830c02
30-038-01	金沢文庫本五悔	353	145	諸	諸	諸如來	諸如来			1								r2		091U1：034		T2713_.84.0830c02
30-038-01	金沢文庫本五悔	354	145	如	如	諸如來	諸如来			2								rfrf_3		091U1：034		T2713_.84.0830c02
30-038-01	金沢文庫本五悔	355	146	外	外	外金剛部	外金剛部			1		平濁	平濁＊上濁平濁					e2		091U2：035		T2713_.84.0830c03
30-038-01	金沢文庫本五悔	356	146	金	金	外金剛部	外金剛部			2			平濁＊上濁平濁					r3		091U2：035		T2713_.84.0830c03
30-038-01	金沢文庫本五悔	357	146	剛	剛	外金剛部	外金剛部			3		上濁	平濁＊上濁平濁					f4		091U2：035		T2713_.84.0830c03
30-038-01	金沢文庫本五悔	358	146	部	部	外金剛部	外金剛部			4		平濁	平濁＊上濁平濁					rfrf_3		091U2：035		T2713_.84.0830c03
30-038-01	金沢文庫本五悔	359	147	不	不	不越	不越			1								e'4		091U2：035		T2713_.84.0830c04
30-038-01	金沢文庫本五悔	360	147	越	越	不越	不越			2								e4		091U2：035		T2713_.84.0830c04
30-038-01	金沢文庫本五悔	361	148	本	本	本誓	本誓			1			＊去濁					e4		091U2：035		T2713_.84.0830c04
30-038-01	金沢文庫本五悔	362	148	誓	誓	本誓	本誓			2		去濁	＊去濁					f4		091U2：035		T2713_.84.0830c04
30-038-01	金沢文庫本五悔	363	149	三	三	三昧耶	三昧耶			1								Fr4		091U2：035		T2713_.84.0830c04
30-038-01	金沢文庫本五悔	364	149	昧	昧	三昧耶	三昧耶			2								rfrf_3		091U2：035		T2713_.84.0830c04
30-038-01	金沢文庫本五悔	365	150	降	降	降臨	降臨			1		去濁	去濁＊					r3		091U3：036		T2713_.84.0830c05
30-038-01	金沢文庫本五悔	366	150	臨	臨	降臨	降臨			2			去濁＊					F_R4		091U3：036		T2713_.84.0830c05
30-038-01	金沢文庫本五悔	367	151	壇	壇	壇場	壇場			1		平濁	平濁平濁					f4		091U3：036		T2713_.84.0830c05
30-038-01	金沢文庫本五悔	368	151	場	場	壇場	壇場			2		平濁	平濁平濁					rfrf_3		091U3：036		T2713_.84.0830c05
30-038-01	金沢文庫本五悔	369	152	受	受	受妙供	受妙供			1		平濁	平濁＊＊							091U3：036		T2713_.84.0830c05
30-038-01	金沢文庫本五悔	370	153	弘	弘	弘法	弘法			1			＊入濁					e4		091U3：036		T2713_.84.0830c06
30-038-01	金沢文庫本五悔	371	153	法	法	弘法	弘法			2		入濁	＊入濁					e4		091U3：036		T2713_.84.0830c06
30-038-01	金沢文庫本五悔	372	154	大	大	大師	大師			1		平濁	平濁＊					e4		091U3：036		T2713_.84.0830c06
30-038-01	金沢文庫本五悔	373	154	師	師	大師	大師			2			平濁＊					Fr4		091U3：036		T2713_.84.0830c06
30-038-01	金沢文庫本五悔	374	155	増	増	増法樂	増法楽			1								r2		091U3：036		T2713_.84.0830c06
30-038-01	金沢文庫本五悔	375	155	法	法	増法樂	増法楽			2								rfrf_3		091U3：036		T2713_.84.0830c06
30-038-01	金沢文庫本五悔	376	156	三	三	三國	三國			1			＊入濁					r3		091U4：037		T2713_.84.0830c07
30-038-01	金沢文庫本五悔	377	156	國	國	三國	三國			2		入濁	＊入濁					F_R4		091U4：037		T2713_.84.0830c07
30-038-01	金沢文庫本五悔	378	157	祖	祖	祖師	祖師			1								f4		091U4：037		T2713_.84.0830c07
30-038-01	金沢文庫本五悔	379	157	師	師	祖師	祖師			2								rfrf_3		091U4：037		T2713_.84.0830c07
30-038-01	金沢文庫本五悔	380	158	護	護	護持	護持			1		平濁	平濁上濁					e4		091U4：037		T2713_.84.0830c08
30-038-01	金沢文庫本五悔	381	158	持	持	護持	護持			2		上濁	平濁上濁					e'4		091U4：037		T2713_.84.0830c08
30-038-01	金沢文庫本五悔	382	159	弟	弟	弟子	弟子			1		平濁	平濁＊					e4		091U4：037		T2713_.84.0830c08
30-038-01	金沢文庫本五悔	383	159	子	子	弟子	弟子			2			平濁＊					Fr4		091U4：037		T2713_.84.0830c08
30-038-01	金沢文庫本五悔	384	160	除	除	除不祥	除不祥			1		上濁	上濁＊＊					r2		091U4：037		T2713_.84.0830c08
30-038-01	金沢文庫本五悔	385	160	不	不	除不祥	除不祥			2			上濁＊＊					rfrf_3		091U4：037		T2713_.84.0830c08
30-038-01	金沢文庫本五悔	386	161	滅	滅	滅罪	滅罪			1			＊平濁					f4		091U5：038		T2713_.84.0830c09
30-038-01	金沢文庫本五悔	387	161	罪	罪	滅罪	滅罪			2		平濁	＊平濁					Fr4		091U5：038		T2713_.84.0830c09
30-038-01	金沢文庫本五悔	388	162	生	生	生善	生善			1			＊平濁					r2		091U5：038		T2713_.84.0830c09
30-038-01	金沢文庫本五悔	389	162	善	善	生善	生善			2		平濁	＊平濁					rfrf_3		091U5：038		T2713_.84.0830c09
30-038-01	金沢文庫本五悔	390	163	成	成	成大願	成大願			1		去濁	去濁平濁平濁							091U5：038		T2713_.84.0830c09
30-038-01	金沢文庫本五悔	391	163	大	大	成大願	成大願			2		平濁	去濁平濁平濁							091U5：038		T2713_.84.0830c09
30-038-01	金沢文庫本五悔	392	163	願	願	成大願	成大願			3		平濁	去濁平濁平濁							091U5：038		T2713_.84.0830c09
30-038-01	金沢文庫本五悔	393	164	天	天	天下	天下			1			＊平濁					e4		091U5：038		T2713_.84.0830c10
30-038-01	金沢文庫本五悔	394	164	下	下	天下	天下			2		平濁	＊平濁					fr3		091U5：038		T2713_.84.0830c10
30-038-01	金沢文庫本五悔	395	165	法	法	法界	法界			1								e2		091U5：038		T2713_.84.0830c10
30-038-01	金沢文庫本五悔	396	165	界	界	法界	法界			2								e1		091U5：038		T2713_.84.0830c10
30-038-01	金沢文庫本五悔	397	166	同	同	同利益	同利益			1		去濁	去濁＊＊							091U5：038		T2713_.84.0830c10
30-038-01	金沢文庫本五悔	398	167	衆	衆	衆生	衆生			1			＊上濁					r3		091U6：039		T2713_.84.0830c12
30-038-01	金沢文庫本五悔	399	167	生	生	衆生	衆生			2		上濁	＊上濁					e4		091U6：039		T2713_.84.0830c12
30-038-01	金沢文庫本五悔	400	168	無	無	無邊	無邊			1								fr4		091U6：039		T2713_.84.0830c12
30-038-01	金沢文庫本五悔	401	168	邊	邊	無邊	無邊			2								f4		091U6：039		T2713_.84.0830c12
30-038-01	金沢文庫本五悔	402	169	誓	誓	誓願度	誓願度			1			＊平濁平濁					F_RF4		091U6：039		T2713_.84.0830c12
30-038-01	金沢文庫本五悔	403	169	願	願	誓願度	誓願度			2		平濁	＊平濁平濁					rfrf_3		091U6：039		T2713_.84.0830c12
30-038-01	金沢文庫本五悔	404	169	度	度	誓願度	誓願度			3		平濁	＊平濁平濁							091U6：039		T2713_.84.0830c12
30-038-01	金沢文庫本五悔	405	170	福	福	福智	福智			1								f4		091U6：039		T2713_.84.0831a01
30-038-01	金沢文庫本五悔	406	170	智	智	福智	福智			2								Fr4		091U6：039		T2713_.84.0831a01
30-038-01	金沢文庫本五悔	407	171	無	無	無邊	無邊			1								r2		091U6：039		T2713_.84.0831a01
30-038-01	金沢文庫本五悔	408	171	邊	邊	無邊	無邊			2								rfrf_3		091U6：039		T2713_.84.0831a01
30-038-01	金沢文庫本五悔	409	172	願	願	誓願集	誓願集			2		平濁	＊平濁＊							091U6：039		T2713_.84.0831a01
30-038-01	金沢文庫本五悔	410	173	法	法	法門	法門			1								e4		091U7：040		T2713_.84.0831a02
30-038-01	金沢文庫本五悔	411	173	門	門	法門	法門			2								fr'4		091U7：040		T2713_.84.0831a02
30-038-01	金沢文庫本五悔	412	174	無	無	無邊	無邊			1								e4		091U7：040		T2713_.84.0831a02
30-038-01	金沢文庫本五悔	413	174	邊	邊	無邊	無邊			2								f4		091U7：040		T2713_.84.0831a02
30-038-01	金沢文庫本五悔	414	175	誓	誓	誓願覺	誓願覚			1			＊平濁＊					F_RF4		091U7：040		T2713_.84.0831a02
30-038-01	金沢文庫本五悔	415	175	願	願	誓願覺	誓願覚			2		平濁	＊平濁＊					rfrf_3		091U7：040		T2713_.84.0831a02
30-038-01	金沢文庫本五悔	416	176	如	如	如來	如来			1								r3		091U7：040		T2713_.84.0831a03
30-038-01	金沢文庫本五悔	417	176	來	来	如來	如来			2								F_R4		091U7：040		T2713_.84.0831a03
30-038-01	金沢文庫本五悔	418	177	無	無	無邊	無邊			1								f4		091U7：040		T2713_.84.0831a03
30-038-01	金沢文庫本五悔	419	177	邊	邊	無邊	無邊			2								rfrf_3		091U7：040		T2713_.84.0831a03
30-038-01	金沢文庫本五悔	420	178	願	願	誓願事	誓願事			2		平濁	＊平濁平濁							091U7：040		T2713_.84.0831a03
30-038-01	金沢文庫本五悔	421	178	事	事	誓願事	誓願事			3		平濁	＊平濁平濁							091U7：040		T2713_.84.0831a03
30-038-01	金沢文庫本五悔	422	179	菩	菩	菩提	菩提			1		上濁	上濁上濁					e4		091U8：041		T2713_.84.0831a04
30-038-01	金沢文庫本五悔	423	179	提	提	菩提	菩提			2		上濁	上濁上濁					fr3		091U8：041		T2713_.84.0831a04
30-038-01	金沢文庫本五悔	424	180	無	無	無上	無上			1			＊平濁					e2		091U8：041		T2713_.84.0831a04
30-038-01	金沢文庫本五悔	425	180	上	上	無上	無上			2		平濁	＊平濁					e1		091U8：041		T2713_.84.0831a04
30-038-01	金沢文庫本五悔	426	181	願	願	誓願證	誓願證			2		平濁	＊平濁＊							091U8：041		T2713_.84.0831a04
30-038-01	金沢文庫本五悔	427	182	弘	弘	弘法	弘法			1			＊入濁					e4		091U8：041		
30-038-01	金沢文庫本五悔	428	182	法	法	弘法	弘法			2		入濁	＊入濁					e4		091U8：041		
30-038-01	金沢文庫本五悔	429	183	大	大	大師	大師			1		平濁	平濁＊					e4		091U8：041		
30-038-01	金沢文庫本五悔	430	183	師	師	大師	大師			2			平濁＊					ff5		091U8：041		
30-038-01	金沢文庫本五悔	431	184	増	増	増法樂	増法楽			1								e'4		091U8：041		
30-038-01	金沢文庫本五悔	432	184	法	法	増法樂	増法楽			2								e2		091U8：041		
30-038-01	金沢文庫本五悔	433	184	樂	楽	増法樂	増法楽			3								e1		091U8：041		
30-038-01	金沢文庫本五悔	434	185	阿	阿	阿謨迦布惹摩尼播_摩縛曰齡	阿謨迦布惹摩尼播_摩縛曰齢			1			＊上濁＊＊平濁＊＊＊上濁＊上濁上濁＊					e4		091U9：042	音写字	T2713_.84.0831a05
30-038-01	金沢文庫本五悔	435	185	謨	謨	阿謨迦布惹摩尼播_摩縛曰齡	阿謨迦布惹摩尼播_摩縛曰齢			2		上濁	＊上濁＊＊平濁＊＊＊上濁＊上濁上濁＊					e4		091U9：042	音写字	T2713_.84.0831a05
30-038-01	金沢文庫本五悔	436	185	迦	迦	阿謨迦布惹摩尼播_摩縛曰齡	阿謨迦布惹摩尼播_摩縛曰齢			3			＊上濁＊＊平濁＊＊＊上濁＊上濁上濁＊					e4		091U9：042	音写字	T2713_.84.0831a05
30-038-01	金沢文庫本五悔	437	185	布	布	阿謨迦布惹摩尼播_摩縛曰齡	阿謨迦布惹摩尼播_摩縛曰齢			4			＊上濁＊＊平濁＊＊＊上濁＊上濁上濁＊					e4		091U9：042	音写字	T2713_.84.0831a05
30-038-01	金沢文庫本五悔	438	185	惹	惹	阿謨迦布惹摩尼播_摩縛曰齡	阿謨迦布惹摩尼播_摩縛曰齢			5		平濁	＊上濁＊＊平濁＊＊＊上濁＊上濁上濁＊					e4		091U9：042	音写字	T2713_.84.0831a05
30-038-01	金沢文庫本五悔	439	185	摩	摩	阿謨迦布惹摩尼播_摩縛曰齡	阿謨迦布惹摩尼播_摩縛曰齢			6			＊上濁＊＊平濁＊＊＊上濁＊上濁上濁＊					e4		091U9：042	音写字	T2713_.84.0831a05
30-038-01	金沢文庫本五悔	440	185	尼	尼	阿謨迦布惹摩尼播_摩縛曰齡	阿謨迦布惹摩尼播_摩縛曰齢			7			＊上濁＊＊平濁＊＊＊上濁＊上濁上濁＊					e4		091U9：042	音写字	T2713_.84.0831a05
30-038-01	金沢文庫本五悔	441	185	播	播	阿謨迦布惹摩尼播_摩縛曰齡	阿謨迦布惹摩尼播_摩縛曰齢			8			＊上濁＊＊平濁＊＊＊上濁＊上濁上濁＊					e4		091U9：042	音写字	T2713_.84.0831a05
30-038-01	金沢文庫本五悔	442	185	_	_	阿謨迦布惹摩尼播_摩縛曰齡	阿謨迦布惹摩尼播_摩縛曰齢			9		上濁	＊上濁＊＊平濁＊＊＊上濁＊上濁上濁＊					e4		091U9：042	音写字	T2713_.84.0831a05
30-038-01	金沢文庫本五悔	443	185	摩	摩	阿謨迦布惹摩尼播_摩縛曰齡	阿謨迦布惹摩尼播_摩縛曰齢			10			＊上濁＊＊平濁＊＊＊上濁＊上濁上濁＊					e4		091U9：042	音写字	T2713_.84.0831a05
30-038-01	金沢文庫本五悔	444	185	縛	縛	阿謨迦布惹摩尼播_摩縛曰齡	阿謨迦布惹摩尼播_摩縛曰齢			11		上濁	＊上濁＊＊平濁＊＊＊上濁＊上濁上濁＊					e4		091U9：042	音写字	T2713_.84.0831a05
30-038-01	金沢文庫本五悔	445	185	曰	曰	阿謨迦布惹摩尼播_摩縛曰齡	阿謨迦布惹摩尼播_摩縛曰齢			12		上濁	＊上濁＊＊平濁＊＊＊上濁＊上濁上濁＊					e4		091U9：042	音写字	T2713_.84.0831a05
30-038-01	金沢文庫本五悔	446	185	齡	齢	阿謨迦布惹摩尼播_摩縛曰齡	阿謨迦布惹摩尼播_摩縛曰齢			13			＊上濁＊＊平濁＊＊＊上濁＊上濁上濁＊					e4		091L1：043	音写字	T2713_.84.0831a05
30-038-01	金沢文庫本五悔	447	186	他	他	他多	他多			1								e5		091L1：043		T2713_.84.0831a06
30-038-01	金沢文庫本五悔	448	186	多	多	他多	他多			2								f5		091L1：043		T2713_.84.0831a06
30-038-01	金沢文庫本五悔	449	187	以	以	以我	以我			1			＊平濁					"e4, 〔別〕e2"		091L2：044		T2713_.84.0831a06
30-038-01	金沢文庫本五悔	450	187	我	我	以我	以我			2		平濁	＊平濁					"e4, 〔別〕e2"		091L2：044		T2713_.84.0831a06
30-038-01	金沢文庫本五悔	451	188	如	如	如來	如来			1								R4		091L2：044		T2713_.84.0831a06
30-038-01	金沢文庫本五悔	452	188	來	来	如來	如来			2								e1_		091L2：044		T2713_.84.0831a06
30-038-01	金沢文庫本五悔	453	189	及	及	及以	及以			1		入濁	入濁＊					F1_		091L2：044		T2713_.84.0831a06
30-038-01	金沢文庫本五悔	454	189	以	以	及以	及以			2			入濁＊					e4		091L2：044		T2713_.84.0831a06
30-038-01	金沢文庫本五悔	455	190	普	普	普供養	普供養			1								e4		091L2：044		T2713_.84.0831a07
30-038-01	金沢文庫本五悔	456	190	供	供	普供養	普供養			2								e4		091L2：044		T2713_.84.0831a07
30-038-01	金沢文庫本五悔	457	190	養	養	普供養	普供養			3								e4		091L2：044		T2713_.84.0831a07
