資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考	大正蔵所在巻	巻	元_出現位置
30-058-01	仮名書き法華経_妙一記念館	32078	15455	得	得	得大勢	得大勢			1				とく	とくたいせい					7-1093-3		T0262_.09.0051b01	7	1093-3
30-058-01	仮名書き法華経_妙一記念館	32079	15455	大	大	得大勢	得大勢			2				たい	とくたいせい					7-1093-3		T0262_.09.0051b01	7	1093-3
30-058-01	仮名書き法華経_妙一記念館	32080	15455	勢	勢	得大勢	得大勢			3				せい	とくたいせい					7-1093-3		T0262_.09.0051b01	7	1093-3
30-058-01	仮名書き法華経_妙一記念館	32081	15456	四	四	四衆	四衆			1				し	ししゆ					7-1093-4		T0262_.09.0051b02	7	1093-4
30-058-01	仮名書き法華経_妙一記念館	32082	15456	衆	衆	四衆	四衆			2				しゆ	ししゆ					7-1093-4		T0262_.09.0051b02	7	1093-4
30-058-01	仮名書き法華経_妙一記念館	32083	15457	菩	菩	菩薩	菩薩			1				ほ	ほさつ					7-1093-5		T0262_.09.0051b02	7	1093-5
30-058-01	仮名書き法華経_妙一記念館	32084	15457	薩	薩	菩薩	菩薩			2				さつ	ほさつ					7-1093-5		T0262_.09.0051b02	7	1093-5
30-058-01	仮名書き法華経_妙一記念館	32085	15458	會	會	會	會			1				ゑ	ゑ					7-1093-6		T0262_.09.0051b03	7	1093-6
30-058-01	仮名書き法華経_妙一記念館	32086	15459	跋	跋	跋陀婆羅	跋陀婆羅			1				はつ	はつたはら				濁	7-1093-6		T0262_.09.0051b03	7	1093-6
30-058-01	仮名書き法華経_妙一記念館	32087	15459	陀	陀	跋陀婆羅	跋陀婆羅			2				た	はつたはら					7-1093-6		T0262_.09.0051b03	7	1093-6
30-058-01	仮名書き法華経_妙一記念館	32088	15459	婆	婆	跋陀婆羅	跋陀婆羅			3				は	はつたはら				濁	7-1093-6		T0262_.09.0051b03	7	1093-6
30-058-01	仮名書き法華経_妙一記念館	32089	15459	羅	羅	跋陀婆羅	跋陀婆羅			4				ら	はつたはら					7-1093-6		T0262_.09.0051b03	7	1093-6
30-058-01	仮名書き法華経_妙一記念館	32090	15460	等	等	等	等			1		入	入	とう	とう					7-1093-6		T0262_.09.0051b03	7	1093-6
30-058-01	仮名書き法華経_妙一記念館	32091	15461	五	五	五百	五百			1				こ	こひやく					7-1094-1		T0262_.09.0051b03	7	1094-1
30-058-01	仮名書き法華経_妙一記念館	32092	15461	百	百	五百	五百			2				ひやく	こひやく					7-1094-1		T0262_.09.0051b03	7	1094-1
30-058-01	仮名書き法華経_妙一記念館	32093	15462	菩	菩	菩薩	菩薩			1				ほ	ほさつ					7-1094-1		T0262_.09.0051b03	7	1094-1
30-058-01	仮名書き法華経_妙一記念館	32094	15462	薩	薩	菩薩	菩薩			2				さつ	ほさつ					7-1094-1		T0262_.09.0051b03	7	1094-1
30-058-01	仮名書き法華経_妙一記念館	32095	15463	師	師	師子月	師子月			1				し	ししくわつ					7-1094-1		T0262_.09.0051b03	7	1094-1
30-058-01	仮名書き法華経_妙一記念館	32096	15463	子	子	師子月	師子月			2				し	ししくわつ					7-1094-1		T0262_.09.0051b03	7	1094-1
30-058-01	仮名書き法華経_妙一記念館	32097	15463	月	月	師子月	師子月			3				くわつ	ししくわつ					7-1094-1		T0262_.09.0051b04	7	1094-1
30-058-01	仮名書き法華経_妙一記念館	32098	15464	等	等	等	等			1				とう	とう					7-1094-1		T0262_.09.0051b04	7	1094-1
30-058-01	仮名書き法華経_妙一記念館	32099	15465	五	五	五百	五百			1				こ	こひやく					7-1094-1		T0262_.09.0051b04	7	1094-1
30-058-01	仮名書き法華経_妙一記念館	32100	15465	百	百	五百	五百			2				ひやく	こひやく					7-1094-1		T0262_.09.0051b04	7	1094-1
30-058-01	仮名書き法華経_妙一記念館	32101	15466	比	比	比丘尼	比丘尼			1				ひ	ひくに					7-1094-1		T0262_.09.0051b04	7	1094-1
30-058-01	仮名書き法華経_妙一記念館	32102	15466	丘	丘	比丘尼	比丘尼			2				く	ひくに					7-1094-1		T0262_.09.0051b04	7	1094-1
30-058-01	仮名書き法華経_妙一記念館	32103	15466	尼	尼	比丘尼	比丘尼			3				に	ひくに					7-1094-1		T0262_.09.0051b04	7	1094-1
30-058-01	仮名書き法華経_妙一記念館	32104	15467	思	思	思佛	思佛			1		上	上＊	し	しふつ					7-1094-1		T0262_.09.0051b04	7	1094-1
30-058-01	仮名書き法華経_妙一記念館	32105	15467	佛	佛	思佛	思佛			2			上＊	ふつ	しふつ					7-1094-1		T0262_.09.0051b04	7	1094-1
30-058-01	仮名書き法華経_妙一記念館	32106	15468	等	等	等	等			1				とう	とう					7-1094-1		T0262_.09.0051b04	7	1094-1
30-058-01	仮名書き法華経_妙一記念館	32107	15469	五	五	五百	五百			1				こ	こひやく					7-1094-2		T0262_.09.0051b04	7	1094-2
30-058-01	仮名書き法華経_妙一記念館	32108	15469	百	百	五百	五百			2				ひやく	こひやく					7-1094-2		T0262_.09.0051b04	7	1094-2
30-058-01	仮名書き法華経_妙一記念館	32109	15470	優	優	優婆塞	優婆塞			1				う	うはそく					7-1094-2		T0262_.09.0051b04	7	1094-2
30-058-01	仮名書き法華経_妙一記念館	32110	15470	婆	婆	優婆塞	優婆塞			2				は	うはそく					7-1094-2		T0262_.09.0051b04	7	1094-2
30-058-01	仮名書き法華経_妙一記念館	32111	15470	塞	塞	優婆塞	優婆塞			3				そく	うはそく					7-1094-2		T0262_.09.0051b04	7	1094-2
30-058-01	仮名書き法華経_妙一記念館	32112	15471	阿	阿	阿耨多羅三藐三菩提	阿耨多羅三藐三菩提			1				あ	あのくたらさんみやくさんほたい					7-1094-2		T0262_.09.0051b04	7	1094-2
30-058-01	仮名書き法華経_妙一記念館	32113	15471	耨	耨	阿耨多羅三藐三菩提	阿耨多羅三藐三菩提			2				のく	あのくたらさんみやくさんほたい					7-1094-2		T0262_.09.0051b05	7	1094-2
30-058-01	仮名書き法華経_妙一記念館	32114	15471	多	多	阿耨多羅三藐三菩提	阿耨多羅三藐三菩提			3				た	あのくたらさんみやくさんほたい					7-1094-2		T0262_.09.0051b05	7	1094-2
30-058-01	仮名書き法華経_妙一記念館	32115	15471	羅	羅	阿耨多羅三藐三菩提	阿耨多羅三藐三菩提			4				ら	あのくたらさんみやくさんほたい					7-1094-2		T0262_.09.0051b04	7	1094-2
30-058-01	仮名書き法華経_妙一記念館	32116	15471	三	三	阿耨多羅三藐三菩提	阿耨多羅三藐三菩提			5				さん	あのくたらさんみやくさんほたい					7-1094-2		T0262_.09.0051b05	7	1094-2
30-058-01	仮名書き法華経_妙一記念館	32117	15471	藐	藐	阿耨多羅三藐三菩提	阿耨多羅三藐三菩提			6				みやく	あのくたらさんみやくさんほたい					7-1094-2		T0262_.09.0051b05	7	1094-2
30-058-01	仮名書き法華経_妙一記念館	32118	15471	三	三	阿耨多羅三藐三菩提	阿耨多羅三藐三菩提			7				さん	あのくたらさんみやくさんほたい					7-1094-2		T0262_.09.0051b05	7	1094-2
30-058-01	仮名書き法華経_妙一記念館	32119	15471	菩	菩	阿耨多羅三藐三菩提	阿耨多羅三藐三菩提			8				ほ	あのくたらさんみやくさんほたい					7-1094-2		T0262_.09.0051b05	7	1094-2
30-058-01	仮名書き法華経_妙一記念館	32120	15471	提	提	阿耨多羅三藐三菩提	阿耨多羅三藐三菩提			9				たい	あのくたらさんみやくさんほたい					7-1094-2		T0262_.09.0051b05	7	1094-2
30-058-01	仮名書き法華経_妙一記念館	32121	15472	退	退	退轉	退轉せ			1				たい	たいてん					7-1094-3		T0262_.09.0051b05	7	1094-3
30-058-01	仮名書き法華経_妙一記念館	32122	15472	轉	轉	退轉	退轉せ			2				てん	たいてん					7-1094-3		T0262_.09.0051b05	7	1094-3
30-058-01	仮名書き法華経_妙一記念館	32123	15473	得	得	得大勢	得大勢			1				とく	とくたいせい					7-1094-3		T0262_.09.0051b05	7	1094-3
30-058-01	仮名書き法華経_妙一記念館	32124	15473	大	大	得大勢	得大勢			2				たい	とくたいせい					7-1094-3		T0262_.09.0051b05	7	1094-3
30-058-01	仮名書き法華経_妙一記念館	32125	15473	勢	勢	得大勢	得大勢			3				せい	とくたいせい					7-1094-3		T0262_.09.0051b05	7	1094-3
30-058-01	仮名書き法華経_妙一記念館	32126	15474	法	法	法華經	法華經			1				ほ	ほくゑきやう					7-1094-4		T0262_.09.0051b06	7	1094-4
30-058-01	仮名書き法華経_妙一記念館	32127	15474	華	華	法華經	法華經			2				くゑ	ほくゑきやう					7-1094-4		T0262_.09.0051b06	7	1094-4
30-058-01	仮名書き法華経_妙一記念館	32128	15474	經	經	法華經	法華經			3				きやう	ほくゑきやう					7-1094-4		T0262_.09.0051b06	7	1094-4
30-058-01	仮名書き法華経_妙一記念館	32129	15475	饒	饒	饒益	饒益し			1		去	去＊	ねう	ねうやく					7-1094-5		T0262_.09.0051b06	7	1094-5
30-058-01	仮名書き法華経_妙一記念館	32130	15475	益	益	饒益	饒益し			2			去＊	やく	ねうやく					7-1094-5		T0262_.09.0051b06	7	1094-5
30-058-01	仮名書き法華経_妙一記念館	32131	15476	菩	菩	菩薩摩訶薩	菩薩摩訶薩			1				ほ	ほさつまかさつ					7-1094-5		T0262_.09.0051b06	7	1094-5
30-058-01	仮名書き法華経_妙一記念館	32132	15476	薩	薩	菩薩摩訶薩	菩薩摩訶薩			2				さつ	ほさつまかさつ					7-1094-5		T0262_.09.0051b06	7	1094-5
30-058-01	仮名書き法華経_妙一記念館	32133	15476	摩	摩	菩薩摩訶薩	菩薩摩訶薩			3				ま	ほさつまかさつ					7-1094-5		T0262_.09.0051b06	7	1094-5
30-058-01	仮名書き法華経_妙一記念館	32134	15476	訶	訶	菩薩摩訶薩	菩薩摩訶薩			4				か	ほさつまかさつ					7-1094-5		T0262_.09.0051b06	7	1094-5
30-058-01	仮名書き法華経_妙一記念館	32135	15476	薩	薩	菩薩摩訶薩	菩薩摩訶薩			5				さつ	ほさつまかさつ					7-1094-5		T0262_.09.0051b06	7	1094-5
30-058-01	仮名書き法華経_妙一記念館	32136	15477	阿	阿	阿耨多羅三藐三菩提	阿耨多羅三藐三菩提			1				あ	あのくたらさんみやくさんほたい					7-1094-5		T0262_.09.0051b07	7	1094-5
30-058-01	仮名書き法華経_妙一記念館	32137	15477	耨	耨	阿耨多羅三藐三菩提	阿耨多羅三藐三菩提			2				のく	あのくたらさんみやくさんほたい					7-1094-5		T0262_.09.0051b07	7	1094-5
30-058-01	仮名書き法華経_妙一記念館	32138	15477	多	多	阿耨多羅三藐三菩提	阿耨多羅三藐三菩提			3				た	あのくたらさんみやくさんほたい					7-1094-6		T0262_.09.0051b07	7	1094-6
30-058-01	仮名書き法華経_妙一記念館	32139	15477	羅	羅	阿耨多羅三藐三菩提	阿耨多羅三藐三菩提			4				ら	あのくたらさんみやくさんほたい					7-1094-6		T0262_.09.0051b07	7	1094-6
30-058-01	仮名書き法華経_妙一記念館	32140	15477	三	三	阿耨多羅三藐三菩提	阿耨多羅三藐三菩提			5				さん	あのくたらさんみやくさんほたい					7-1094-6		T0262_.09.0051b07	7	1094-6
30-058-01	仮名書き法華経_妙一記念館	32141	15477	藐	藐	阿耨多羅三藐三菩提	阿耨多羅三藐三菩提			6				みやく	あのくたらさんみやくさんほたい					7-1094-6		T0262_.09.0051b07	7	1094-6
30-058-01	仮名書き法華経_妙一記念館	32142	15477	三	三	阿耨多羅三藐三菩提	阿耨多羅三藐三菩提			7				さん	あのくたらさんみやくさんほたい					7-1094-6		T0262_.09.0051b07	7	1094-6
30-058-01	仮名書き法華経_妙一記念館	32143	15477	菩	菩	阿耨多羅三藐三菩提	阿耨多羅三藐三菩提			8				ほ	あのくたらさんみやくさんほたい					7-1094-6		T0262_.09.0051b07	7	1094-6
30-058-01	仮名書き法華経_妙一記念館	32144	15477	提	提	阿耨多羅三藐三菩提	阿耨多羅三藐三菩提			9				たい	あのくたらさんみやくさんほたい					7-1094-6		T0262_.09.0051b07	7	1094-6
30-058-01	仮名書き法華経_妙一記念館	32145	15478	菩	菩	菩薩摩訶薩	菩薩摩訶薩			1				ほ	ほさつまかさつ					7-1095-1		T0262_.09.0051b07	7	1095-1
30-058-01	仮名書き法華経_妙一記念館	32146	15478	薩	薩	菩薩摩訶薩	菩薩摩訶薩			2				さつ	ほさつまかさつ					7-1095-1		T0262_.09.0051b08	7	1095-1
30-058-01	仮名書き法華経_妙一記念館	32147	15478	摩	摩	菩薩摩訶薩	菩薩摩訶薩			3				ま	ほさつまかさつ					7-1095-1		T0262_.09.0051b08	7	1095-1
30-058-01	仮名書き法華経_妙一記念館	32148	15478	訶	訶	菩薩摩訶薩	菩薩摩訶薩			4				か	ほさつまかさつ					7-1095-1		T0262_.09.0051b08	7	1095-1
30-058-01	仮名書き法華経_妙一記念館	32149	15478	薩	薩	菩薩摩訶薩	菩薩摩訶薩			5				さつ	ほさつまかさつ					7-1095-1		T0262_.09.0051b08	7	1095-1
30-058-01	仮名書き法華経_妙一記念館	32150	15479	如	如	如來滅後	如來滅後			1				によ	によらいめつこ					7-1095-1		T0262_.09.0051b08	7	1095-1
30-058-01	仮名書き法華経_妙一記念館	32151	15479	來	來	如來滅後	如來滅後			2				らい	によらいめつこ					7-1095-1		T0262_.09.0051b08	7	1095-1
30-058-01	仮名書き法華経_妙一記念館	32152	15479	滅	滅	如來滅後	如來滅後			3				めつ	によらいめつこ					7-1095-1		T0262_.09.0051b08	7	1095-1
30-058-01	仮名書き法華経_妙一記念館	32153	15479	後	後	如來滅後	如來滅後			4				こ	によらいめつこ					7-1095-1		T0262_.09.0051b08	7	1095-1
30-058-01	仮名書き法華経_妙一記念館	32154	15480	受	受	受持	受持			1				しゆ	しゆち					7-1095-2		T0262_.09.0051b08	7	1095-2
30-058-01	仮名書き法華経_妙一記念館	32155	15480	持	持	受持	受持			2				ち	しゆち					7-1095-2		T0262_.09.0051b08	7	1095-2
30-058-01	仮名書き法華経_妙一記念館	32156	15481	讀	讀	讀誦	讀誦			1				とく	とくしゆ					7-1095-2		T0262_.09.0051b08	7	1095-2
30-058-01	仮名書き法華経_妙一記念館	32157	15481	誦	誦	讀誦	讀誦			2				しゆ	とくしゆ					7-1095-2		T0262_.09.0051b08	7	1095-2
30-058-01	仮名書き法華経_妙一記念館	32158	15482	解	解	解説	解説			1		平	平入	け	けせつ				濁	7-1095-2		T0262_.09.0051b08	7	1095-2
30-058-01	仮名書き法華経_妙一記念館	32159	15482	説	説	解説	解説			2		入	平入	せつ	けせつ					7-1095-2		T0262_.09.0051b08	7	1095-2
30-058-01	仮名書き法華経_妙一記念館	32160	15483	書	書	書寫	書寫す			1				しよ	しよしや					7-1095-2		T0262_.09.0051b09	7	1095-2
30-058-01	仮名書き法華経_妙一記念館	32161	15483	寫	寫	書寫	書寫す			2				しや	しよしや					7-1095-2		T0262_.09.0051b09	7	1095-2
30-058-01	仮名書き法華経_妙一記念館	32162	15484	經	經	經	經			1				きやう	きやう					7-1095-1		T0262_.09.0051b09	7	1095-1
30-058-01	仮名書き法華経_妙一記念館	32163	15485	世	世	世尊	世尊			1				せ	せそん					7-1095-2		T0262_.09.0051b09	7	1095-2
30-058-01	仮名書き法華経_妙一記念館	32164	15485	尊	尊	世尊	世尊			2				そん	せそん					7-1095-2		T0262_.09.0051b09	7	1095-2
30-058-01	仮名書き法華経_妙一記念館	32165	15486	義	義	義	義			1				き	き					7-1095-3		T0262_.09.0051b09	7	1095-3
30-058-01	仮名書き法華経_妙一記念館	32166	15487	過	過	過去	過去			1				くわ	くわこ					7-1095-5		T0262_.09.0051b11	7	1095-5
30-058-01	仮名書き法華経_妙一記念館	32167	15487	去	去	過去	過去			2				こ	くわこ					7-1095-5		T0262_.09.0051b11	7	1095-5
30-058-01	仮名書き法華経_妙一記念館	32168	15488	威	威	威音王	威音王			1				ゐ	ゐをんわう					7-1095-5		T0262_.09.0051b11	7	1095-5
30-058-01	仮名書き法華経_妙一記念館	32169	15488	音	音	威音王	威音王			2				をん	ゐをんわう					7-1095-5		T0262_.09.0051b11	7	1095-5
30-058-01	仮名書き法華経_妙一記念館	32170	15488	王	王	威音王	威音王			3				わう	ゐをんわう					7-1095-5		T0262_.09.0051b11	7	1095-5
30-058-01	仮名書き法華経_妙一記念館	32171	15489	神	神	神智	神智			1		去	去平	しん	しんち				濁	7-1095-6		T0262_.09.0051b11	7	1095-6
30-058-01	仮名書き法華経_妙一記念館	32172	15489	智	智	神智	神智			2		平	去平	ち	しんち					7-1095-6		T0262_.09.0051b11	7	1095-6
30-058-01	仮名書き法華経_妙一記念館	32173	15490	無	無	無量	無量			1				む	むりやう					7-1095-6		T0262_.09.0051b11	7	1095-6
30-058-01	仮名書き法華経_妙一記念館	32174	15490	量	量	無量	無量			2				りやう	むりやう					7-1095-6		T0262_.09.0051b11	7	1095-6
30-058-01	仮名書き法華経_妙一記念館	32175	15491	將	將	將導	將導し			1		去	去入	しやう	しやうたう					7-1095-6		T0262_.09.0051b12	7	1095-6
30-058-01	仮名書き法華経_妙一記念館	32176	15491	導	導	將導	將導し			2		入	去入	たう	しやうたう				濁	7-1095-6		T0262_.09.0051b12	7	1095-6
30-058-01	仮名書き法華経_妙一記念館	32177	15492	一	一	一切	一切			1				い	いさい					7-1095-6		T0262_.09.0051b12	7	1095-6
30-058-01	仮名書き法華経_妙一記念館	32178	15492	切	切	一切	一切			2				さい	いさい					7-1095-6		T0262_.09.0051b12	7	1095-6
30-058-01	仮名書き法華経_妙一記念館	32179	15493	天	天	天	天			1				てん	てん					7-1096-1		T0262_.09.0051b12	7	1096-1
30-058-01	仮名書き法華経_妙一記念館	32180	15494	人	人	人	人			1				にん	にん					7-1096-1		T0262_.09.0051b12	7	1096-1
30-058-01	仮名書き法華経_妙一記念館	32181	15495	龍	龍	龍神	龍神			1			＊上	りう	りうしん					7-1096-1		T0262_.09.0051b12	7	1096-1
30-058-01	仮名書き法華経_妙一記念館	32182	15495	神	神	龍神	龍神			2		上	＊上	しん	りうしん				濁	7-1096-1		T0262_.09.0051b12	7	1096-1
30-058-01	仮名書き法華経_妙一記念館	32183	15496	供	供	供養	供養し			1				く	くやう					7-1096-1		T0262_.09.0051b12	7	1096-1
30-058-01	仮名書き法華経_妙一記念館	32184	15496	養	養	供養	供養し			2				やう	くやう					7-1096-1		T0262_.09.0051b12	7	1096-1
30-058-01	仮名書き法華経_妙一記念館	32185	15497	滅	滅	滅後	滅後			1				めち	めちこ					7-1096-2		T0262_.09.0051b13	7	1096-2
30-058-01	仮名書き法華経_妙一記念館	32186	15497	後	後	滅後	滅後			2				こ	めちこ					7-1096-2		T0262_.09.0051b13	7	1096-2
30-058-01	仮名書き法華経_妙一記念館	32187	15498	法	法	法	法			1				ほう	ほう					7-1096-2		T0262_.09.0051b13	7	1096-2
30-058-01	仮名書き法華経_妙一記念館	32188	15499	菩	菩	菩薩	菩薩			1				ほ	ほさつ					7-1096-3		T0262_.09.0051b13	7	1096-3
30-058-01	仮名書き法華経_妙一記念館	32189	15499	薩	薩	菩薩	菩薩			2				さつ	ほさつ					7-1096-3		T0262_.09.0051b13	7	1096-3
30-058-01	仮名書き法華経_妙一記念館	32190	15500	常	常	常不輕	常不輕			1				しやう	しやうふきやう					7-1096-3		T0262_.09.0051b14	7	1096-3
30-058-01	仮名書き法華経_妙一記念館	32191	15500	不	不	常不輕	常不輕			2				ふ	しやうふきやう					7-1096-3		T0262_.09.0051b14	7	1096-3
30-058-01	仮名書き法華経_妙一記念館	32192	15500	輕	輕	常不輕	常不輕			3				きやう	しやうふきやう					7-1096-3		T0262_.09.0051b14	7	1096-3
30-058-01	仮名書き法華経_妙一記念館	32193	15501	衆	衆	四衆	四衆			2				しゆ	＊しゆ					7-1096-4		T0262_.09.0051b14	7	1096-4
30-058-01	仮名書き法華経_妙一記念館	32194	15502	計	計	計着	計着せ			1		平	平入	け	けちやく					7-1096-4		T0262_.09.0051b14	7	1096-4
30-058-01	仮名書き法華経_妙一記念館	32195	15502	著	著	計着	計着せ			2		入	平入	ちやく	けちやく				濁	7-1096-4		T0262_.09.0051b14	7	1096-4
30-058-01	仮名書き法華経_妙一記念館	32196	15503	法	法	法	法			1				ほう	ほう					7-1096-4		T0262_.09.0051b14	7	1096-4
30-058-01	仮名書き法華経_妙一記念館	32197	15504	不	不	不輕菩薩	不輕菩薩			1				ふ	ふきやうほさつ					7-1096-4		T0262_.09.0051b15	7	1096-4
30-058-01	仮名書き法華経_妙一記念館	32198	15504	輕	輕	不輕菩薩	不輕菩薩			2				きやう	ふきやうほさつ					7-1096-5		T0262_.09.0051b15	7	1096-5
30-058-01	仮名書き法華経_妙一記念館	32199	15504	菩	菩	不輕菩薩	不輕菩薩			3				ほ	ふきやうほさつ					7-1096-5		T0262_.09.0051b15	7	1096-5
30-058-01	仮名書き法華経_妙一記念館	32200	15504	薩	薩	不輕菩薩	不輕菩薩			4				さつ	ふきやうほさつ					7-1096-5		T0262_.09.0051b15	7	1096-5
30-058-01	仮名書き法華経_妙一記念館	32201	15505	行	行	行	行し			1				きやう	きやう					7-1097-1		T0262_.09.0051b16	7	1097-1
30-058-01	仮名書き法華経_妙一記念館	32202	15506	道	道	道	道			1				たう	たう					7-1097-1		T0262_.09.0051b16	7	1097-1
30-058-01	仮名書き法華経_妙一記念館	32203	15507	諸	諸	諸人	諸人			1				しよ	しよにん					7-1097-2		T0262_.09.0051b17	7	1097-2
30-058-01	仮名書き法華経_妙一記念館	32204	15507	人	人	諸人	諸人			2				にん	しよにん					7-1097-2		T0262_.09.0051b17	7	1097-2
30-058-01	仮名書き法華経_妙一記念館	32205	15508	輕	輕	輕毀	輕毀し			1		去	去平	きやう	きやうき					7-1097-3		T0262_.09.0051b17	7	1097-3
30-058-01	仮名書き法華経_妙一記念館	32206	15508	毀	毀	輕毀	輕毀し			2		平	去平	き	きやうき					7-1097-3		T0262_.09.0051b17	7	1097-3
30-058-01	仮名書き法華経_妙一記念館	32207	15509	罵	罵	罵詈	罵詈せ			1		平	平上	め	めり					7-1097-3		T0262_.09.0051b17	7	1097-3
30-058-01	仮名書き法華経_妙一記念館	32208	15509	詈	詈	罵詈	罵詈せ			2		上	平上	り	めり					7-1097-3		T0262_.09.0051b17	7	1097-3
30-058-01	仮名書き法華経_妙一記念館	32209	15510	不	不	不輕菩薩	不輕菩薩			1				ふ	ふきやうほさつ					7-1097-3		T0262_.09.0051b17	7	1097-3
30-058-01	仮名書き法華経_妙一記念館	32210	15510	輕	輕	不輕菩薩	不輕菩薩			2				きやう	ふきやうほさつ					7-1097-3		T0262_.09.0051b17	7	1097-3
30-058-01	仮名書き法華経_妙一記念館	32211	15510	菩	菩	不輕菩薩	不輕菩薩			3				ほ	ふきやうほさつ					7-1097-3		T0262_.09.0051b17	7	1097-3
30-058-01	仮名書き法華経_妙一記念館	32212	15510	薩	薩	不輕菩薩	不輕菩薩			4				さつ	ふきやうほさつ					7-1097-3		T0262_.09.0051b17	7	1097-3
30-058-01	仮名書き法華経_妙一記念館	32213	15511	忍	忍	忍受	忍受し			1				にん	にんしゆ					7-1097-4		T0262_.09.0051b18	7	1097-4
30-058-01	仮名書き法華経_妙一記念館	32214	15511	受	受	忍受	忍受し			2				しゆ	にんしゆ					7-1097-4		T0262_.09.0051b18	7	1097-4
30-058-01	仮名書き法華経_妙一記念館	32215	15512	命	命	命終	命終			1			＊去	みやう	みやうしう					7-1097-4		T0262_.09.0051b18	7	1097-4
30-058-01	仮名書き法華経_妙一記念館	32216	15512	終	終	命終	命終			2		去	＊去	しう	みやうしう				濁	7-1097-4		T0262_.09.0051b18	7	1097-4
30-058-01	仮名書き法華経_妙一記念館	32217	15513	六	六	六根清淨	六根清淨			1				ろ	ろこんしやう〳〵（しやう）					7-1097-5		T0262_.09.0051b19	7	1097-5
30-058-01	仮名書き法華経_妙一記念館	32218	15513	根	根	六根清淨	六根清淨			2				こん	ろこんしやう〳〵（しやう）					7-1097-5		T0262_.09.0051b19	7	1097-5
30-058-01	仮名書き法華経_妙一記念館	32219	15513	清	清	六根清淨	六根清淨			3				しやう	ろこんしやう〳〵（しやう）					7-1097-5		T0262_.09.0051b19	7	1097-5
30-058-01	仮名書き法華経_妙一記念館	32220	15513	淨	淨	六根清淨	六根清淨			4				〳〵（しやう）	ろこんしやう〳〵（しやう）				濁	7-1097-5		T0262_.09.0051b19	7	1097-5
30-058-01	仮名書き法華経_妙一記念館	32221	15514	神	神	神通力	神通力			1				しん	しんつうりき					7-1097-6		T0262_.09.0051b19	7	1097-6
30-058-01	仮名書き法華経_妙一記念館	32222	15514	通	通	神通力	神通力			2				つう	しんつうりき					7-1097-6		T0262_.09.0051b19	7	1097-6
30-058-01	仮名書き法華経_妙一記念館	32223	15514	力	力	神通力	神通力			3				りき	しんつうりき					7-1097-6		T0262_.09.0051b19	7	1097-6
30-058-01	仮名書き法華経_妙一記念館	32224	15515	增	増	增益	増益し			1		去	去入	そう	そうやく				濁	7-1097-6		T0262_.09.0051b20	7	1097-6
30-058-01	仮名書き法華経_妙一記念館	32225	15515	益	益	增益	増益し			2		入	去入	やく	そうやく					7-1097-6		T0262_.09.0051b20	7	1097-6
30-058-01	仮名書き法華経_妙一記念館	32226	15516	壽	壽	壽命	壽命			1				しゆ	しゆみやう					7-1097-6		T0262_.09.0051b20	7	1097-6
30-058-01	仮名書き法華経_妙一記念館	32227	15516	命	命	壽命	壽命			2				みやう	しゆみやう					7-1097-6		T0262_.09.0051b20	7	1097-6
30-058-01	仮名書き法華経_妙一記念館	32228	15517	經	經	經	經			1				きやう	きやう					7-1098-1		T0262_.09.0051b20	7	1098-1
30-058-01	仮名書き法華経_妙一記念館	32229	15518	著	著	着法	着法			1		入	入入	ちやく	ちやくほう				濁	7-1098-2		T0262_.09.0051b21	7	1098-2
30-058-01	仮名書き法華経_妙一記念館	32230	15518	法	法	着法	着法			2		入	入入	ほう	ちやくほう					7-1098-2		T0262_.09.0051b21	7	1098-2
30-058-01	仮名書き法華経_妙一記念館	32231	15519	衆	衆	衆	衆			1				しゆ	しゆ					7-1098-2		T0262_.09.0051b21	7	1098-2
30-058-01	仮名書き法華経_妙一記念館	32232	15520	菩	菩	菩薩	菩薩			1				ほ	ほさつ					7-1098-2		T0262_.09.0051b21	7	1098-2
30-058-01	仮名書き法華経_妙一記念館	32233	15520	薩	薩	菩薩	菩薩			2				さつ	ほさつ					7-1098-2		T0262_.09.0051b21	7	1098-2
30-058-01	仮名書き法華経_妙一記念館	32234	15521	教	教	教化	教化			1				けう	けうくゑ					7-1098-2		T0262_.09.0051b21	7	1098-2
30-058-01	仮名書き法華経_妙一記念館	32235	15521	化	化	教化	教化			2				くゑ	けうくゑ					7-1098-2		T0262_.09.0051b21	7	1098-2
30-058-01	仮名書き法華経_妙一記念館	32236	15522	成	成	成就	成就し			1		去	去平	しやう	しやうしゆ				濁	7-1098-2		T0262_.09.0051b21	7	1098-2
30-058-01	仮名書き法華経_妙一記念館	32237	15522	就	就	成就	成就し			2		平	去平	しゆ	しやうしゆ				濁	7-1098-2		T0262_.09.0051b21	7	1098-2
30-058-01	仮名書き法華経_妙一記念館	32238	15523	住	住	住	住せ			1				ちう	ちう					7-1098-3		T0262_.09.0051b22	7	1098-3
30-058-01	仮名書き法華経_妙一記念館	32239	15524	佛	佛	佛道	佛道			1				ふつ	ふつたう					7-1098-3		T0262_.09.0051b22	7	1098-3
30-058-01	仮名書き法華経_妙一記念館	32240	15524	道	道	佛道	佛道			2				たう	ふつたう					7-1098-3		T0262_.09.0051b22	7	1098-3
