資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考	大正蔵所在巻	巻	元_出現位置
30-058-01	仮名書き法華経_妙一記念館	1	1	序	序	序品	序品			1				しよ	しよほん					1-0003-1		T0262_.09.0001c15	1	0003-1
30-058-01	仮名書き法華経_妙一記念館	2	1	品	品	序品	序品			2				ほん	しよほん					1-0003-1		T0262_.09.0001c15	1	0003-1
30-058-01	仮名書き法華経_妙一記念館	3	2	第	第	第一	第一			1				たい	たいいち					1-0003-1		T0262_.09.0001c15	1	0003-1
30-058-01	仮名書き法華経_妙一記念館	4	2	一	一	第一	第一			2				いち	たいいち					1-0003-1		T0262_.09.0001c15	1	0003-1
30-058-01	仮名書き法華経_妙一記念館	5	3	住	住	住	住し			1				ちう	ちう					1-0003-4		T0262_.09.0001c19	1	0003-4
30-058-01	仮名書き法華経_妙一記念館	6	4	王	王	王舎城	王舍城			1				わう	わうしやしやう					1-0003-3		T0262_.09.0001c19	1	0003-3
30-058-01	仮名書き法華経_妙一記念館	7	4	舎	舍	王舎城	王舍城			2				しや	わうしやしやう					1-0003-3		T0262_.09.0001c19	1	0003-3
30-058-01	仮名書き法華経_妙一記念館	8	4	城	城	王舎城	王舍城			3				しやう	わうしやしやう					1-0003-3		T0262_.09.0001c19	1	0003-3
30-058-01	仮名書き法華経_妙一記念館	9	5	耆	耆	耆闍崛山	耆闍崛山			1				き	きしやくつせむ					1-0003-3		T0262_.09.0001c19	1	0003-3
30-058-01	仮名書き法華経_妙一記念館	10	5	闍	闍	耆闍崛山	耆闍崛山			2				しや	きしやくつせむ					1-0003-3		T0262_.09.0001c19	1	0003-3
30-058-01	仮名書き法華経_妙一記念館	11	5	崛	崛	耆闍崛山	耆闍崛山			3				くつ	きしやくつせむ					1-0003-3		T0262_.09.0001c19	1	0003-3
30-058-01	仮名書き法華経_妙一記念館	12	5	山	山	耆闍崛山	耆闍崛山			4				せむ	きしやくつせむ					1-0003-3		T0262_.09.0001c19	1	0003-3
30-058-01	仮名書き法華経_妙一記念館	13	6	大	大	大比丘衆	大比丘衆			1				たい	たいひくしう					1-0003-4		T0262_.09.0001c20	1	0003-4
30-058-01	仮名書き法華経_妙一記念館	14	6	比	比	大比丘衆	大比丘衆			2				ひ	たいひくしう					1-0003-4		T0262_.09.0001c20	1	0003-4
30-058-01	仮名書き法華経_妙一記念館	15	6	丘	丘	大比丘衆	大比丘衆			3				く	たいひくしう					1-0003-4		T0262_.09.0001c20	1	0003-4
30-058-01	仮名書き法華経_妙一記念館	16	6	衆	衆	大比丘衆	大比丘衆			4				しう	たいひくしう					1-0003-4		T0262_.09.0001c20	1	0003-4
30-058-01	仮名書き法華経_妙一記念館	17	7	萬	萬	万二千人	万二千人			1				まん	まんにせんにん					1-0003-4		T0262_.09.0001c20	1	0003-4
30-058-01	仮名書き法華経_妙一記念館	18	7	二	二	万二千人	万二千人			2				に	まんにせんにん					1-0003-4		T0262_.09.0001c20	1	0003-4
30-058-01	仮名書き法華経_妙一記念館	19	7	千	千	万二千人	万二千人			3				せん	まんにせんにん					1-0003-4		T0262_.09.0001c20	1	0003-4
30-058-01	仮名書き法華経_妙一記念館	20	7	人	人	万二千人	万二千人			4				にん	まんにせんにん					1-0003-4		T0262_.09.0001c20	1	0003-4
30-058-01	仮名書き法華経_妙一記念館	21	8	阿	阿	阿羅漢	阿羅漢			1				あ	あらかん					1-0003-5		T0262_.09.0001c20	1	0003-5
30-058-01	仮名書き法華経_妙一記念館	22	8	羅	羅	阿羅漢	阿羅漢			2				ら	あらかん					1-0003-5		T0262_.09.0001c20	1	0003-5
30-058-01	仮名書き法華経_妙一記念館	23	8	漢	漢	阿羅漢	阿羅漢			3				かん	あらかん					1-0003-5		T0262_.09.0001c20	1	0003-5
30-058-01	仮名書き法華経_妙一記念館	24	9	諸	諸	諸漏	諸漏			1				しよ	しよろ					1-0003-5		T0262_.09.0001c20	1	0003-5
30-058-01	仮名書き法華経_妙一記念館	25	9	漏	漏	諸漏	諸漏			2				ろ	しよろ					1-0003-5		T0262_.09.0001c20	1	0003-5
30-058-01	仮名書き法華経_妙一記念館	26	10	煩	煩	煩惱	煩惱			1				ほん	ほんなう					1-0003-6		T0262_.09.0001c21	1	0003-6
30-058-01	仮名書き法華経_妙一記念館	27	10	惱	惱	煩惱	煩惱			2				なう	ほんなう					1-0003-6		T0262_.09.0001c21	1	0003-6
30-058-01	仮名書き法華経_妙一記念館	28	11	逮	逮	逮得	逮得せ			1				たい	たいとく					1-0003-6		T0262_.09.0001c21	1	0003-6
30-058-01	仮名書き法華経_妙一記念館	29	11	得	得	逮得	逮得せ			2				とく	たいとく					1-0003-6		T0262_.09.0001c21	1	0003-6
30-058-01	仮名書き法華経_妙一記念館	30	12	己	己	己利	己利			1				こ	こり					1-0003-6		T0262_.09.0001c21	1	0003-6
30-058-01	仮名書き法華経_妙一記念館	31	12	利	利	己利	己利			2				り	こり					1-0003-6		T0262_.09.0001c21	1	0003-6
30-058-01	仮名書き法華経_妙一記念館	32	13	諸	諸	諸有	諸有			1				しよ	しよう					1-0003-6		T0262_.09.0001c21	1	0003-6
30-058-01	仮名書き法華経_妙一記念館	33	13	有	有	諸有	諸有			2				う	しよう					1-0003-6		T0262_.09.0001c21	1	0003-6
30-058-01	仮名書き法華経_妙一記念館	34	14	結	結	結	結			1				けち	けち					1-0003-6		T0262_.09.0001c21	1	0003-6
30-058-01	仮名書き法華経_妙一記念館	35	15	自	自	自在	自在			1				し	しさい					1-0004-1		T0262_.09.0001c22	1	0004-1
30-058-01	仮名書き法華経_妙一記念館	36	15	在	在	自在	自在			2				さい	しさい					1-0004-1		T0262_.09.0001c22	1	0004-1
30-058-01	仮名書き法華経_妙一記念館	37	16	阿	阿	阿若憍陳如	阿若憍陳如			1				あ	あにやけうちんによ					1-0004-1		T0262_.09.0001c22	1	0004-1
30-058-01	仮名書き法華経_妙一記念館	38	16	若	若	阿若憍陳如	阿若憍陳如			2				にや	あにやけうちんによ					1-0004-2		T0262_.09.0001c22	1	0004-2
30-058-01	仮名書き法華経_妙一記念館	39	16	憍	憍	阿若憍陳如	阿若憍陳如			3				けう	あにやけうちんによ					1-0004-2		T0262_.09.0001c22	1	0004-2
30-058-01	仮名書き法華経_妙一記念館	40	16	陳	陳	阿若憍陳如	阿若憍陳如			4				ちん	あにやけうちんによ					1-0004-2		T0262_.09.0001c22	1	0004-2
30-058-01	仮名書き法華経_妙一記念館	41	16	如	如	阿若憍陳如	阿若憍陳如			5				によ	あにやけうちんによ					1-0004-2		T0262_.09.0001c22	1	0004-2
30-058-01	仮名書き法華経_妙一記念館	42	17	摩	摩	摩訶迦葉	摩訶迦葉			1				ま	まかかせう					1-0004-2		T0262_.09.0001c22	1	0004-2
30-058-01	仮名書き法華経_妙一記念館	43	17	訶	訶	摩訶迦葉	摩訶迦葉			2				か	まかかせう					1-0004-2		T0262_.09.0001c22	1	0004-2
30-058-01	仮名書き法華経_妙一記念館	44	17	迦	迦	摩訶迦葉	摩訶迦葉			3				か	まかかせう					1-0004-2		T0262_.09.0001c22	1	0004-2
30-058-01	仮名書き法華経_妙一記念館	45	17	葉	葉	摩訶迦葉	摩訶迦葉			4				せう	まかかせう					1-0004-2		T0262_.09.0001c22	1	0004-2
30-058-01	仮名書き法華経_妙一記念館	46	18	優	優	優樓頻螺迦葉	優樓頻螺迦葉			1				う	うるひんらかせう					1-0004-2		T0262_.09.0001c22	1	0004-2
30-058-01	仮名書き法華経_妙一記念館	47	18	樓	樓	優樓頻螺迦葉	優樓頻螺迦葉			2				る	うるひんらかせう					1-0004-2		T0262_.09.0001c23	1	0004-2
30-058-01	仮名書き法華経_妙一記念館	48	18	頻	頻	優樓頻螺迦葉	優樓頻螺迦葉			3				ひん	うるひんらかせう					1-0004-2		T0262_.09.0001c23	1	0004-2
30-058-01	仮名書き法華経_妙一記念館	49	18	螺	螺	優樓頻螺迦葉	優樓頻螺迦葉			4				ら	うるひんらかせう					1-0004-2		T0262_.09.0001c23	1	0004-2
30-058-01	仮名書き法華経_妙一記念館	50	18	迦	迦	優樓頻螺迦葉	優樓頻螺迦葉			5				か	うるひんらかせう					1-0004-2		T0262_.09.0001c23	1	0004-2
30-058-01	仮名書き法華経_妙一記念館	51	18	葉	葉	優樓頻螺迦葉	優樓頻螺迦葉			6				せう	うるひんらかせう					1-0004-2		T0262_.09.0001c23	1	0004-2
30-058-01	仮名書き法華経_妙一記念館	52	19	迦	迦	迦耶迦葉	迦耶迦葉			1				か	かやかせう					1-0004-2		T0262_.09.0001c23	1	0004-2
30-058-01	仮名書き法華経_妙一記念館	53	19	耶	耶	迦耶迦葉	迦耶迦葉			2				や	かやかせう					1-0004-2		T0262_.09.0001c23	1	0004-2
30-058-01	仮名書き法華経_妙一記念館	54	19	迦	迦	迦耶迦葉	迦耶迦葉			3				か	かやかせう					1-0004-2		T0262_.09.0001c23	1	0004-2
30-058-01	仮名書き法華経_妙一記念館	55	19	葉	葉	迦耶迦葉	迦耶迦葉			4				せう	かやかせう					1-0004-2		T0262_.09.0001c23	1	0004-2
30-058-01	仮名書き法華経_妙一記念館	56	20	那	那	那提迦葉	那提迦葉			1				な	なたいかせう					1-0004-3		T0262_.09.0001c23	1	0004-3
30-058-01	仮名書き法華経_妙一記念館	57	20	提	提	那提迦葉	那提迦葉			2				たい	なたいかせう					1-0004-3		T0262_.09.0001c23	1	0004-3
30-058-01	仮名書き法華経_妙一記念館	58	20	迦	迦	那提迦葉	那提迦葉			3				か	なたいかせう					1-0004-3		T0262_.09.0001c23	1	0004-3
30-058-01	仮名書き法華経_妙一記念館	59	20	葉	葉	那提迦葉	那提迦葉			4				せう	なたいかせう					1-0004-3		T0262_.09.0001c23	1	0004-3
30-058-01	仮名書き法華経_妙一記念館	60	21	舎	舍	舎利弗	舍利弗			1				しや	しやりほつ					1-0004-3		T0262_.09.0001c23	1	0004-3
30-058-01	仮名書き法華経_妙一記念館	61	21	利	利	舎利弗	舍利弗			2				り	しやりほつ					1-0004-3		T0262_.09.0001c23	1	0004-3
30-058-01	仮名書き法華経_妙一記念館	62	21	弗	弗	舎利弗	舍利弗			3				ほつ	しやりほつ					1-0004-3		T0262_.09.0001c24	1	0004-3
30-058-01	仮名書き法華経_妙一記念館	63	22	大	大	大目揵連	大目揵連			1				たい	たいもくけんれん					1-0004-3		T0262_.09.0001c24	1	0004-3
30-058-01	仮名書き法華経_妙一記念館	64	22	目	目	大目揵連	大目揵連			2				もく	たいもくけんれん					1-0004-3		T0262_.09.0001c24	1	0004-3
30-058-01	仮名書き法華経_妙一記念館	65	22	揵	揵	大目揵連	大目揵連			3				けん	たいもくけんれん					1-0004-3		T0262_.09.0001c24	1	0004-3
30-058-01	仮名書き法華経_妙一記念館	66	22	連	連	大目揵連	大目揵連			4				れん	たいもくけんれん					1-0004-3		T0262_.09.0001c24	1	0004-3
30-058-01	仮名書き法華経_妙一記念館	67	23	摩	摩	摩訶迦旃延	摩訶迦旃延			1				ま	まかかせんえん					1-0004-3		T0262_.09.0001c24	1	0004-3
30-058-01	仮名書き法華経_妙一記念館	68	23	訶	訶	摩訶迦旃延	摩訶迦旃延			2				か	まかかせんえん					1-0004-3		T0262_.09.0001c24	1	0004-3
30-058-01	仮名書き法華経_妙一記念館	69	23	迦	迦	摩訶迦旃延	摩訶迦旃延			3				か	まかかせんえん					1-0004-3		T0262_.09.0001c24	1	0004-3
30-058-01	仮名書き法華経_妙一記念館	70	23	旃	旃	摩訶迦旃延	摩訶迦旃延			4				せん	まかかせんえん					1-0004-3		T0262_.09.0001c24	1	0004-3
30-058-01	仮名書き法華経_妙一記念館	71	23	延	延	摩訶迦旃延	摩訶迦旃延			5				えん	まかかせんえん					1-0004-3		T0262_.09.0001c24	1	0004-3
30-058-01	仮名書き法華経_妙一記念館	72	24	阿	阿	阿兔樓駄	阿㝹樓馱			1				あ	あぬるた					1-0004-3		T0262_.09.0001c24	1	0004-3
30-058-01	仮名書き法華経_妙一記念館	73	24	兔	㝹	阿兔樓駄	阿㝹樓馱			2				ぬ	あぬるた					1-0004-3		T0262_.09.0001c24	1	0004-3
30-058-01	仮名書き法華経_妙一記念館	74	24	樓	樓	阿兔樓駄	阿㝹樓馱			3				る	あぬるた					1-0004-4		T0262_.09.0001c24	1	0004-4
30-058-01	仮名書き法華経_妙一記念館	75	24	駄	馱	阿兔樓駄	阿㝹樓馱			4				た	あぬるた					1-0004-4		T0262_.09.0001c24	1	0004-4
30-058-01	仮名書き法華経_妙一記念館	76	25	劫	劫	劫賓那	劫賓那			1				こう	こうひんな					1-0004-4		T0262_.09.0001c24	1	0004-4
30-058-01	仮名書き法華経_妙一記念館	77	25	賓	賓	劫賓那	劫賓那			2				ひん	こうひんな					1-0004-4		T0262_.09.0001c25	1	0004-4
30-058-01	仮名書き法華経_妙一記念館	78	25	那	那	劫賓那	劫賓那			3				な	こうひんな					1-0004-4		T0262_.09.0001c25	1	0004-4
30-058-01	仮名書き法華経_妙一記念館	79	26	憍	憍	憍梵波提	憍梵波提			1				けう	けうほんはたい					1-0004-4		T0262_.09.0001c25	1	0004-4
30-058-01	仮名書き法華経_妙一記念館	80	26	梵	梵	憍梵波提	憍梵波提			2				ほん	けうほんはたい					1-0004-4		T0262_.09.0001c25	1	0004-4
30-058-01	仮名書き法華経_妙一記念館	81	26	波	波	憍梵波提	憍梵波提			3				は	けうほんはたい					1-0004-4		T0262_.09.0001c25	1	0004-4
30-058-01	仮名書き法華経_妙一記念館	82	26	提	提	憍梵波提	憍梵波提			4				たい	けうほんはたい					1-0004-4		T0262_.09.0001c25	1	0004-4
30-058-01	仮名書き法華経_妙一記念館	83	27	離	離	離婆多	離婆多			1				り	りはた					1-0004-4		T0262_.09.0001c25	1	0004-4
30-058-01	仮名書き法華経_妙一記念館	84	27	婆	婆	離婆多	離婆多			2				は	りはた					1-0004-4		T0262_.09.0001c25	1	0004-4
30-058-01	仮名書き法華経_妙一記念館	85	27	多	多	離婆多	離婆多			3				た	りはた					1-0004-4		T0262_.09.0001c25	1	0004-4
30-058-01	仮名書き法華経_妙一記念館	86	28	畢	畢	畢陵伽婆蹉	畢陵伽婆蹉			1				ひつ	ひつれうかはしや					1-0004-4		T0262_.09.0001c25	1	0004-4
30-058-01	仮名書き法華経_妙一記念館	87	28	陵	陵	畢陵伽婆蹉	畢陵伽婆蹉			2				れう	ひつれうかはしや					1-0004-4		T0262_.09.0001c25	1	0004-4
30-058-01	仮名書き法華経_妙一記念館	88	28	伽	伽	畢陵伽婆蹉	畢陵伽婆蹉			3				か	ひつれうかはしや					1-0004-4		T0262_.09.0001c25	1	0004-4
30-058-01	仮名書き法華経_妙一記念館	89	28	婆	婆	畢陵伽婆蹉	畢陵伽婆蹉			4				は	ひつれうかはしや					1-0004-4		T0262_.09.0001c25	1	0004-4
30-058-01	仮名書き法華経_妙一記念館	90	28	蹉	蹉	畢陵伽婆蹉	畢陵伽婆蹉			5				しや	ひつれうかはしや					1-0004-4		T0262_.09.0001c25	1	0004-4
30-058-01	仮名書き法華経_妙一記念館	91	29	薄	薄	薄拘羅	薄拘羅			1				は	はくら					1-0004-5		T0262_.09.0001c25	1	0004-5
30-058-01	仮名書き法華経_妙一記念館	92	29	拘	拘	薄拘羅	薄拘羅			2				く	はくら					1-0004-5		T0262_.09.0001c26	1	0004-5
30-058-01	仮名書き法華経_妙一記念館	93	29	羅	羅	薄拘羅	薄拘羅			3				ら	はくら					1-0004-5		T0262_.09.0001c26	1	0004-5
30-058-01	仮名書き法華経_妙一記念館	94	30	摩	摩	摩訶拘絺羅	摩訶拘絺羅			1				ま	まかくちら					1-0004-5		T0262_.09.0001c26	1	0004-5
30-058-01	仮名書き法華経_妙一記念館	95	30	訶	訶	摩訶拘絺羅	摩訶拘絺羅			2				か	まかくちら					1-0004-5		T0262_.09.0001c26	1	0004-5
30-058-01	仮名書き法華経_妙一記念館	96	30	拘	拘	摩訶拘絺羅	摩訶拘絺羅			3				く	まかくちら					1-0004-5		T0262_.09.0001c26	1	0004-5
30-058-01	仮名書き法華経_妙一記念館	97	30	絺	絺	摩訶拘絺羅	摩訶拘絺羅			4				ち	まかくちら					1-0004-5		T0262_.09.0001c26	1	0004-5
30-058-01	仮名書き法華経_妙一記念館	98	30	羅	羅	摩訶拘絺羅	摩訶拘絺羅			5				ら	まかくちら					1-0004-5		T0262_.09.0001c26	1	0004-5
30-058-01	仮名書き法華経_妙一記念館	99	31	難	難	難陀	難陀			1				なん	なんた					1-0004-5		T0262_.09.0001c26	1	0004-5
30-058-01	仮名書き法華経_妙一記念館	100	31	陀	陀	難陀	難陀			2				た	なんた					1-0004-5		T0262_.09.0001c26	1	0004-5
30-058-01	仮名書き法華経_妙一記念館	101	32	孫	孫	孫陀羅難陀	孫陀羅難陀			1				そん	そんたらなんた					1-0004-5		T0262_.09.0001c26	1	0004-5
30-058-01	仮名書き法華経_妙一記念館	102	32	陀	陀	孫陀羅難陀	孫陀羅難陀			2				た	そんたらなんた					1-0004-5		T0262_.09.0001c26	1	0004-5
30-058-01	仮名書き法華経_妙一記念館	103	32	羅	羅	孫陀羅難陀	孫陀羅難陀			3				ら	そんたらなんた					1-0004-5		T0262_.09.0001c26	1	0004-5
30-058-01	仮名書き法華経_妙一記念館	104	32	難	難	孫陀羅難陀	孫陀羅難陀			4				なん	そんたらなんた					1-0004-5		T0262_.09.0001c26	1	0004-5
30-058-01	仮名書き法華経_妙一記念館	105	32	陀	陀	孫陀羅難陀	孫陀羅難陀			5				た	そんたらなんた					1-0004-5		T0262_.09.0001c26	1	0004-5
30-058-01	仮名書き法華経_妙一記念館	106	33	富	富	富樓那	富樓那			1				ふ	ふるな					1-0004-5		T0262_.09.0001c26	1	0004-5
30-058-01	仮名書き法華経_妙一記念館	107	33	樓	樓	富樓那	富樓那			2				る	ふるな					1-0004-5		T0262_.09.0001c27	1	0004-5
30-058-01	仮名書き法華経_妙一記念館	108	33	那	那	富樓那	富樓那			3				な	ふるな					1-0004-6		T0262_.09.0001c27	1	0004-6
30-058-01	仮名書き法華経_妙一記念館	109	34	彌	彌	彌多羅尼子	彌多羅尼子			4				み	＊＊＊みた					1-0004-6		T0262_.09.0001c27	1	0004-6
30-058-01	仮名書き法華経_妙一記念館	110	34	多	多	彌多羅尼子	彌多羅尼子			5				た	＊＊＊みた					1-0004-6		T0262_.09.0001c27	1	0004-6
30-058-01	仮名書き法華経_妙一記念館	111	34	羅	羅	彌多羅尼子	彌多羅尼子			6				ら	＊＊＊みた					1-0004-6		T0262_.09.0001c27	1	0004-6
30-058-01	仮名書き法華経_妙一記念館	112	34	尼	尼	彌多羅尼子	彌多羅尼子			7				に	＊＊＊みた					1-0004-6		T0262_.09.0001c27	1	0004-6
30-058-01	仮名書き法華経_妙一記念館	113	34	子	子	彌多羅尼子	彌多羅尼子			8				し	＊＊＊みた					1-0004-6		T0262_.09.0001c27	1	0004-6
30-058-01	仮名書き法華経_妙一記念館	114	35	須	須	須菩提	須菩提			1				しゆ	しゆほたい					1-0004-6		T0262_.09.0001c27	1	0004-6
30-058-01	仮名書き法華経_妙一記念館	115	35	菩	菩	須菩提	須菩提			2				ほ	しゆほたい					1-0004-6		T0262_.09.0001c27	1	0004-6
30-058-01	仮名書き法華経_妙一記念館	116	35	提	提	須菩提	須菩提			3				たい	しゆほたい					1-0004-6		T0262_.09.0001c27	1	0004-6
30-058-01	仮名書き法華経_妙一記念館	117	36	阿	阿	阿難	阿難			1				あ	あなん					1-0004-6		T0262_.09.0001c27	1	0004-6
30-058-01	仮名書き法華経_妙一記念館	118	36	難	難	阿難	阿難			2				なん	あなん					1-0004-6		T0262_.09.0001c27	1	0004-6
30-058-01	仮名書き法華経_妙一記念館	119	37	羅	羅	羅睺羅	羅睺羅			1				ら	らこら					1-0004-6		T0262_.09.0001c27	1	0004-6
30-058-01	仮名書き法華経_妙一記念館	120	37	睺	睺	羅睺羅	羅睺羅			2				こ	らこら					1-0004-6		T0262_.09.0001c27	1	0004-6
30-058-01	仮名書き法華経_妙一記念館	121	37	羅	羅	羅睺羅	羅睺羅			3				ら	らこら					1-0004-6		T0262_.09.0001c27	1	0004-6
30-058-01	仮名書き法華経_妙一記念館	122	38	衆	衆	衆	衆			1				しゆ	しゆ					1-0005-1		T0262_.09.0001c28	1	0005-1
30-058-01	仮名書き法華経_妙一記念館	123	39	知	知	知識	知識			1				ち	ちしき					1-0005-1		T0262_.09.0001c28	1	0005-1
30-058-01	仮名書き法華経_妙一記念館	124	39	識	識	知識	知識			2				しき	ちしき					1-0005-1		T0262_.09.0001c28	1	0005-1
30-058-01	仮名書き法華経_妙一記念館	125	40	大	大	大阿羅漢	大阿羅漢			1				たい	たいあらかん					1-0005-1		T0262_.09.0001c28	1	0005-1
30-058-01	仮名書き法華経_妙一記念館	126	40	阿	阿	大阿羅漢	大阿羅漢			2				あ	たいあらかん					1-0005-1		T0262_.09.0001c28	1	0005-1
30-058-01	仮名書き法華経_妙一記念館	127	40	羅	羅	大阿羅漢	大阿羅漢			3				ら	たいあらかん					1-0005-1		T0262_.09.0001c28	1	0005-1
30-058-01	仮名書き法華経_妙一記念館	128	40	漢	漢	大阿羅漢	大阿羅漢			4				かん	たいあらかん					1-0005-1		T0262_.09.0001c28	1	0005-1
30-058-01	仮名書き法華経_妙一記念館	129	41	等	等	等	等			1				とう	とう					1-0005-1		T0262_.09.0001c28	1	0005-1
30-058-01	仮名書き法華経_妙一記念館	130	42	學	學	學	學			1				かく	かく					1-0005-2		T0262_.09.0001c28	1	0005-2
30-058-01	仮名書き法華経_妙一記念館	131	43	無	無	無學	無學			1				む	むかく					1-0005-2		T0262_.09.0001c28	1	0005-2
30-058-01	仮名書き法華経_妙一記念館	132	43	學	學	無學	無學			2				かく	むかく					1-0005-2		T0262_.09.0001c28	1	0005-2
30-058-01	仮名書き法華経_妙一記念館	133	44	二	二	二千人	二千人			1				に	にせんにん					1-0005-2		T0262_.09.0001c29	1	0005-2
30-058-01	仮名書き法華経_妙一記念館	134	44	千	千	二千人	二千人			2				せん	にせんにん					1-0005-2		T0262_.09.0001c29	1	0005-2
30-058-01	仮名書き法華経_妙一記念館	135	44	人	人	二千人	二千人			3				にん	にせんにん					1-0005-2		T0262_.09.0001c29	1	0005-2
30-058-01	仮名書き法華経_妙一記念館	136	45	摩	摩	摩訶波闍波提比丘尼	摩訶波闍波提比丘尼			1				ま	まかはしやはたいひくに					1-0005-2		T0262_.09.0001c29	1	0005-2
30-058-01	仮名書き法華経_妙一記念館	137	45	訶	訶	摩訶波闍波提比丘尼	摩訶波闍波提比丘尼			2				か	まかはしやはたいひくに					1-0005-2		T0262_.09.0001c29	1	0005-2
30-058-01	仮名書き法華経_妙一記念館	138	45	波	波	摩訶波闍波提比丘尼	摩訶波闍波提比丘尼			3				は	まかはしやはたいひくに					1-0005-2		T0262_.09.0001c29	1	0005-2
30-058-01	仮名書き法華経_妙一記念館	139	45	闍	闍	摩訶波闍波提比丘尼	摩訶波闍波提比丘尼			4				しや	まかはしやはたいひくに					1-0005-2		T0262_.09.0001c29	1	0005-2
30-058-01	仮名書き法華経_妙一記念館	140	45	波	波	摩訶波闍波提比丘尼	摩訶波闍波提比丘尼			5				は	まかはしやはたいひくに					1-0005-2		T0262_.09.0001c29	1	0005-2
30-058-01	仮名書き法華経_妙一記念館	141	45	提	提	摩訶波闍波提比丘尼	摩訶波闍波提比丘尼			6				たい	まかはしやはたいひくに					1-0005-2		T0262_.09.0001c29	1	0005-2
30-058-01	仮名書き法華経_妙一記念館	142	45	比	比	摩訶波闍波提比丘尼	摩訶波闍波提比丘尼			7				ひ	まかはしやはたいひくに					1-0005-2		T0262_.09.0001c29	1	0005-2
30-058-01	仮名書き法華経_妙一記念館	143	45	丘	丘	摩訶波闍波提比丘尼	摩訶波闍波提比丘尼			8				く	まかはしやはたいひくに					1-0005-3		T0262_.09.0001c29	1	0005-3
30-058-01	仮名書き法華経_妙一記念館	144	45	尼	尼	摩訶波闍波提比丘尼	摩訶波闍波提比丘尼			9				に	まかはしやはたいひくに					1-0005-3		T0262_.09.0001c29	1	0005-3
30-058-01	仮名書き法華経_妙一記念館	145	46	眷	眷	眷屬	眷屬			1				くゑん	くゑんそく					1-0005-3		T0262_.09.0001c29	1	0005-3
30-058-01	仮名書き法華経_妙一記念館	146	46	屬	屬	眷屬	眷屬			2				そく	くゑんそく					1-0005-3		T0262_.09.0001c29	1	0005-3
30-058-01	仮名書き法華経_妙一記念館	147	47	六	六	六千人	六千人			1				ろく	ろくせんにん					1-0005-3		T0262_.09.0001c29	1	0005-3
30-058-01	仮名書き法華経_妙一記念館	148	47	千	千	六千人	六千人			2				せん	ろくせんにん					1-0005-3		T0262_.09.0002a01	1	0005-3
30-058-01	仮名書き法華経_妙一記念館	149	47	人	人	六千人	六千人			3				にん	ろくせんにん					1-0005-3		T0262_.09.0002a01	1	0005-3
30-058-01	仮名書き法華経_妙一記念館	150	48	羅	羅	羅睺羅母	羅睺羅母			1				ら	らこらも					1-0005-3		T0262_.09.0002a01	1	0005-3
30-058-01	仮名書き法華経_妙一記念館	151	48	睺	睺	羅睺羅母	羅睺羅母			2				こ	らこらも					1-0005-3		T0262_.09.0002a01	1	0005-3
30-058-01	仮名書き法華経_妙一記念館	152	48	羅	羅	羅睺羅母	羅睺羅母			3				ら	らこらも					1-0005-3		T0262_.09.0002a01	1	0005-3
30-058-01	仮名書き法華経_妙一記念館	153	48	母	母	羅睺羅母	羅睺羅母			4				も	らこらも					1-0005-3		T0262_.09.0002a01	1	0005-3
30-058-01	仮名書き法華経_妙一記念館	154	49	耶	耶	耶輸陀羅比丘尼	耶輸陀羅比丘尼			1				や	やしゆたらひくに					1-0005-3		T0262_.09.0002a01	1	0005-3
30-058-01	仮名書き法華経_妙一記念館	155	49	輸	輸	耶輸陀羅比丘尼	耶輸陀羅比丘尼			2				しゆ	やしゆたらひくに					1-0005-3		T0262_.09.0002a01	1	0005-3
30-058-01	仮名書き法華経_妙一記念館	156	49	陀	陀	耶輸陀羅比丘尼	耶輸陀羅比丘尼			3				た	やしゆたらひくに					1-0005-3		T0262_.09.0002a01	1	0005-3
30-058-01	仮名書き法華経_妙一記念館	157	49	羅	羅	耶輸陀羅比丘尼	耶輸陀羅比丘尼			4				ら	やしゆたらひくに					1-0005-3		T0262_.09.0002a01	1	0005-3
30-058-01	仮名書き法華経_妙一記念館	158	49	比	比	耶輸陀羅比丘尼	耶輸陀羅比丘尼			5				ひ	やしゆたらひくに					1-0005-4		T0262_.09.0002a01	1	0005-4
30-058-01	仮名書き法華経_妙一記念館	159	49	丘	丘	耶輸陀羅比丘尼	耶輸陀羅比丘尼			6				く	やしゆたらひくに					1-0005-4		T0262_.09.0002a01	1	0005-4
30-058-01	仮名書き法華経_妙一記念館	160	49	尼	尼	耶輸陀羅比丘尼	耶輸陀羅比丘尼			7				に	やしゆたらひくに					1-0005-4		T0262_.09.0002a01	1	0005-4
30-058-01	仮名書き法華経_妙一記念館	161	50	眷	眷	眷屬	眷屬			1				くゑん	くゑんそく					1-0005-4		T0262_.09.0002a02	1	0005-4
30-058-01	仮名書き法華経_妙一記念館	162	50	屬	屬	眷屬	眷屬			2				そく	くゑんそく					1-0005-4		T0262_.09.0002a02	1	0005-4
30-058-01	仮名書き法華経_妙一記念館	163	51	菩	菩	菩薩摩訶薩	菩薩摩訶薩			1				ほ	ほさつまかさつ					1-0005-4		T0262_.09.0002a02	1	0005-4
