資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考
20-050-01	大鏡_天理大学図書館	231	130	貴	貴	貴子	貴子			1		去	去上							028a-3	本文左傍書入
20-050-01	大鏡_天理大学図書館	232	130	子	子	貴子	貴子			2		上	去上							028a-3	本文左傍書入
20-050-01	大鏡_天理大学図書館	233	131	術	術	術	術			1				シユツ	シユツ					028b-8	
20-050-01	大鏡_天理大学図書館	234	132	先	先	先祖	先祖の			1		去	去平	〔左〕セン	センソ					029a-4	
20-050-01	大鏡_天理大学図書館	235	132	祖	祖	先祖	先祖の			2		平	去平	〔左〕ソ	センソ					029a-4	
20-050-01	大鏡_天理大学図書館	236	133	要	要	要	要に			1				〔別〕ヨウ	ヨウ					029a-6	
20-050-01	大鏡_天理大学図書館	237	134	貞	貞	貞信公	貞信公に			1				テイ	テイシム＊					029b-2	
20-050-01	大鏡_天理大学図書館	238	134	信	信	貞信公	貞信公に			2				シム	テイシム＊					029b-2	
20-050-01	大鏡_天理大学図書館	239	135	陣	陣	陣座	陣座			1				チン	チンサ					030a-1	
20-050-01	大鏡_天理大学図書館	240	135	座	座	陣座	陣座			2				サ	チンサ					030a-1	
20-050-01	大鏡_天理大学図書館	241	136	帳	帳	御帳	御帳の			2				チヤウ	＊チヤウ					030a-2	
20-050-01	大鏡_天理大学図書館	242	137	敕	勅	敕宣	勅宣			1				チヨク	チヨクセン					030b-1	
20-050-01	大鏡_天理大学図書館	243	137	宣	宣	敕宣	勅宣			2				セン	チヨクセン					030b-1	
20-050-01	大鏡_天理大学図書館	244	138	贈	贈	贈	贈せられ			1		去濁	去濁	ソウ	ソウ					031a-4	
20-050-01	大鏡_天理大学図書館	245	139	清	清	清愼公	清慎公			1				〔左〕セイ	セイシム＊					031a-6	
20-050-01	大鏡_天理大学図書館	246	139	愼	慎	清愼公	清慎公			2				〔左〕シム	セイシム＊					031a-6	
20-050-01	大鏡_天理大学図書館	247	140	傾	傾	傾子	傾子			1				キ	キシ					031b-1	本文右傍書入
20-050-01	大鏡_天理大学図書館	248	140	子	子	傾子	傾子			2				シ	キシ					031b-1	本文右傍書入
20-050-01	大鏡_天理大学図書館	249	141	執	執	執行	執行			1		入	入平濁	シフ	シフ＊					031b-1	
20-050-01	大鏡_天理大学図書館	250	141	行	行	執行	執行			2		平濁	入平濁		シフ＊					031b-1	
20-050-01	大鏡_天理大学図書館	251	142	清	清	清愼公	清慎公なり			1		平	平去＊	セイ	セイシンコウ					031b-3	
20-050-01	大鏡_天理大学図書館	252	142	愼	慎	清愼公	清慎公なり			2		去	平去＊	シン	セイシンコウ					031b-3	
20-050-01	大鏡_天理大学図書館	253	142	公	公	清愼公	清慎公なり			3			平去＊	コウ	セイシンコウ					031b-3	
20-050-01	大鏡_天理大学図書館	254	143	有	有	有識	有識に			1				イウ	イウシヨク					031b-5	
20-050-01	大鏡_天理大学図書館	255	143	識	識	有識	有識に			2				シヨク	イウシヨク					031b-5	
20-050-01	大鏡_天理大学図書館	256	144	時	時	時平	時平の			1				シ	シヘイ					032a-8	
20-050-01	大鏡_天理大学図書館	257	144	平	平	時平	時平の			2				ヘイ	シヘイ					032a-8	
20-050-01	大鏡_天理大学図書館	258	145	手	手	上手	上手			2				シユ	＊シユ					033a-2	
20-050-01	大鏡_天理大学図書館	259	146	任	任	任	任			1				ニン	ニン					033a-2	
20-050-01	大鏡_天理大学図書館	260	147	額	額	額	額の			1		入濁	入濁	カク	カク					033b-6	
20-050-01	大鏡_天理大学図書館	261	148	潔	潔	潔齋	潔斎して			1		入	入＊	ケツ	ケツサイ					034b-2	
20-050-01	大鏡_天理大学図書館	262	148	齋	斎	潔齋	潔斎して			2			入＊	サイ	ケツサイ					034b-2	
20-050-01	大鏡_天理大学図書館	263	149	人	人	人間	人間に			1		去	去上濁		＊ケン					034b-8	
20-050-01	大鏡_天理大学図書館	264	149	間	間	人間	人間に			2		上濁	去上濁	ケン	＊ケン					034b-8	
20-050-01	大鏡_天理大学図書館	265	150	興	興	興	興ある			1		去	去	ケウ	ケウ					035a-1	
20-050-01	大鏡_天理大学図書館	266	151	第	第	第一	第一の			1		去濁	去濁＊							035a-4	
20-050-01	大鏡_天理大学図書館	267	152	懈	懈	懈怠者	懈怠者			1				ケ	ケタイ＊					035a-7	
20-050-01	大鏡_天理大学図書館	268	152	怠	怠	懈怠者	懈怠者			2				タイ	ケタイ＊					035a-7	
