資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	alphabret_出現形	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	所在	備考
30-026-03	宝暦版四座講式	3340	1609	聖	聖	聖僧	聖僧			1		上	上平					1		001_050_a_02	
30-026-03	宝暦版四座講式	3341	1609	僧	僧	聖僧	聖僧			2		平	上平					3		001_050_a_02	
30-026-03	宝暦版四座講式	3342	1610	功	功	功徳	功徳			1		上	上入新濁							001_050_a_02	
30-026-03	宝暦版四座講式	3343	1610	徳	徳	功徳	功徳			2		入新濁	上入新濁							001_050_a_02	
30-026-03	宝暦版四座講式	3344	1611	供	供	供	供ス			1		平	平							001_050_a_03	
30-026-03	宝暦版四座講式	3345	1612	飮	飮	飮食	飮食			1		平	平入濁					2		001_050_a_03	
30-026-03	宝暦版四座講式	3346	1612	食	食	飮食	飮食			2		入濁	平入濁					23		001_050_a_03	
30-026-03	宝暦版四座講式	3347	1613	福	福	福徳	福徳			1		入	入入					2		001_050_a_03	
30-026-03	宝暦版四座講式	3348	1613	徳	徳	福徳	福徳			2		入	入入					3		001_050_a_03	
30-026-03	宝暦版四座講式	3349	1614	澡	澡	澡浴	澡浴			1		平	平入					1		001_050_a_03	
30-026-03	宝暦版四座講式	3350	1614	浴	浴	澡浴	澡浴			2		入	平入					23		001_050_a_03	
30-026-03	宝暦版四座講式	3351	1615	罪	罪	罪根	罪根			1		平濁	平濁去							001_050_a_03	
30-026-03	宝暦版四座講式	3352	1615	根	根	罪根	罪根			2		去	平濁去							001_050_a_04	
30-026-03	宝暦版四座講式	3353	1616	九	九	九十九億	九十九億			1		平	平フ入濁上入		＊＊＊ヲク					001_050_a_04	
30-026-03	宝暦版四座講式	3354	1616	十	十	九十九億	九十九億			2		フ入濁	平フ入濁上入		＊＊＊ヲク					001_050_a_04	
30-026-03	宝暦版四座講式	3355	1616	九	九	九十九億	九十九億			3		上	平フ入濁上入		＊＊＊ヲク					001_050_a_04	
30-026-03	宝暦版四座講式	3356	1616	億	億	九十九億	九十九億			4		入	平フ入濁上入	ヲク	＊＊＊ヲク					001_050_a_04	ヲクに33の墨譜
30-026-03	宝暦版四座講式	3357	1617	羅	羅	羅漢	羅漢			1		上	上平							001_050_a_04	
30-026-03	宝暦版四座講式	3358	1617	漢	漢	羅漢	羅漢			2		平	上平							001_050_a_04	
30-026-03	宝暦版四座講式	3359	1618	佛	仏	佛前	仏前			1		入濁	入濁去濁							001_050_a_04	
30-026-03	宝暦版四座講式	3360	1618	前	前	佛前	仏前			2		去濁	入濁去濁							001_050_a_05	
30-026-03	宝暦版四座講式	3361	1619	籌	籌	籌	籌			1		平軽	平軽					3		001_050_a_05	
30-026-03	宝暦版四座講式	3362	1620	別	別	別	別ス			1		入濁	入濁							001_050_a_05	
30-026-03	宝暦版四座講式	3363	1621	十	十	十六	十六			1		フ入濁	フ入濁入					2		001_050_a_05	
30-026-03	宝暦版四座講式	3364	1621	六	六	十六	十六			2		入	フ入濁入					3		001_050_a_05	
30-026-03	宝暦版四座講式	3365	1622	無	無	無學	無学			1		上	上入濁							001_050_a_05	
30-026-03	宝暦版四座講式	3366	1622	學	学	無學	無学			2		入濁	上入濁					33		001_050_a_05	
30-026-03	宝暦版四座講式	3367	1623	聖	聖	聖者	聖者			1		平	平平新濁					4		001_050_a_05	
30-026-03	宝暦版四座講式	3368	1623	者	者	聖者	聖者			2		平新濁	平平新濁					4		001_050_a_05	
30-026-03	宝暦版四座講式	3369	1624	住	住	住	住ス			1		平濁	平濁							001_050_a_05	
30-026-03	宝暦版四座講式	3370	1625	世	世	世間	世間			1		平	平去							001_050_a_05	
30-026-03	宝暦版四座講式	3371	1625	間	間	世間	世間			2		去	平去							001_050_b_01	
30-026-03	宝暦版四座講式	3372	1626	法	法	法	法			1		フ入	フ入							001_050_b_01	
30-026-03	宝暦版四座講式	3373	1627	察	察	察	察ス			1		入	入							001_050_b_01	
30-026-03	宝暦版四座講式	3374	1628	人	人	人	人			1		去	去							001_050_b_01	
30-026-03	宝暦版四座講式	3375	1629	徳	徳	徳失	徳失			1		入	入入							001_050_b_01	
30-026-03	宝暦版四座講式	3376	1629	失	失	徳失	徳失			2		入	入入							001_050_b_01	
30-026-03	宝暦版四座講式	3377	1630	法	法	法	法			1		フ入	フ入							001_050_b_01	
30-026-03	宝暦版四座講式	3378	1631	興	興	興廢	興廃			1		平	平平							001_050_b_01	
30-026-03	宝暦版四座講式	3379	1631	廢	廃	興廢	興廃			2		平	平平							001_050_b_01	
30-026-03	宝暦版四座講式	3380	1632	隱	隠	隱顯	隠顕			1		平	平平							001_050_b_02	
30-026-03	宝暦版四座講式	3381	1632	顯	顕	隱顯	隠顕			2		平	平平							001_050_b_02	
30-026-03	宝暦版四座講式	3382	1633	神	神	神異	神異			1		平	平平							001_050_b_02	
30-026-03	宝暦版四座講式	3383	1633	異	異	神異	神異			2		平	平平							001_050_b_02	
30-026-03	宝暦版四座講式	3384	1634	歸	帰	歸	帰ス			1		平	平							001_050_b_02	
30-026-03	宝暦版四座講式	3385	1635	三	三	三寶	三宝			1		去	去平新濁							001_050_b_02	
30-026-03	宝暦版四座講式	3386	1635	寶	宝	三寶	三宝			2		平新濁	去平新濁							001_050_b_02	
30-026-03	宝暦版四座講式	3387	1636	信	信	信	信ス			1		平	平							001_050_b_03	
30-026-03	宝暦版四座講式	3388	1637	四	四	四諦	四諦			1		平	平平							001_050_b_03	
30-026-03	宝暦版四座講式	3389	1637	諦	諦	四諦	四諦			2		平	平平							001_050_b_03	
30-026-03	宝暦版四座講式	3390	1638	善	善	善根	善根			1		平濁	平濁平新濁							001_050_b_03	
30-026-03	宝暦版四座講式	3391	1638	根	根	善根	善根			2		平新濁	平濁平新濁							001_050_b_03	
30-026-03	宝暦版四座講式	3392	1639	羅	羅	羅漢	羅漢			1		上	上平							001_050_b_03	
30-026-03	宝暦版四座講式	3393	1639	漢	漢	羅漢	羅漢			2		平	上平							001_050_b_03	
30-026-03	宝暦版四座講式	3394	1640	廣	広	廣恩	広恩			1		平	平平軽							001_050_b_03	
30-026-03	宝暦版四座講式	3395	1640	恩	恩	廣恩	広恩			2		平軽	平平軽							001_050_b_04	
30-026-03	宝暦版四座講式	3396	1641	功	功	功徳	功徳			1		上	上入新濁							001_050_b_04	
30-026-03	宝暦版四座講式	3397	1641	徳	徳	功徳	功徳			2		入新濁	上入新濁							001_050_b_04	
30-026-03	宝暦版四座講式	3398	1642	行	行	行	行ス			1		平濁	平濁					4		001_050_b_04	
30-026-03	宝暦版四座講式	3399	1643	禮	礼	禮拜	礼拝			1		平	平平							001_050_b_04	
30-026-03	宝暦版四座講式	3400	1643	拜	拝	禮拜	礼拝			2		平	平平							001_050_b_04	
30-026-03	宝暦版四座講式	3401	1644	第	第	第五	第五			1		平濁	平濁上濁							001_051_a_03	
30-026-03	宝暦版四座講式	3402	1644	五	五	第五	第五			2		上濁	平濁上濁							001_051_a_03	
30-026-03	宝暦版四座講式	3403	1645	發	発	發願	発願			1		入	入平濁							001_051_a_03	
30-026-03	宝暦版四座講式	3404	1645	願	願	發願	発願			2		平濁	入平濁							001_051_a_03	
30-026-03	宝暦版四座講式	3405	1646	廻	廻	廻向	廻向			1		上	上平							001_051_a_03	
30-026-03	宝暦版四座講式	3406	1646	向	向	廻向	廻向			2		平	上平							001_051_a_03	
30-026-03	宝暦版四座講式	3407	1647	戀	恋	戀慕	恋慕			1		去	去平濁							001_051_a_03	慈？
30-026-03	宝暦版四座講式	3408	1647	慕	慕	戀慕	恋慕			2		平濁	去平濁							001_051_a_03	
30-026-03	宝暦版四座講式	3409	1648	渇	渇	渇仰	渇仰			1		入	入平濁							001_051_a_03	
30-026-03	宝暦版四座講式	3410	1648	仰	仰	渇仰	渇仰			2		平濁	入平濁							001_051_a_03	
30-026-03	宝暦版四座講式	3411	1649	善	善	善根	善根			1		平濁	平濁去新濁							001_051_a_04	
30-026-03	宝暦版四座講式	3412	1649	根	根	善根	善根			2		去新濁	平濁去新濁							001_051_a_04	
30-026-03	宝暦版四座講式	3413	1650	成	成	成就	成就			1		去濁	去濁平濁							001_051_a_04	
30-026-03	宝暦版四座講式	3414	1650	就	就	成就	成就			2		平濁	去濁平濁					4		001_051_a_04	
30-026-03	宝暦版四座講式	3415	1651	自	自	自利	自利			1		平濁	平濁平							001_051_a_04	
30-026-03	宝暦版四座講式	3416	1651	利	利	自利	自利			2		平	平濁平							001_051_a_04	
30-026-03	宝暦版四座講式	3417	1652	利	利	利他	利他			1		平	平上							001_051_a_04	
30-026-03	宝暦版四座講式	3418	1652	他	他	利他	利他			2		上	平上							001_051_a_04	
30-026-03	宝暦版四座講式	3419	1653	大	大	大願	大願			1		平濁	平濁平濁							001_051_a_04	
30-026-03	宝暦版四座講式	3420	1653	願	願	大願	大願			2		平濁	平濁平濁							001_051_a_04	
30-026-03	宝暦版四座講式	3421	1654	十	十	十六	十六			1		フ入濁	フ入濁入					2		001_051_a_04	
30-026-03	宝暦版四座講式	3422	1654	六	六	十六	十六			2		入	フ入濁入					3		001_051_a_05	
30-026-03	宝暦版四座講式	3423	1655	大	大	大聖	大聖			1		平濁	平濁平					2		001_051_a_05	
30-026-03	宝暦版四座講式	3424	1655	聖	聖	大聖	大聖			2		平	平濁平					3		001_051_a_05	
30-026-03	宝暦版四座講式	3425	1656	威	威	威光	威光			1		上	上上							001_051_a_05	
30-026-03	宝暦版四座講式	3426	1656	光	光	威光	威光			2		上	上上							001_051_a_05	
30-026-03	宝暦版四座講式	3427	1657	護	護	護持	護持			1		平濁	平濁上濁							001_051_a_05	
30-026-03	宝暦版四座講式	3428	1657	持	持	護持	護持			2		上濁	平濁上濁							001_051_a_05	
30-026-03	宝暦版四座講式	3429	1658	佛	仏	佛法	仏法			1		入濁	入濁フ入					3		001_051_a_05	
30-026-03	宝暦版四座講式	3430	1658	法	法	佛法	仏法			2		フ入	入濁フ入					3		001_051_a_05	
30-026-03	宝暦版四座講式	3431	1659	三	三	三有	三有			1		去	去平							001_051_b_01	
30-026-03	宝暦版四座講式	3432	1659	有	有	三有	三有			2		平	去平							001_051_b_01	
30-026-03	宝暦版四座講式	3433	1660	群	群	群類	群類			1		去濁	去濁平							001_051_b_01	
30-026-03	宝暦版四座講式	3434	1660	類	類	群類	群類			2		平	去濁平							001_051_b_01	
30-026-03	宝暦版四座講式	3435	1661	發	発	發心	発心			1		入	入平					2		001_051_b_01	
30-026-03	宝暦版四座講式	3436	1661	心	心	發心	発心			2		平	入平					3		001_051_b_01	
30-026-03	宝暦版四座講式	3437	1662	斷	断	斷惡	断悪			1		平濁	平濁入							001_051_b_01	
30-026-03	宝暦版四座講式	3438	1662	惡	悪	斷惡	断悪			2		入	平濁入							001_051_b_01	
30-026-03	宝暦版四座講式	3439	1663	修	修	修善	修善			1		上	上平濁							001_051_b_01	
30-026-03	宝暦版四座講式	3440	1663	善	善	修善	修善			2		平濁	上平濁							001_051_b_01	
30-026-03	宝暦版四座講式	3441	1664	大	大	大法鼓	大法鼓			1		平濁	平濁入上							001_051_b_02	
30-026-03	宝暦版四座講式	3442	1664	法	法	大法鼓	大法鼓			2		入	平濁入上							001_051_b_02	
30-026-03	宝暦版四座講式	3443	1664	鼓	鼓	大法鼓	大法鼓			3		上	平濁入上							001_051_b_02	
30-026-03	宝暦版四座講式	3444	1665	無	無	無間	無間			1		上	上平							001_051_b_02	
30-026-03	宝暦版四座講式	3445	1665	間	間	無間	無間			2		平	上平							001_051_b_02	
30-026-03	宝暦版四座講式	3446	1666	闡	闡	闡提	闡提			1		平	平去濁							001_051_b_02	
30-026-03	宝暦版四座講式	3447	1666	提	提	闡提	闡提			2		去濁	平去濁							001_051_b_03	
30-026-03	宝暦版四座講式	3448	1667	斷	断	斷善	断善			1		平濁	平濁平濁							001_051_b_03	
30-026-03	宝暦版四座講式	3449	1667	善	善	斷善	断善			2		平濁	平濁平濁							001_051_b_03	
30-026-03	宝暦版四座講式	3450	1668	三	三	三菩提	三菩提			1		去	去上濁上濁							001_051_b_03	
30-026-03	宝暦版四座講式	3451	1668	菩	菩	三菩提	三菩提			2		上濁	去上濁上濁							001_051_b_03	
30-026-03	宝暦版四座講式	3452	1668	提	提	三菩提	三菩提			3		上濁	去上濁上濁							001_051_b_03	
30-026-03	宝暦版四座講式	3453	1669	道	道	道	道			1		平濁	平濁							001_051_b_03	
30-026-03	宝暦版四座講式	3454	1670	大	大	大法螺	大法螺			1		平濁	平濁フ入上							001_051_b_03	
30-026-03	宝暦版四座講式	3455	1670	法	法	大法螺	大法螺			2		フ入	平濁フ入上							001_051_b_03	
30-026-03	宝暦版四座講式	3456	1670	螺	螺	大法螺	大法螺			3		上	平濁フ入上							001_051_b_04	
30-026-03	宝暦版四座講式	3457	1671	通	通	通	通ス			1				トウ	トウ					001_051_b_04	トウに22の墨譜
30-026-03	宝暦版四座講式	3458	1672	有	有	有頂	有頂			1		上	上平							001_051_b_04	
30-026-03	宝暦版四座講式	3459	1672	頂	頂	有頂	有頂			2		平	上平							001_051_b_04	
30-026-03	宝暦版四座講式	3460	1673	非	非	非想	非想			1		上	上平							001_051_b_04	
30-026-03	宝暦版四座講式	3461	1673	想	想	非想	非想			2		平	上平							001_051_b_04	
30-026-03	宝暦版四座講式	3462	1674	昧	昧	昧劣	昧劣			1		去	去入							001_051_b_04	
30-026-03	宝暦版四座講式	3463	1674	劣	劣	昧劣	昧劣			2		入	去入							001_051_b_04	
30-026-03	宝暦版四座講式	3464	1675	十	十	十須彌心	十須弥心			1		入濁	入濁上上上							001_051_b_04	
30-026-03	宝暦版四座講式	3465	1675	須	須	十須彌心	十須弥心			2		上	入濁上上上							001_051_b_05	
30-026-03	宝暦版四座講式	3466	1675	彌	弥	十須彌心	十須弥心			3		上	入濁上上上							001_051_b_05	
30-026-03	宝暦版四座講式	3467	1675	心	心	十須彌心	十須弥心			4		上	入濁上上上							001_051_b_05	
30-026-03	宝暦版四座講式	3468	1676	如	如	如來	如来			1		上	上上							001_051_b_05	
30-026-03	宝暦版四座講式	3469	1676	來	来	如來	如来			2		上	上上							001_051_b_05	
30-026-03	宝暦版四座講式	3470	1677	入	入	入滅	入滅			1		フ入	フ入入					3		001_051_b_05	
30-026-03	宝暦版四座講式	3471	1677	滅	滅	入滅	入滅			2		入	フ入入					3		001_051_b_05	
30-026-03	宝暦版四座講式	3472	1678	聖	聖	聖衆	聖衆			1		平	平平濁							001_051_b_05	
30-026-03	宝暦版四座講式	3473	1678	衆	衆	聖衆	聖衆			2		平濁	平平濁							001_051_b_05	
30-026-03	宝暦版四座講式	3474	1679	悲	悲	悲感	悲感			1		上	上平							001_051_b_05	
30-026-03	宝暦版四座講式	3475	1679	感	感	悲感	悲感			2		平	上平							001_052_a_01	
30-026-03	宝暦版四座講式	3476	1680	哀	哀	哀傷	哀傷			1		上	上平					1		001_052_a_01	
30-026-03	宝暦版四座講式	3477	1680	傷	傷	哀傷	哀傷			2		平	上平					3		001_052_a_01	
30-026-03	宝暦版四座講式	3478	1681	講	講	講肆	講肆			1		上	上平							001_052_a_01	
30-026-03	宝暦版四座講式	3479	1681	肆	肆	講肆	講肆			2		平	上平							001_052_a_02	
30-026-03	宝暦版四座講式	3480	1682	行	行	行儀	行儀			1		平濁	平濁上濁							001_052_a_02	
30-026-03	宝暦版四座講式	3481	1682	儀	儀	行儀	行儀			2		上濁	平濁上濁							001_052_a_02	
30-026-03	宝暦版四座講式	3482	1683	懇	懇	懇志	懇志			1		平軽	平軽平					13		001_052_a_02	
30-026-03	宝暦版四座講式	3483	1683	志	志	懇志	懇志			2		平	平軽平							001_052_a_02	
30-026-03	宝暦版四座講式	3484	1684	護	護	護持	護持			1		平濁	平濁上濁							001_052_a_02	
30-026-03	宝暦版四座講式	3485	1684	持	持	護持	護持			2		上濁	平濁上濁							001_052_a_02	
30-026-03	宝暦版四座講式	3486	1685	遺	遺	遺法	遺法			1		平	平フ入					3		001_052_a_02	
30-026-03	宝暦版四座講式	3487	1685	法	法	遺法	遺法			2		フ入	平フ入					3		001_052_a_02	
30-026-03	宝暦版四座講式	3488	1686	十	十	十六	十六			1		フ入濁	フ入濁入							001_052_a_03	
30-026-03	宝暦版四座講式	3489	1686	六	六	十六	十六			2		入	フ入濁入							001_052_a_03	
30-026-03	宝暦版四座講式	3490	1687	羅	羅	羅漢	羅漢			1		上	上平							001_052_a_03	
30-026-03	宝暦版四座講式	3491	1687	漢	漢	羅漢	羅漢			2		平	上平							001_052_a_03	
30-026-03	宝暦版四座講式	3492	1688	九	九	九十九億	九十九億			1		平	平フ入濁上入					2		001_052_a_03	
30-026-03	宝暦版四座講式	3493	1688	十	十	九十九億	九十九億			2		フ入濁	平フ入濁上入					3		001_052_a_03	
30-026-03	宝暦版四座講式	3494	1688	九	九	九十九億	九十九億			3		上	平フ入濁上入							001_052_a_03	
30-026-03	宝暦版四座講式	3495	1688	億	億	九十九億	九十九億			4		入	平フ入濁上入							001_052_a_03	
30-026-03	宝暦版四座講式	3496	1689	無	無	無學	無学			1		上	上入濁					1		001_052_a_03	
30-026-03	宝暦版四座講式	3497	1689	學	学	無學	無学			2		入濁	上入濁					33		001_052_a_03	
30-026-03	宝暦版四座講式	3498	1690	聖	聖	聖者	聖者			1		平	平平新濁					4		001_052_a_03	
30-026-03	宝暦版四座講式	3499	1690	者	者	聖者	聖者			2		平新濁	平平新濁					4		001_052_a_03	
30-026-03	宝暦版四座講式	3500	1691	悉	悉	悉知	悉知			1		上	上平							001_052_a_03	
30-026-03	宝暦版四座講式	3501	1691	知	知	悉知	悉知			2		平	上平							001_052_a_03	
30-026-03	宝暦版四座講式	3502	1692	証	証	証明	証明			1		平	平平							001_052_a_03	
30-026-03	宝暦版四座講式	3503	1692	明	明	証明	証明			2		平	平平							001_052_a_04	
30-026-03	宝暦版四座講式	3504	1693	善	善	善願	善願			1		平濁	平濁平濁							001_052_a_04	
30-026-03	宝暦版四座講式	3505	1693	願	願	善願	善願			2		平濁	平濁平濁							001_052_a_04	
30-026-03	宝暦版四座講式	3506	1694	圓	円	圓滿	円満			1		去	去平							001_052_a_04	
30-026-03	宝暦版四座講式	3507	1694	滿	満	圓滿	円満			2		平	去平							001_052_a_04	
30-026-03	宝暦版四座講式	3508	1695	一	一	一心	一心			1		入	入去							001_052_a_04	
30-026-03	宝暦版四座講式	3509	1695	心	心	一心	一心			2		去	入去							001_052_a_04	
30-026-03	宝暦版四座講式	3510	1696	渇	渇	渇仰	渇仰			1		入	入平濁					3		001_052_a_04	
30-026-03	宝暦版四座講式	3511	1696	仰	仰	渇仰	渇仰			2		平濁	入平濁					2		001_052_a_04	
30-026-03	宝暦版四座講式	3512	1697	二	二	二世	二世			1		平	平平							001_052_a_04	
30-026-03	宝暦版四座講式	3513	1697	世	世	二世	二世			2		平	平平							001_052_a_05	
30-026-03	宝暦版四座講式	3514	1698	値	値	値遇	値遇			1		上	上上濁							001_052_a_05	
30-026-03	宝暦版四座講式	3515	1698	遇	遇	値遇	値遇			2		上濁	上上濁							001_052_a_05	
30-026-03	宝暦版四座講式	3516	1699	大	大	大恩	大恩			1		平濁	平濁去							002_001_b_02	
30-026-03	宝暦版四座講式	3517	1699	恩	恩	大恩	大恩			2		去	平濁去							002_001_b_02	
30-026-03	宝暦版四座講式	3518	1700	教	教	教主	教主			1		平	平平							002_001_b_02	
30-026-03	宝暦版四座講式	3519	1700	主	主	教主	教主			2		平	平平							002_001_b_02	
30-026-03	宝暦版四座講式	3520	1701	釋	釈	釋迦	釈迦			1		平	平平							002_001_b_02	
30-026-03	宝暦版四座講式	3521	1701	迦	迦	釋迦	釈迦			2		平	平平							002_001_b_02	
30-026-03	宝暦版四座講式	3522	1702	牟	牟	牟尼	牟尼			1		上	上上							002_001_b_02	
30-026-03	宝暦版四座講式	3523	1702	尼	尼	牟尼	牟尼			2		上	上上							002_001_b_02	
30-026-03	宝暦版四座講式	3524	1703	如	如	如來	如来			1		平	平平							002_001_b_02	
30-026-03	宝暦版四座講式	3525	1703	來	来	如來	如来			2		平	平平							002_001_b_02	
30-026-03	宝暦版四座講式	3526	1704	華	華	華嚴	華厳			1		上	上上濁							002_001_b_02	
30-026-03	宝暦版四座講式	3527	1704	嚴	厳	華嚴	華厳			2		上濁	上上濁							002_001_b_03	
30-026-03	宝暦版四座講式	3528	1705	法	法	法華	法華			1		入	入平							002_001_b_03	
30-026-03	宝暦版四座講式	3529	1705	華	華	法華	法華			2		平	入平							002_001_b_03	
30-026-03	宝暦版四座講式	3530	1706	八	八	八萬	八万			1		入	入平							002_001_b_03	
30-026-03	宝暦版四座講式	3531	1706	萬	万	八萬	八万			2		平	入平							002_001_b_03	
30-026-03	宝暦版四座講式	3532	1707	聖	聖	聖教	聖教			1		平	平平新濁							002_001_b_03	
30-026-03	宝暦版四座講式	3533	1707	教	教	聖教	聖教			2		平新濁	平平新濁							002_001_b_03	
30-026-03	宝暦版四座講式	3534	1708	親	親	親見	親見			1		去	去平							002_001_b_03	
30-026-03	宝暦版四座講式	3535	1708	見	見	親見	親見			2		平	去平							002_001_b_03	
30-026-03	宝暦版四座講式	3536	1709	遺	遺	遺跡	遺跡			1		去	去入軽					23		002_001_b_03	
30-026-03	宝暦版四座講式	3537	1709	跡	跡	遺跡	遺跡			2		入軽	去入軽					11		002_001_b_03	
30-026-03	宝暦版四座講式	3538	1710	諸	諸	諸大	諸大			1		上	上平濁					1		002_001_b_03	
30-026-03	宝暦版四座講式	3539	1710	大	大	諸大	諸大			2		平濁	上平濁					3		002_001_b_03	
30-026-03	宝暦版四座講式	3540	1711	祖	祖	祖師	祖師			1		平	平平					2		002_001_b_04	
30-026-03	宝暦版四座講式	3541	1711	師	師	祖師	祖師			2		平	平平					2		002_001_b_04	
30-026-03	宝暦版四座講式	3542	1712	一	一	一一	一一			1		入	入入		＊〜チ					002_001_b_04	
30-026-03	宝暦版四座講式	3543	1712	一	一	一一	一一			2		入	入入	〜チ	＊〜チ					002_001_b_04	チに2の墨譜
30-026-03	宝暦版四座講式	3544	1713	微	微	微塵	微塵			1		上	上上濁							002_001_b_04	
30-026-03	宝暦版四座講式	3545	1713	塵	塵	微塵	微塵			2		上濁	上上濁							002_001_b_04	
30-026-03	宝暦版四座講式	3546	1714	毛	毛	毛端	毛端			1		去	去上							002_001_b_04	
30-026-03	宝暦版四座講式	3547	1714	端	端	毛端	毛端			2		上	去上							002_001_b_04	
30-026-03	宝暦版四座講式	3548	1715	刹	刹	刹海	刹海			1		入	入平							002_001_b_04	
30-026-03	宝暦版四座講式	3549	1715	海	海	刹海	刹海			2		平	入平							002_001_b_04	
30-026-03	宝暦版四座講式	3550	1716a	不	不	不可説	不可説			1		上	上平入							002_001_b_04	
30-026-03	宝暦版四座講式	3551	1716a	可	可	不可説	不可説			2		平	上平入							002_001_b_04	
30-026-03	宝暦版四座講式	3552	1716a	説	説	不可説	不可説			3		入	上平入							002_001_b_04	
30-026-03	宝暦版四座講式	3553	1716b	不	不	不可説	不可説			1		平	平平入							002_001_b_04	
30-026-03	宝暦版四座講式	3554	1716b	可	可	不可説	不可説			2		平	平平入							002_001_b_05	
30-026-03	宝暦版四座講式	3555	1716b	説	説	不可説	不可説			3		入	平平入							002_001_b_05	
30-026-03	宝暦版四座講式	3556	1717	三	三	三寶	三宝			1		去	去平新濁							002_001_b_05	
30-026-03	宝暦版四座講式	3557	1717	寶	宝	三寶	三宝			2		平新濁	去平新濁							002_001_b_05	
30-026-03	宝暦版四座講式	3558	1718	境	境	境界	境界			1		平	平平新濁							002_001_b_05	
30-026-03	宝暦版四座講式	3559	1718	界	界	境界	境界			2		平新濁	平平新濁							002_001_b_05	
30-026-03	宝暦版四座講式	3560	1719	提	提	提河	提河			1		去濁	去濁上濁							002_002_a_01	
30-026-03	宝暦版四座講式	3561	1719	河	河	提河	提河			2		上濁	去濁上濁							002_002_a_01	
30-026-03	宝暦版四座講式	3562	1720	堅	堅	堅林	堅林			1		去	去上							002_002_a_01	
30-026-03	宝暦版四座講式	3563	1720	林	林	堅林	堅林			2		上	去上							002_002_a_01	
30-026-03	宝暦版四座講式	3564	1721	鬼	鬼	鬼畜	鬼畜			1		上	上入							002_002_a_01	
30-026-03	宝暦版四座講式	3565	1721	畜	畜	鬼畜	鬼畜			2		入	上入							002_002_a_02	
30-026-03	宝暦版四座講式	3566	1722	人	人	人天	人天			1		去	去上新濁							002_002_a_02	
30-026-03	宝暦版四座講式	3567	1722	天	天	人天	人天			2		上新濁	去上新濁							002_002_a_02	
30-026-03	宝暦版四座講式	3568	1723	大	大	大悲	大悲			1		平濁	平濁上							002_002_a_02	
30-026-03	宝暦版四座講式	3569	1723	悲	悲	大悲	大悲			2		上	平濁上							002_002_a_02	
30-026-03	宝暦版四座講式	3570	1724	娑	娑	娑界	娑界			1		上	上平							002_002_a_03	
30-026-03	宝暦版四座講式	3571	1724	界	界	娑界	娑界			2		平	上平							002_002_a_03	
30-026-03	宝暦版四座講式	3572	1725	凡	凡	凡愚	凡愚			1		去濁	去濁上濁							002_002_a_03	
30-026-03	宝暦版四座講式	3573	1725	愚	愚	凡愚	凡愚			2		上濁	去濁上濁							002_002_a_03	
30-026-03	宝暦版四座講式	3574	1726	滅	滅	滅後	滅後			1		入	入平濁							002_002_a_04	
30-026-03	宝暦版四座講式	3575	1726	後	後	滅後	滅後			2		平濁	入平濁							002_002_a_04	
30-026-03	宝暦版四座講式	3576	1727	西	西	西天	西天			1		去	去上							002_002_a_04	
30-026-03	宝暦版四座講式	3577	1727	天	天	西天	西天			2		上	去上							002_002_a_04	
30-026-03	宝暦版四座講式	3578	1728	雲	雲	雲漢	雲漢			1		平	平去							002_002_a_04	
30-026-03	宝暦版四座講式	3579	1728	漢	漢	雲漢	雲漢			2		去	平去							002_002_a_04	
30-026-03	宝暦版四座講式	3580	1729	東	東	東土	東土			1		去	去平濁							002_002_a_04	
30-026-03	宝暦版四座講式	3581	1729	土	土	東土	東土			2		平濁	去平濁							002_002_a_05	
30-026-03	宝暦版四座講式	3582	1730	鯨	鯨	鯨波	鯨波			1		上濁	上濁平							002_002_a_05	
30-026-03	宝暦版四座講式	3583	1730	波	波	鯨波	鯨波			2		平	上濁平							002_002_a_05	
30-026-03	宝暦版四座講式	3584	1731	天	天	天眼	天眼			1		去	去平濁							002_002_a_05	
30-026-03	宝暦版四座講式	3585	1731	眼	眼	天眼	天眼			2		平濁	去平濁							002_002_a_05	
30-026-03	宝暦版四座講式	3586	1732	萬	万	萬里	万里			1		去濁	去濁上							002_002_b_01	
30-026-03	宝暦版四座講式	3587	1732	里	里	萬里	万里			2		上	去濁上							002_002_b_01	
30-026-03	宝暦版四座講式	3588	1733	身	身	身邊	身辺			1		去	去上							002_002_b_01	
30-026-03	宝暦版四座講式	3589	1733	邊	辺	身邊	身辺			2		上	去上							002_002_b_01	
30-026-03	宝暦版四座講式	3590	1734	千	千	千重	千重			1		平軽	平軽平							002_002_b_02	
30-026-03	宝暦版四座講式	3591	1734	重	重	千重	千重			2		平	平軽平							002_002_b_02	
30-026-03	宝暦版四座講式	3592	1735	在	在	在世	在世			1		平濁	平濁平							002_002_b_03	
30-026-03	宝暦版四座講式	3593	1735	世	世	在世	在世			2		平	平濁平							002_002_b_03	
30-026-03	宝暦版四座講式	3594	1736	説	説	説法	説法			1		入	入フ入							002_002_b_03	
30-026-03	宝暦版四座講式	3595	1736	法	法	説法	説法			2		フ入	入フ入							002_002_b_03	
30-026-03	宝暦版四座講式	3596	1737	衆	衆	衆會	衆会			1		平	平平							002_002_b_03	
30-026-03	宝暦版四座講式	3597	1737	會	会	衆會	衆会			2		平	平平							002_002_b_03	
