資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考	SAT所在
30-039-01	金沢文庫本九方便	208	81	身	身	此身	此身			2								ff5		093L6：079		T2713_.84.0832b02
30-039-01	金沢文庫本九方便	209	82	離	離	離諸垢	離諸垢			1								r5		093L6：079		T2713_.84.0832b02
30-039-01	金沢文庫本九方便	210	82	諸	諸	離諸垢	離諸垢			2								f1_		093L6：079		T2713_.84.0832b02
30-039-01	金沢文庫本九方便	211	82	垢	垢	離諸垢	離諸垢			3								fr5		093L6：079		T2713_.84.0832b02
30-039-01	金沢文庫本九方便	212	83	及	及	及與	及与			1								f5		093L6：079		T2713_.84.0832b03
30-039-01	金沢文庫本九方便	213	83	與	与	及與	及与			2								e5		093L6：079		T2713_.84.0832b03
30-039-01	金沢文庫本九方便	214	84	三	三	三世	三世			1								f1_		093L6：079		T2713_.84.0832b03
30-039-01	金沢文庫本九方便	215	84	世	世	三世	三世			2								fr5		093L6：079		T2713_.84.0832b03
30-039-01	金沢文庫本九方便	216	85	身	身	身口意	身口意			1								f1_		093L6：079		T2713_.84.0832b03
30-039-01	金沢文庫本九方便	217	85	口	口	身口意	身口意			2								e'1_		093L6：079		T2713_.84.0832b03
30-039-01	金沢文庫本九方便	218	85	意	意	身口意	身口意			3								ffr1_		093L6：079		T2713_.84.0832b03
30-039-01	金沢文庫本九方便	219	86	過	過	過於	過於			1								fr5		093L7：080		T2713_.84.0832b04
30-039-01	金沢文庫本九方便	220	86	於	於	過於	過於			2								ff5		093L7：080		T2713_.84.0832b04
30-039-01	金沢文庫本九方便	221	87	大	大	大海	大海			1								r4		093L7：080		T2713_.84.0832b04
30-039-01	金沢文庫本九方便	222	87	海	海	大海	大海			2								e5		093L7：080		T2713_.84.0832b04
30-039-01	金沢文庫本九方便	223	88	刹	刹	刹塵數	刹塵數			1					＊＊ス			e'1_		093L7：080		T2713_.84.0832b04
30-039-01	金沢文庫本九方便	224	88	塵	塵	刹塵數	刹塵數			2					＊＊ス			fr'1_		093L7：080		T2713_.84.0832b04
30-039-01	金沢文庫本九方便	225	88	數	數	刹塵數	刹塵數			3				ス	＊＊ス			f1_		093L7：080		T2713_.84.0832b04
30-039-01	金沢文庫本九方便	226	89	奉	奉	奉獻	奉献			1								e1_		093L7：080		T2713_.84.0832b05
30-039-01	金沢文庫本九方便	227	89	獻	献	奉獻	奉献			2								e'1_		093L7：080		T2713_.84.0832b05
30-039-01	金沢文庫本九方便	228	90	一	一	一切	一切			1								e'1_		093L7：080		T2713_.84.0832b05
30-039-01	金沢文庫本九方便	229	90	切	切	一切	一切			2								ffr1_		093L7：080		T2713_.84.0832b05
30-039-01	金沢文庫本九方便	230	91	諸	諸	諸如來	諸如来			1								"f1_, 〔別〕ff1_"		093L7：080		T2713_.84.0832b05
30-039-01	金沢文庫本九方便	231	91	如	如	諸如來	諸如来			2								"e5, 〔別〕e4"		093L7：080		T2713_.84.0832b05
30-039-01	金沢文庫本九方便	232	91	來	来	諸如來	諸如来			3								"e5, 〔別〕'r4"		093L7：080		T2713_.84.0832b05
30-039-01	金沢文庫本九方便	233	92	淨	浄	淨菩提心	浄菩提心			1								e1_		094U1：082		T2713_.84.0832b06
30-039-01	金沢文庫本九方便	234	92	菩	菩	淨菩提心	浄菩提心			2								e'1_		094U1：082		T2713_.84.0832b06
30-039-01	金沢文庫本九方便	235	92	提	提	淨菩提心	浄菩提心			3								ffr1_		094U1：082		T2713_.84.0832b06
30-039-01	金沢文庫本九方便	236	92	心	心	淨菩提心	浄菩提心			4								ff5		094U1：082		T2713_.84.0832b06
30-039-01	金沢文庫本九方便	237	93	勝	勝	勝願寳	勝願寳			1			＊去濁＊					f5		094U1：082		T2713_.84.0832b06
30-039-01	金沢文庫本九方便	238	93	願	願	勝願寳	勝願寳			2		去濁	＊去濁＊					r'5		094U1：082		T2713_.84.0832b06
30-039-01	金沢文庫本九方便	239	93	寳	寳	勝願寳	勝願寳			3			＊去濁＊					e5		094U1：082		T2713_.84.0832b06
30-039-01	金沢文庫本九方便	240	94	我	我	我今	我今			1		上濁	上濁＊					e1_		094U1：082		T2713_.84.0832b07
30-039-01	金沢文庫本九方便	241	94	今	今	我今	我今			2			上濁＊					_ff5		094U1：082		T2713_.84.0832b07
30-039-01	金沢文庫本九方便	242	95	起	起	起發	起發			1								r4		094U1：082		T2713_.84.0832b07
30-039-01	金沢文庫本九方便	243	95	發	發	起發	起發			2								e5		094U1：082		T2713_.84.0832b07
30-039-01	金沢文庫本九方便	244	96	濟	濟	濟群生	濟群生			1								r'5		094U1：082		T2713_.84.0832b07
30-039-01	金沢文庫本九方便	245	96	群	群	濟群生	濟群生			2								fr'1_		094U1：082		T2713_.84.0832b07
30-039-01	金沢文庫本九方便	246	96	生	生	濟群生	濟群生			3								f1_		094U1：082		T2713_.84.0832b07
30-039-01	金沢文庫本九方便	247	97	生	生	生苦等集	生苦等集			1								e1_		094U2：083		T2713_.84.0832b08
30-039-01	金沢文庫本九方便	248	97	苦	苦	生苦等集	生苦等集			2								e'1_		094U2：083		T2713_.84.0832b08
30-039-01	金沢文庫本九方便	249	97	等	等	生苦等集	生苦等集			3								"ffr1_, 〔別〕e5"		094U2：083		T2713_.84.0832b08
30-039-01	金沢文庫本九方便	250	97	集	集	生苦等集	生苦等集			4								ff5		094U2：083		T2713_.84.0832b08
30-039-01	金沢文庫本九方便	251	98	所	所	所_身	所_身			1								f5		094U2：083		T2713_.84.0832b08
30-039-01	金沢文庫本九方便	252	98	_	_	所_身	所_身			2								r'5		094U2：083		T2713_.84.0832b08
30-039-01	金沢文庫本九方便	253	98	身	身	所_身	所_身			3								f1_		094U2：083		T2713_.84.0832b08
30-039-01	金沢文庫本九方便	254	99	及	及	及與	及与			1								f5		094U2：083		T2713_.84.0832b09
30-039-01	金沢文庫本九方便	255	99	與	与	及與	及与			2								e5		094U2：083		T2713_.84.0832b09
30-039-01	金沢文庫本九方便	256	100	無	無	無知	無知			1								fr5		094U2：083		T2713_.84.0832b09
30-039-01	金沢文庫本九方便	257	100	知	知	無知	無知			2								e5		094U2：083		T2713_.84.0832b09
30-039-01	金沢文庫本九方便	258	101	所	所	所害身	所害身			1								e'1_		094U2：083		T2713_.84.0832b09
30-039-01	金沢文庫本九方便	259	101	害	害	所害身	所害身			2								fr'1_		094U2：083		T2713_.84.0832b09
30-039-01	金沢文庫本九方便	260	101	身	身	所害身	所害身			3								f1_		094U2：083		T2713_.84.0832b09
30-039-01	金沢文庫本九方便	261	102	救	救	救攝	救攝			1								e1_		094U3：084		T2713_.84.0832b10
30-039-01	金沢文庫本九方便	262	102	攝	攝	救攝	救攝			2								e'1_		094U3：084		T2713_.84.0832b10
30-039-01	金沢文庫本九方便	263	103	歸	歸	歸依	歸依			1								ff1_		094U3：084		T2713_.84.0832b10
30-039-01	金沢文庫本九方便	264	104	令	令	令解脱	令解脱			1								f5		094U3：084		T2713_.84.0832b10
30-039-01	金沢文庫本九方便	265	104	解	解	令解脱	令解脱			2								r'5		094U3：084		T2713_.84.0832b10
30-039-01	金沢文庫本九方便	266	104	脱	脱	令解脱	令解脱			3								e5		094U3：084		T2713_.84.0832b10
30-039-01	金沢文庫本九方便	267	105	常	常	常當	常當			1								f5		094U3：084		T2713_.84.0832b11
30-039-01	金沢文庫本九方便	268	105	當	當	常當	常當			2								ff5		094U3：084		T2713_.84.0832b11
30-039-01	金沢文庫本九方便	269	106	利	利	利益	利益			1								r4		094U3：084		T2713_.84.0832b11
30-039-01	金沢文庫本九方便	270	106	益	益	利益	利益			2								e5		094U3：084		T2713_.84.0832b11
30-039-01	金沢文庫本九方便	271	107	諸	諸	諸含識	諸含識			1								f1_		094U3：084		T2713_.84.0832b11
30-039-01	金沢文庫本九方便	272	107	含	含	諸含識	諸含識			2								r'5		094U3：084		T2713_.84.0832b11
30-039-01	金沢文庫本九方便	273	107	識	識	諸含識	諸含識			3								e5		094U3：084		T2713_.84.0832b11
30-039-01	金沢文庫本九方便	274	108	十	十	十方	十方			1								ff1_		094U5：086		T2713_.84.0832b12
30-039-01	金沢文庫本九方便	275	108	方	方	十方	十方			2								ff5		094U5：086		T2713_.84.0832b12
30-039-01	金沢文庫本九方便	276	109	無	無	無量	無量			1		平濁	平濁＊					r4		094U5：086		T2713_.84.0832b12
30-039-01	金沢文庫本九方便	277	109	量	量	無量	無量			2			平濁＊					e5		094U5：086		T2713_.84.0832b12
30-039-01	金沢文庫本九方便	278	110	世	世	世界中	世界中			1								r5		094U5：086		T2713_.84.0832b12
30-039-01	金沢文庫本九方便	279	110	界	界	世界中	世界中			2								fr'1_		094U5：086		T2713_.84.0832b12
30-039-01	金沢文庫本九方便	280	110	中	中	世界中	世界中			3								f1_		094U5：086		T2713_.84.0832b12
30-039-01	金沢文庫本九方便	281	111	諸	諸	諸正	諸正			1								f1_		094U5：086		T2713_.84.0832c01
30-039-01	金沢文庫本九方便	282	111	正	正	諸正	諸正			2								e'1_		094U5：086		T2713_.84.0832c01
30-039-01	金沢文庫本九方便	283	112	遍	遍	遍知	遍知			1								ffr1_		094U5：086		T2713_.84.0832c01
30-039-01	金沢文庫本九方便	284	112	知	知	遍知	遍知			2								ff5		094U5：086		T2713_.84.0832c01
30-039-01	金沢文庫本九方便	285	113	大	大	大海衆	大海衆			1								r5		094U5：086		T2713_.84.0832c01
30-039-01	金沢文庫本九方便	286	113	海	海	大海衆	大海衆			2								e'1_		094U5：086		T2713_.84.0832c01
30-039-01	金沢文庫本九方便	287	113	衆	衆	大海衆	大海衆			3								ffr1_		094U5：086		T2713_.84.0832c01
30-039-01	金沢文庫本九方便	288	114	種	種	種々	種々（種）			1			＊上濁					e1_		094U6：087		T2713_.84.0832c02
30-039-01	金沢文庫本九方便	289	114	種	々（種）	種々	種々（種）			2		上濁	＊上濁					e'1_		094U6：087		T2713_.84.0832c02
30-039-01	金沢文庫本九方便	290	115	善	善	善巧	善巧			1								ffr1_		094U6：087		T2713_.84.0832c02
30-039-01	金沢文庫本九方便	291	115	巧	巧	善巧	善巧			2								e5		094U6：087		T2713_.84.0832c02
30-039-01	金沢文庫本九方便	292	116	方	方	方便力	方便力			1			＊去濁＊					f5		094U6：087		T2713_.84.0832c02
30-039-01	金沢文庫本九方便	293	116	便	便	方便力	方便力			2		去濁	＊去濁＊					r'5		094U6：087		T2713_.84.0832c02
30-039-01	金沢文庫本九方便	294	116	力	力	方便力	方便力			3			＊去濁＊					e5		094U6：087		T2713_.84.0832c02
30-039-01	金沢文庫本九方便	295	117	及	及	及諸	及諸			1								f5		094U6：087		T2713_.84.0832c03
30-039-01	金沢文庫本九方便	296	117	諸	諸	及諸	及諸			2								ff5		094U6：087		T2713_.84.0832c03
30-039-01	金沢文庫本九方便	297	118	佛	佛	佛子	佛子			1								r4		094U6：087		T2713_.84.0832c03
30-039-01	金沢文庫本九方便	298	118	子	子	佛子	佛子			2								e5		094U6：087		T2713_.84.0832c03
30-039-01	金沢文庫本九方便	299	119	爲	為	爲群生	為群生			1								e'1_		094U6：087		T2713_.84.0832c03
30-039-01	金沢文庫本九方便	300	119	群	群	爲群生	為群生			2								fr'1_		094U6：087		T2713_.84.0832c03
30-039-01	金沢文庫本九方便	301	119	生	生	爲群生	為群生			3								f1_		094U6：087		T2713_.84.0832c03
30-039-01	金沢文庫本九方便	302	120	諸	諸	諸有	諸有			1								f1_		094U7：088		T2713_.84.0832c04
30-039-01	金沢文庫本九方便	303	120	有	有	諸有	諸有			2								e'1_		094U7：088		T2713_.84.0832c04
30-039-01	金沢文庫本九方便	304	121	所	所	所修	所修			1								ffr1_		094U7：088		T2713_.84.0832c04
30-039-01	金沢文庫本九方便	305	121	修	修	所修	所修			2								ff5		094U7：088		T2713_.84.0832c04
30-039-01	金沢文庫本九方便	306	122	福	福	福業等	福業等			1			＊入濁＊					e5		094U7：088		T2713_.84.0832c04
30-039-01	金沢文庫本九方便	307	122	業	業	福業等	福業等			2		入濁	＊入濁＊					e'1_		094U7：088		T2713_.84.0832c04
30-039-01	金沢文庫本九方便	308	122	等	等	福業等	福業等			3			＊入濁＊					e5		094U7：088		T2713_.84.0832c04
30-039-01	金沢文庫本九方便	309	123	我	我	我今	我今			1		上濁	上濁＊					e1_		094U7：088		T2713_.84.0832c05
30-039-01	金沢文庫本九方便	310	123	今	今	我今	我今			2			上濁＊					_f5		094U7：088		T2713_.84.0832c05
30-039-01	金沢文庫本九方便	311	124	一	一	一切	一切			1								e'1_		094U7：088		T2713_.84.0832c05
30-039-01	金沢文庫本九方便	312	124	切	切	一切	一切			2								ffr1_		094U7：088		T2713_.84.0832c05
30-039-01	金沢文庫本九方便	313	125	盡	盡	盡隨喜	盡随喜			1								r'5		094U7：088		T2713_.84.0832c05
30-039-01	金沢文庫本九方便	314	125	隨	随	盡隨喜	盡随喜			2								f5		094U7：088		T2713_.84.0832c05
30-039-01	金沢文庫本九方便	315	125	喜	喜	盡隨喜	盡随喜			3								e5		094U7：088		T2713_.84.0832c05
30-039-01	金沢文庫本九方便	316	126	我	我	我今	我今			1		上濁	上濁＊					e1_		094L1：090		T2713_.84.0832c06
30-039-01	金沢文庫本九方便	317	126	今	今	我今	我今			2			上濁＊					e'1_		094L1：090		T2713_.84.0832c06
30-039-01	金沢文庫本九方便	318	127	勸	勧	勸請	勧請			1								ffr1_		094L1：090		T2713_.84.0832c06
30-039-01	金沢文庫本九方便	319	127	請	請	勸請	勧請			2								e5		094L1：090		T2713_.84.0832c06
30-039-01	金沢文庫本九方便	320	128	諸	諸	諸如來	諸如来			1			＊平濁＊					f1_		094L1：090		T2713_.84.0832c06
30-039-01	金沢文庫本九方便	321	128	如	如	諸如來	諸如来			2		平濁	＊平濁＊					ff5		094L1：090		T2713_.84.0832c06
30-039-01	金沢文庫本九方便	322	128	來	来	諸如來	諸如来			3			＊平濁＊					r4		094L1：090		T2713_.84.0832c06
30-039-01	金沢文庫本九方便	323	129	菩	菩	菩提	菩提			1								e1_		094L1：090		T2713_.84.0832c07
30-039-01	金沢文庫本九方便	324	129	提	提	菩提	菩提			2								e'1_		094L1：090		T2713_.84.0832c07
30-039-01	金沢文庫本九方便	325	130	大	大	大心	大心			1								ffr1_		094L1：090		T2713_.84.0832c07
30-039-01	金沢文庫本九方便	326	130	心	心	大心	大心			2								ff5		094L1：090		T2713_.84.0832c07
30-039-01	金沢文庫本九方便	327	131	救	救	救世者	救世者			1								f5		094L1：090		T2713_.84.0832c07
30-039-01	金沢文庫本九方便	328	131	世	世	救世者	救世者			2								r'5		094L1：090		T2713_.84.0832c07
30-039-01	金沢文庫本九方便	329	131	者	者	救世者	救世者			3								f1_		094L1：090		T2713_.84.0832c07
30-039-01	金沢文庫本九方便	330	132	唯	唯	唯願	唯願			1			＊去濁					f5		094L2：091		T2713_.84.0832c08
30-039-01	金沢文庫本九方便	331	132	願	願	唯願	唯願			2		去濁	＊去濁					r'5		094L2：091		T2713_.84.0832c08
30-039-01	金沢文庫本九方便	332	133	普	普	普於	普於			1								ffr1_		094L2：091		T2713_.84.0832c08
30-039-01	金沢文庫本九方便	333	133	於	於	普於	普於			2								ff5		094L2：091		T2713_.84.0832c08
30-039-01	金沢文庫本九方便	334	134	十	十	十方界	十方界			1								e5		094L2：091		T2713_.84.0832c08
30-039-01	金沢文庫本九方便	335	134	方	方	十方界	十方界			2								f1_		094L2：091		T2713_.84.0832c08
30-039-01	金沢文庫本九方便	336	134	界	界	十方界	十方界			3								fr5		094L2：091		T2713_.84.0832c08
30-039-01	金沢文庫本九方便	337	135	恆	恒	恆以	恒以			1				コウ	コウ＊			e1_		094L2：091		T2713_.84.0832c09
30-039-01	金沢文庫本九方便	338	135	以	以	恆以	恒以			2					コウ＊			e'1_		094L2：091		T2713_.84.0832c09
30-039-01	金沢文庫本九方便	339	136	大	大	大雲	大雲			1								ffr1_		094L2：091		T2713_.84.0832c09
30-039-01	金沢文庫本九方便	340	136	雲	雲	大雲	大雲			2								ff5		094L2：091		T2713_.84.0832c09
30-039-01	金沢文庫本九方便	341	137	降	降	降法雨	降法雨			1								f5		094L2：091		T2713_.84.0832c09
30-039-01	金沢文庫本九方便	342	137	法	法	降法雨	降法雨			2								e'1_		094L2：091		T2713_.84.0832c09
30-039-01	金沢文庫本九方便	343	137	雨	雨	降法雨	降法雨			3								e5		094L2：091		T2713_.84.0832c09
30-039-01	金沢文庫本九方便	344	138	願	願	願令	願令			1		去濁	去濁＊					e1_		094L4：093		T2713_.84.0832c10
30-039-01	金沢文庫本九方便	345	138	令	令	願令	願令			2			去濁＊					e'1_		094L4：093		T2713_.84.0832c10
30-039-01	金沢文庫本九方便	346	139	凡	凡	凡夫	凡夫			1								ffr1_		094L4：093		T2713_.84.0832c10
30-039-01	金沢文庫本九方便	347	139	夫	夫	凡夫	凡夫			2								ff5		094L4：093		T2713_.84.0832c10
30-039-01	金沢文庫本九方便	348	140	所	所	所住處	所住處			1					＊＊シヨ			f1_		094L4：093		T2713_.84.0832c10
30-039-01	金沢文庫本九方便	349	140	住	住	所住處	所住處			2					＊＊シヨ			f1_		094L4：093		T2713_.84.0832c10
30-039-01	金沢文庫本九方便	350	140	處	處	所住處	所住處			3				シヨ	＊＊シヨ			fr5		094L4：093		T2713_.84.0832c10
30-039-01	金沢文庫本九方便	351	141	速	速	速捨	速捨			1								e1_		094L4：093		T2713_.84.0832c11
30-039-01	金沢文庫本九方便	352	141	捨	捨	速捨	速捨			2								e'1_		094L4：093		T2713_.84.0832c11
30-039-01	金沢文庫本九方便	353	142	衆	衆	衆苦	衆苦			1					＊コ			ffr1_		094L4：093		T2713_.84.0832c11
30-039-01	金沢文庫本九方便	354	142	苦	苦	衆苦	衆苦			2				コ	＊コ			ff5		094L4：093		T2713_.84.0832c11
30-039-01	金沢文庫本九方便	355	143	所	所	所集身	所集身			1								e'1_		094L4：093		T2713_.84.0832c11
30-039-01	金沢文庫本九方便	356	143	集	集	所集身	所集身			2								fr'1_		094L4：093		T2713_.84.0832c11
30-039-01	金沢文庫本九方便	357	143	身	身	所集身	所集身			3								f1_		094L4：093		T2713_.84.0832c11
30-039-01	金沢文庫本九方便	358	144	當	當	當得	當得			1								f5		094L5：094		T2713_.84.0832c12
30-039-01	金沢文庫本九方便	359	144	得	得	當得	當得			2								r'5		094L5：094		T2713_.84.0832c12
30-039-01	金沢文庫本九方便	360	145	至	至	至於	至於			1								ffr1_		094L5：094		T2713_.84.0832c12
30-039-01	金沢文庫本九方便	361	145	於	於	至於	至於			2								ff5		094L5：094		T2713_.84.0832c12
30-039-01	金沢文庫本九方便	362	146	無	無	無垢所	無垢所			1		平濁	平濁＊＊					e5		094L5：094		T2713_.84.0832c12
30-039-01	金沢文庫本九方便	363	146	垢	垢	無垢所	無垢所			2			平濁＊＊					f1_		094L5：094		T2713_.84.0832c12
30-039-01	金沢文庫本九方便	364	146	所	所	無垢所	無垢所			3			平濁＊＊					fr5		094L5：094		T2713_.84.0832c12
30-039-01	金沢文庫本九方便	365	147	安	安	安住	安住			1								e1_		094L5：094		T2713_.84.0833a01
30-039-01	金沢文庫本九方便	366	147	住	住	安住	安住			2								e'1_		094L5：094		T2713_.84.0833a01
30-039-01	金沢文庫本九方便	367	148	清	清	清淨	清浄			1								f1_		094L5：094		T2713_.84.0833a01
30-039-01	金沢文庫本九方便	368	148	淨	浄	清淨	清浄			2								f5		094L5：094		T2713_.84.0833a01
30-039-01	金沢文庫本九方便	369	149	法	法	法界身	法界身			1								e'1_		094L5：094		T2713_.84.0833a01
30-039-01	金沢文庫本九方便	370	149	界	界	法界身	法界身			2								fr'1_		094L5：094		T2713_.84.0833a01
30-039-01	金沢文庫本九方便	371	149	身	身	法界身	法界身			3								f1_		094L5：094		T2713_.84.0833a01
30-039-01	金沢文庫本九方便	372	150	所	所	所修	所修			1								e1_		094L7：096		T2713_.84.0833a02
30-039-01	金沢文庫本九方便	373	150	修	修	所修	所修			2								e1_		094L7：096		T2713_.84.0833a02
30-039-01	金沢文庫本九方便	374	151	一	一	一切	一切			1								e1_		094L7：096		T2713_.84.0833a02
30-039-01	金沢文庫本九方便	375	151	切	切	一切	一切			2								ffr1_		094L7：096		T2713_.84.0833a02
30-039-01	金沢文庫本九方便	376	152	衆	衆	衆善業	衆善業			1			＊＊入濁					f1_		094L7：096		T2713_.84.0833a02
30-039-01	金沢文庫本九方便	377	152	善	善	衆善業	衆善業			2			＊＊入濁					fr5		094L7：096		T2713_.84.0833a02
30-039-01	金沢文庫本九方便	378	152	業	業	衆善業	衆善業			3		入濁	＊＊入濁					e5		094L7：096		T2713_.84.0833a02
30-039-01	金沢文庫本九方便	379	153	利	利	利益	利益			1								r1_		094L7：096		T2713_.84.0833a03
30-039-01	金沢文庫本九方便	380	153	益	益	利益	利益			2								r1_		094L7：096		T2713_.84.0833a03
30-039-01	金沢文庫本九方便	381	154	切	切	一切	一切			2								ffr1_		094L7：096		T2713_.84.0833a03
30-039-01	金沢文庫本九方便	382	155	衆	衆	衆生故	衆生故			1								f1_		094L7：096		T2713_.84.0833a03
30-039-01	金沢文庫本九方便	383	155	生	生	衆生故	衆生故			2								f1_		094L7：096		T2713_.84.0833a03
30-039-01	金沢文庫本九方便	384	155	故	故	衆生故	衆生故			3								fr5		094L7：096		T2713_.84.0833a03
30-039-01	金沢文庫本九方便	385	156	我	我	我今	我今			1		上濁	上濁＊					e1_		095U1：097		T2713_.84.0833a04
30-039-01	金沢文庫本九方便	386	156	今	今	我今	我今			2			上濁＊					_ff5		095U1：097		T2713_.84.0833a04
30-039-01	金沢文庫本九方便	387	157	盡	盡	盡皆	盡皆			1								r4		095U1：097		T2713_.84.0833a04
30-039-01	金沢文庫本九方便	388	157	皆	皆	盡皆	盡皆			2								e5		095U1：097		T2713_.84.0833a04
30-039-01	金沢文庫本九方便	389	158	正	正	正廻向	正廻向			1								r'5		095U1：097		T2713_.84.0833a04
30-039-01	金沢文庫本九方便	390	158	廻	廻	正廻向	正廻向			2								f1_		095U1：097		T2713_.84.0833a04
30-039-01	金沢文庫本九方便	391	158	向	向	正廻向	正廻向			3								fr5		095U1：097		T2713_.84.0833a04
30-039-01	金沢文庫本九方便	392	159	除	除	除生	除生			1								e5		095U1：097		T2713_.84.0833a05
30-039-01	金沢文庫本九方便	393	159	生	生	除生	除生			2								f1_		095U1：097		T2713_.84.0833a05
30-039-01	金沢文庫本九方便	394	160	死	死	死苦	死苦			1								rr5		095U1：097		T2713_.84.0833a05
30-039-01	金沢文庫本九方便	395	160	苦	苦	死苦	死苦			2								fr1_		095U1：097		T2713_.84.0833a05
30-039-01	金沢文庫本九方便	396	161	至	至	至菩提	至菩提			1								ffr1_		095U1：097		T2713_.84.0833a05
30-039-01	金沢文庫本九方便	397	161	菩	菩	至菩提	至菩提			2								e4		095U1：097		T2713_.84.0833a05
30-039-01	金沢文庫本九方便	398	161	提	提	至菩提	至菩提			3								e4		095U1：097		T2713_.84.0833a05
30-039-01	金沢文庫本九方便	399	162	歸	帰	歸命	帰命			1								e1_		095U2：098		T2713_.84.0833a06
30-039-01	金沢文庫本九方便	400	162	命	命	歸命	帰命			2								e1_		095U2：098		T2713_.84.0833a06
30-039-01	金沢文庫本九方便	401	163	頂	頂	頂禮	頂礼			1								ffr1_		095U2：098		T2713_.84.0833a06
30-039-01	金沢文庫本九方便	402	163	禮	礼	頂禮	頂礼			2								e5		095U2：098		T2713_.84.0833a06
30-039-01	金沢文庫本九方便	403	164	大	大	大悲	大悲			1								r'5		095U2：098		T2713_.84.0833a06
30-039-01	金沢文庫本九方便	404	164	悲	悲	大悲	大悲			2								e4		095U2：098		T2713_.84.0833a06
30-039-01	金沢文庫本九方便	405	165	_	_	_盧遮那佛	_盧遮那佛			1								e4		095U2：098		T2713_.84.0833a06
30-039-01	金沢文庫本九方便	406	165	盧	盧	_盧遮那佛	_盧遮那佛			2								e4		095U2：098		T2713_.84.0833a06
30-039-01	金沢文庫本九方便	407	165	遮	遮	_盧遮那佛	_盧遮那佛			3								f4		095U2：098		T2713_.84.0833a06
30-039-01	金沢文庫本九方便	408	165	那	那	_盧遮那佛	_盧遮那佛			4								e4		095U2：098		T2713_.84.0833a06
30-039-01	金沢文庫本九方便	409	165	佛	佛	_盧遮那佛	_盧遮那佛			5								rF4		095U2：098		T2713_.84.0833a06
30-039-01	金沢文庫本九方便	410	166	曩	曩	曩莫	曩莫			1								e1_		095U3：099	音写字	T2713_.84.0833a07
30-039-01	金沢文庫本九方便	411	166	莫	莫	曩莫	曩莫			2								e1_		095U3：099	音写字	T2713_.84.0833a07
30-039-01	金沢文庫本九方便	412	167	三	三	三_多縛	三_多縛			1			＊＊平濁上濁					e5		095U3：099	音写字	T2713_.84.0833a07
30-039-01	金沢文庫本九方便	413	167	_	_	三_多縛	三_多縛			2			＊＊平濁上濁					e5		095U3：099	音写字	T2713_.84.0833a07
30-039-01	金沢文庫本九方便	414	167	多	多	三_多縛	三_多縛			3		平濁	＊＊平濁上濁					e5		095U3：099	音写字	T2713_.84.0833a07
30-039-01	金沢文庫本九方便	415	167	縛	縛	三_多縛	三_多縛			4		上濁	＊＊平濁上濁					e1_		095U3：099	音写字	T2713_.84.0833a07
30-039-01	金沢文庫本九方便	416	168	縛	縛	縛曰羅	縛曰羅			1		平濁	平濁平濁＊					e5		095U4：100	音写字	T2713_.84.0833a08
30-039-01	金沢文庫本九方便	417	168	曰	曰	縛曰羅	縛曰羅			2		平濁	平濁平濁＊					e5		095U4：100	音写字	T2713_.84.0833a08
30-039-01	金沢文庫本九方便	418	168	羅	羅	縛曰羅	縛曰羅			3			平濁平濁＊					e5		095U4：100	音写字	T2713_.84.0833a08
30-039-01	金沢文庫本九方便	419	169	怛	怛	怛摩句含	怛摩句含			1								e1_		095U4：100	音写字	T2713_.84.0833a08
30-039-01	金沢文庫本九方便	420	169	摩	摩	怛摩句含	怛摩句含			2								e5		095U4：100	音写字	T2713_.84.0833a08
30-039-01	金沢文庫本九方便	421	169	句	句	怛摩句含	怛摩句含			3								e1_		095U4：100	音写字	T2713_.84.0833a08
30-039-01	金沢文庫本九方便	422	169	含	含	怛摩句含	怛摩句含			4								f1_		095U4：100	音写字	T2713_.84.0833a08
30-039-01	金沢文庫本九方便	423	170	曩	曩	曩莫	曩莫			1								e1_		095U5：101	音写字	T2713_.84.0833a09
30-039-01	金沢文庫本九方便	424	170	莫	莫	曩莫	曩莫			2								e1_		095U5：101	音写字	T2713_.84.0833a09
30-039-01	金沢文庫本九方便	425	171	三	三	三_多縛	三_多縛			1			＊＊平濁上濁					e5		095U5：101	音写字	T2713_.84.0833a09
30-039-01	金沢文庫本九方便	426	171	_	_	三_多縛	三_多縛			2			＊＊平濁上濁					e5		095U5：101	音写字	T2713_.84.0833a09
30-039-01	金沢文庫本九方便	427	171	多	多	三_多縛	三_多縛			3		平濁	＊＊平濁上濁					e5		095U5：101	音写字	T2713_.84.0833a09
30-039-01	金沢文庫本九方便	428	171	縛	縛	三_多縛	三_多縛			4		上濁	＊＊平濁上濁					e1_		095U5：101	音写字	T2713_.84.0833a09
30-039-01	金沢文庫本九方便	429	172	_	_	_賀阿者邏迦拏者_娑駄耶	_賀阿者邏迦拏者_娑駄耶			1			＊＊＊＊＊上濁平濁＊＊＊＊＊					e5		095U6：102	音写字	T2713_.84.0833a10
30-039-01	金沢文庫本九方便	430	172	賀	賀	_賀阿者邏迦拏者_娑駄耶	_賀阿者邏迦拏者_娑駄耶			2			＊＊＊＊＊上濁平濁＊＊＊＊＊					e1_		095U6：102	音写字	T2713_.84.0833a10
