資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考	Unnamed: 22
30-022-01	唯信鈔文意_専修寺_正月十一日本	27	14	號	號	如來尊號甚分明	如來尊號甚分明			4	2			カウ	ニヨライソンカウシムフンミヤウ					6.3		如來尊號甚分明
30-022-01	唯信鈔文意_専修寺_正月十一日本	28	14	甚	甚	如來尊號甚分明	如來尊號甚分明			5	2			シム	ニヨライソンカウシムフンミヤウ					6.3		如來尊號甚分明
30-022-01	唯信鈔文意_専修寺_正月十一日本	29	14	分	分	如來尊號甚分明	如來尊號甚分明			6	2			フン	ニヨライソンカウシムフンミヤウ					6.3		如來尊號甚分明
30-022-01	唯信鈔文意_専修寺_正月十一日本	30	14	明	明	如來尊號甚分明	如來尊號甚分明			7	2			ミヤウ	ニヨライソンカウシムフンミヤウ					6.3		如來尊號甚分明
30-022-01	唯信鈔文意_専修寺_正月十一日本	31	15	十	十	十方世界普流行	十方世界普流行			1	2			シフ	シフハウセカイフルキヤウ					6.3		十方世界普流行
30-022-01	唯信鈔文意_専修寺_正月十一日本	32	15	方	方	十方世界普流行	十方世界普流行			2	2			ハウ	シフハウセカイフルキヤウ					6.3		十方世界普流行
30-022-01	唯信鈔文意_専修寺_正月十一日本	33	15	世	世	十方世界普流行	十方世界普流行			3	1			セ	シフハウセカイフルキヤウ					6.3		十方世界普流行
30-022-01	唯信鈔文意_専修寺_正月十一日本	34	15	界	界	十方世界普流行	十方世界普流行			4	2			カイ	シフハウセカイフルキヤウ					6.3		十方世界普流行
30-022-01	唯信鈔文意_専修寺_正月十一日本	35	15	普	普	十方世界普流行	十方世界普流行			5	1			フ	シフハウセカイフルキヤウ					6.3		十方世界普流行
30-022-01	唯信鈔文意_専修寺_正月十一日本	36	15	流	流	十方世界普流行	十方世界普流行			6	1			ル	シフハウセカイフルキヤウ					6.3		十方世界普流行
30-022-01	唯信鈔文意_専修寺_正月十一日本	37	15	行	行	十方世界普流行	十方世界普流行			7	2			キヤウ	シフハウセカイフルキヤウ					6.3		十方世界普流行
30-022-01	唯信鈔文意_専修寺_正月十一日本	38	16	但	但	但有稱名皆得往	但有稱名皆得往			1	2			タン	タンウシヨウミヤウカイトクワウ					6.4		但有稱名皆得往
30-022-01	唯信鈔文意_専修寺_正月十一日本	39	16	有	有	但有稱名皆得往	但有稱名皆得往			2	1			ウ	タンウシヨウミヤウカイトクワウ					6.4		但有稱名皆得往
30-022-01	唯信鈔文意_専修寺_正月十一日本	40	16	稱	稱	但有稱名皆得往	但有稱名皆得往			3	2			シヨウ	タンウシヨウミヤウカイトクワウ					6.4		但有稱名皆得往
30-022-01	唯信鈔文意_専修寺_正月十一日本	41	16	名	名	但有稱名皆得往	但有稱名皆得往			4	2			ミヤウ	タンウシヨウミヤウカイトクワウ					6.4		但有稱名皆得往
30-022-01	唯信鈔文意_専修寺_正月十一日本	42	16	皆	皆	但有稱名皆得往	但有稱名皆得往			5	2			カイ	タンウシヨウミヤウカイトクワウ					6.4		但有稱名皆得往
30-022-01	唯信鈔文意_専修寺_正月十一日本	43	16	得	得	但有稱名皆得往	但有稱名皆得往			6	2			トク	タンウシヨウミヤウカイトクワウ					6.4		但有稱名皆得往
30-022-01	唯信鈔文意_専修寺_正月十一日本	44	16	往	往	但有稱名皆得往	但有稱名皆得往			7	2			ワウ	タンウシヨウミヤウカイトクワウ					6.4		但有稱名皆得往
30-022-01	唯信鈔文意_専修寺_正月十一日本	45	17	觀	觀	觀音勢主自來迎	觀音勢主自來迎			1	2			クワン	クワンオムセイシシライカウ					6.4		觀音勢主自來迎
30-022-01	唯信鈔文意_専修寺_正月十一日本	46	17	音	音	觀音勢主自來迎	觀音勢主自來迎			2	2			オム	クワンオムセイシシライカウ					6.4		觀音勢主自來迎
30-022-01	唯信鈔文意_専修寺_正月十一日本	47	17	勢	勢	觀音勢主自來迎	觀音勢主自來迎			3	2			セイ	クワンオムセイシシライカウ					6.4		觀音勢主自來迎
30-022-01	唯信鈔文意_専修寺_正月十一日本	48	17	主	主	觀音勢主自來迎	觀音勢主自來迎			4	1			シ	クワンオムセイシシライカウ					6.4		觀音勢主自來迎
30-022-01	唯信鈔文意_専修寺_正月十一日本	49	17	自	自	觀音勢主自來迎	觀音勢主自來迎			5	1			シ	クワンオムセイシシライカウ					6.4		觀音勢主自來迎
30-022-01	唯信鈔文意_専修寺_正月十一日本	50	17	來	來	觀音勢主自來迎	觀音勢主自來迎			6	2			ライ	クワンオムセイシシライカウ					6.4		觀音勢主自來迎
30-022-01	唯信鈔文意_専修寺_正月十一日本	51	17	迎	迎	觀音勢主自來迎	觀音勢主自來迎			7	2			カウ	クワンオムセイシシライカウ					6.4		觀音勢主自來迎
30-022-01	唯信鈔文意_専修寺_正月十一日本	52	18	无	无	无_光如來	无_光如來			1	1			ム	ムケクワウ＊＊					7.1		无_光如來
30-022-01	唯信鈔文意_専修寺_正月十一日本	53	18	_	_	无_光如來	无_光如來			2	1			ケ	ムケクワウ＊＊					7.1		无_光如來
30-022-01	唯信鈔文意_専修寺_正月十一日本	54	18	光	光	无_光如來	无_光如來			3	2			クワウ	ムケクワウ＊＊					7.1		无_光如來
30-022-01	唯信鈔文意_専修寺_正月十一日本	55	19	尊	尊	尊號	尊號			1	2			ソン	ソンカウ					7.1		尊號
30-022-01	唯信鈔文意_専修寺_正月十一日本	56	19	號	号	尊號	尊號			2	2			カウ	ソンカウ					7.1		尊號
30-022-01	唯信鈔文意_専修寺_正月十一日本	57	20	尊	尊	尊	尊			1	2			ソン	ソン					7.2		尊
30-022-01	唯信鈔文意_専修寺_正月十一日本	58	21	號	号	號	号			1	2			カウ	カウ					7.3		号
30-022-01	唯信鈔文意_専修寺_正月十一日本	59	22	名	名	名	名			1	2			ミヤウ	ミヤウ					7.5		名
30-022-01	唯信鈔文意_専修寺_正月十一日本	60	23	如	如	如來	如來			1	1			ニヨ	ニヨライ					8.1		如來
30-022-01	唯信鈔文意_専修寺_正月十一日本	61	23	來	來	如來	如來			2	2			ライ	ニヨライ					8.1		如來
30-022-01	唯信鈔文意_専修寺_正月十一日本	62	24	尊	尊	尊號	尊號			1	2			（虫）	（虫）カウ					8.1	虫損	尊號
30-022-01	唯信鈔文意_専修寺_正月十一日本	63	24	號	號	尊號	尊號			2	2			カウ	（虫）カウ					8.2		尊號
30-022-01	唯信鈔文意_専修寺_正月十一日本	64	25	不	不	不可稱	不可稱			1	1			フ	フカシヨウ					8.2		不可稱
30-022-01	唯信鈔文意_専修寺_正月十一日本	65	25	可	可	不可稱	不可稱			2	1			カ	フカシヨウ					8.2		不可稱
30-022-01	唯信鈔文意_専修寺_正月十一日本	66	25	稱	稱	不可稱	不可稱			3	2			シヨウ	フカシヨウ					8.2		不可稱
30-022-01	唯信鈔文意_専修寺_正月十一日本	67	26	不	不	不可説	不可説			1	1			フ	フカセチ					8.2		不可説
30-022-01	唯信鈔文意_専修寺_正月十一日本	68	26	可	可	不可説	不可説			2	1			カ	フカセチ					8.2		不可説
30-022-01	唯信鈔文意_専修寺_正月十一日本	69	26	説	説	不可説	不可説			3	2			セチ	フカセチ					8.2		不可説
30-022-01	唯信鈔文意_専修寺_正月十一日本	70	27	不	不	不可思議	不可思議			1	1			フ	フカシキ					8.2		不可思議
30-022-01	唯信鈔文意_専修寺_正月十一日本	71	27	可	可	不可思議	不可思議			2	1			カ	フカシキ					8.2		不可思議
30-022-01	唯信鈔文意_専修寺_正月十一日本	72	27	思	思	不可思議	不可思議			3	1			シ	フカシキ					8.2		不可思議
30-022-01	唯信鈔文意_専修寺_正月十一日本	73	27	議	議	不可思議	不可思議			4	1			キ	フカシキ					8.2		不可思議
30-022-01	唯信鈔文意_専修寺_正月十一日本	74	28	切	切	一切衆生	一切衆生			2	2			サイ	＊サイシユシヤウ					8.3		一切衆生
30-022-01	唯信鈔文意_専修寺_正月十一日本	75	28	衆	衆	一切衆生	一切衆生			3	1			シユ	＊サイシユシヤウ					8.3		一切衆生
30-022-01	唯信鈔文意_専修寺_正月十一日本	76	28	生	生	一切衆生	一切衆生			4	2			シヤウ	＊サイシユシヤウ					8.3		一切衆生
30-022-01	唯信鈔文意_専修寺_正月十一日本	77	29	无	无	无上	无上			1	1			ム	ムシヤウ					8.3		无上
30-022-01	唯信鈔文意_専修寺_正月十一日本	78	29	上	上	无上	无上			2	2			シヤウ	ムシヤウ					8.3		无上
30-022-01	唯信鈔文意_専修寺_正月十一日本	79	30	大	大	大般涅槃	大般涅槃			1	2			タイ	タイハチネチハン					8.3		大般涅槃
30-022-01	唯信鈔文意_専修寺_正月十一日本	80	30	般	般	大般涅槃	大般涅槃			2	2			ハチ	タイハチネチハン					8.3		大般涅槃
30-022-01	唯信鈔文意_専修寺_正月十一日本	81	30	涅	涅	大般涅槃	大般涅槃			3	2			ネチ	タイハチネチハン					8.4		大般涅槃
30-022-01	唯信鈔文意_専修寺_正月十一日本	82	30	槃	槃	大般涅槃	大般涅槃			4	2			ハン	タイハチネチハン					8.4		大般涅槃
30-022-01	唯信鈔文意_専修寺_正月十一日本	83	31	大	大	大悲	大悲			1	2			タイ	タイヒ					8.4		大悲
30-022-01	唯信鈔文意_専修寺_正月十一日本	84	31	悲	悲	大悲	大悲			2	1			ヒ	タイヒ					8.4		大悲
30-022-01	唯信鈔文意_専修寺_正月十一日本	85	32	如	如	如來	如來			1	1			ニヨ	ニヨライ					9.1		如來
30-022-01	唯信鈔文意_専修寺_正月十一日本	86	32	來	來	如來	如來			2	2			ライ	ニヨライ					9.1		如來
30-022-01	唯信鈔文意_専修寺_正月十一日本	87	33	名	名	名號	名号			1	2			ミヤウ	ミヤウカウ					9.1		名号
30-022-01	唯信鈔文意_専修寺_正月十一日本	88	33	號	号	名號	名号			2	2			カウ	ミヤウカウ					9.1		名号
30-022-01	唯信鈔文意_専修寺_正月十一日本	89	34	誓	誓	誓願	誓願			1	2			セイ	セイクワン					9.2		誓願
30-022-01	唯信鈔文意_専修寺_正月十一日本	90	34	願	願	誓願	誓願			2	2			クワン	セイクワン					9.2		誓願
30-022-01	唯信鈔文意_専修寺_正月十一日本	91	35	甚	甚	甚分明	甚分明			1	2			シム	シムフンミヤウ					9.2		甚分明
30-022-01	唯信鈔文意_専修寺_正月十一日本	92	35	分	分	甚分明	甚分明			2	2			フン	シムフンミヤウ					9.2		甚分明
30-022-01	唯信鈔文意_専修寺_正月十一日本	93	35	明	明	甚分明	甚分明			3	2			ミヤウ	シムフンミヤウ					9.2		甚分明
30-022-01	唯信鈔文意_専修寺_正月十一日本	94	36	甚	甚	甚	甚			1	2			シム	シム					9.3		甚
30-022-01	唯信鈔文意_専修寺_正月十一日本	95	37	分	分	分	分			1	2			フン	フン					9.4		分
30-022-01	唯信鈔文意_専修寺_正月十一日本	96	38	衆	衆	衆生	衆生			1	1			シユ	シユシヤウ					9.5		衆生
30-022-01	唯信鈔文意_専修寺_正月十一日本	97	38	生	生	衆生	衆生			2	2			シヤウ	シユシヤウ					9.5		衆生
30-022-01	唯信鈔文意_専修寺_正月十一日本	98	39	明	明	明	明			1	2			ミヤウ	ミヤウ					9.5		明
30-022-01	唯信鈔文意_専修寺_正月十一日本	99	40	切	切	十方一切衆生	十方一切衆生			4	2			サイ	＊＊＊サイシユシヤウ					10.1		十方一切衆生
30-022-01	唯信鈔文意_専修寺_正月十一日本	100	40	衆	衆	十方一切衆生	十方一切衆生			5	1			シユ	＊＊＊サイシユシヤウ					10.1		十方一切衆生
30-022-01	唯信鈔文意_専修寺_正月十一日本	101	40	生	生	十方一切衆生	十方一切衆生			6	2			シヤウ	＊＊＊サイシユシヤウ					10.1		十方一切衆生
30-022-01	唯信鈔文意_専修寺_正月十一日本	102	41	十	十	十方世界	十方世界			1	2			シフ	シフハウセカイ					10.4		十方世界
30-022-01	唯信鈔文意_専修寺_正月十一日本	103	41	方	方	十方世界	十方世界			2	2			ハウ	シフハウセカイ					10.4		十方世界
30-022-01	唯信鈔文意_専修寺_正月十一日本	104	41	世	世	十方世界	十方世界			3	1			セ	シフハウセカイ					10.4		十方世界
30-022-01	唯信鈔文意_専修寺_正月十一日本	105	41	界	界	十方世界	十方世界			4	2			カイ	シフハウセカイ					10.4		十方世界
30-022-01	唯信鈔文意_専修寺_正月十一日本	106	42	普	普	普流行	普流行			1	1			フ	フルキヤウ					10.4		普流行
30-022-01	唯信鈔文意_専修寺_正月十一日本	107	42	流	流	普流行	普流行			2	1			ル	フルキヤウ					10.4		普流行
30-022-01	唯信鈔文意_専修寺_正月十一日本	108	42	行	行	普流行	普流行			3	2			キヤウ	フルキヤウ					10.4		普流行
30-022-01	唯信鈔文意_専修寺_正月十一日本	109	43	普	普	普	普			1	1			フ	フ					10.4		普
30-022-01	唯信鈔文意_専修寺_正月十一日本	110	44	流	流	流行	流行			1	1			ル	ルキヤウ					10.4		流行
30-022-01	唯信鈔文意_専修寺_正月十一日本	111	44	行	行	流行	流行			2	2			キヤウ	ルキヤウ					10.4		流行
30-022-01	唯信鈔文意_専修寺_正月十一日本	112	45	方	方	十方微塵世界	十方微塵世界			2	2			ハウ	＊ハウミチンセカイ					11.1		十方微塵世界
30-022-01	唯信鈔文意_専修寺_正月十一日本	113	45	微	微	十方微塵世界	十方微塵世界			3	1			ミ	＊ハウミチンセカイ					11.1		十方微塵世界
30-022-01	唯信鈔文意_専修寺_正月十一日本	114	45	塵	塵	十方微塵世界	十方微塵世界			4	2			チン	＊ハウミチンセカイ					11.1		十方微塵世界
30-022-01	唯信鈔文意_専修寺_正月十一日本	115	45	世	世	十方微塵世界	十方微塵世界			5	1			セ	＊ハウミチンセカイ					11.1		十方微塵世界
30-022-01	唯信鈔文意_専修寺_正月十一日本	116	45	界	界	十方微塵世界	十方微塵世界			6	2			カイ	＊ハウミチンセカイ					11.1		十方微塵世界
30-022-01	唯信鈔文意_専修寺_正月十一日本	117	46	大	大	大小	大小			1	2			タイ	タイセウ					11.3		大小
30-022-01	唯信鈔文意_専修寺_正月十一日本	118	46	小	小	大小	大小			2	2			セウ	タイセウ					11.3		大小
30-022-01	唯信鈔文意_専修寺_正月十一日本	119	47	聖	聖	聖人	聖人			1	2			シヤウ	シヤウニン					11.3		聖人
30-022-01	唯信鈔文意_専修寺_正月十一日本	120	47	人	人	聖人	聖人			2	2			ニン	シヤウニン					11.3		聖人
30-022-01	唯信鈔文意_専修寺_正月十一日本	121	48	善	善	善惡	善惡			1	2			セン	センアク					11.3		善惡
30-022-01	唯信鈔文意_専修寺_正月十一日本	122	48	惡	惡	善惡	善惡			2	2			アク	センアク					11.3		善惡
30-022-01	唯信鈔文意_専修寺_正月十一日本	123	49	凡	凡	凡夫	凡夫			1	2			ホム	ホムフ					11.3		凡夫
30-022-01	唯信鈔文意_専修寺_正月十一日本	124	49	夫	夫	凡夫	凡夫			2	1			フ	ホムフ					11.3		凡夫
30-022-01	唯信鈔文意_専修寺_正月十一日本	125	50	自	自	自力	自力			1	1			シ	シリキ					11.4		自力
30-022-01	唯信鈔文意_専修寺_正月十一日本	126	50	力	力	自力	自力			2	2			リキ	シリキ					11.4		自力
30-022-01	唯信鈔文意_専修寺_正月十一日本	127	51	智	智	智慧	智慧			1	1			チ	チヱ					11.4		智慧
30-022-01	唯信鈔文意_専修寺_正月十一日本	128	51	慧	慧	智慧	智慧			2	1			ヱ	チヱ					11.4		智慧
30-022-01	唯信鈔文意_専修寺_正月十一日本	129	52	大	大	大涅槃	大涅槃			1	2			タイ	タイネチハン					11.5		大涅槃
30-022-01	唯信鈔文意_専修寺_正月十一日本	130	52	涅	涅	大涅槃	大涅槃			2	2			ネチ	タイネチハン					11.5		大涅槃
30-022-01	唯信鈔文意_専修寺_正月十一日本	131	52	槃	槃	大涅槃	大涅槃			3	2			ハン	タイネチハン					11.5		大涅槃
30-022-01	唯信鈔文意_専修寺_正月十一日本	132	53	无	无	无_光佛	无_光佛			1	1			ム	ムケクワウフチ					11.5		无_光佛
30-022-01	唯信鈔文意_専修寺_正月十一日本	133	53	_	_	无_光佛	无_光佛			2	1			ケ	ムケクワウフチ					11.5		无_光佛
30-022-01	唯信鈔文意_専修寺_正月十一日本	134	53	光	光	无_光佛	无_光佛			3	2			クワウ	ムケクワウフチ					12.1		无_光佛
30-022-01	唯信鈔文意_専修寺_正月十一日本	135	53	佛	佛	无_光佛	无_光佛			4	2			フチ	ムケクワウフチ					12.1		无_光佛
30-022-01	唯信鈔文意_専修寺_正月十一日本	136	54	智	智	智慧	智慧			1	1			チ	チヱ					12.1		智慧
30-022-01	唯信鈔文意_専修寺_正月十一日本	137	54	慧	慧	智慧	智慧			2	1			ヱ	チヱ					12.1		智慧
30-022-01	唯信鈔文意_専修寺_正月十一日本	138	55	智	智	智	智			1	1			チ	チ					12.2		智
30-022-01	唯信鈔文意_専修寺_正月十一日本	139	56	願	願	願海	願海			1	2			クワン	クワンカイ					12.2		願海
30-022-01	唯信鈔文意_専修寺_正月十一日本	140	56	海	海	願海	願海			2	2			カイ	クワンカイ					12.2		願海
30-022-01	唯信鈔文意_専修寺_正月十一日本	141	57	切	切	一切諸佛	一切諸佛			2	2			サイ	＊サイシヨフチ					12.3		一切諸佛
30-022-01	唯信鈔文意_専修寺_正月十一日本	142	57	諸	諸	一切諸佛	一切諸佛			3	1			シヨ	＊サイシヨフチ					12.3		一切諸佛
30-022-01	唯信鈔文意_専修寺_正月十一日本	143	57	佛	佛	一切諸佛	一切諸佛			4	2			フチ	＊サイシヨフチ					12.3		一切諸佛
30-022-01	唯信鈔文意_専修寺_正月十一日本	144	58	智	智	智慧	智慧			1	1			チ	チヱ					12.3		智慧
30-022-01	唯信鈔文意_専修寺_正月十一日本	145	58	慧	慧	智慧	智慧			2	1			ヱ	チヱ					12.3		智慧
30-022-01	唯信鈔文意_専修寺_正月十一日本	146	59	光	光	光明	光明			1	2			クワウ	クワウミヤウ					12.4		光明
30-022-01	唯信鈔文意_専修寺_正月十一日本	147	59	明	明	光明	光明			2	2			ミヤウ	クワウミヤウ					12.4		光明
30-022-01	唯信鈔文意_専修寺_正月十一日本	148	60	智	智	智慧	智慧			1	1			チ	チヱ					12.4		智慧
30-022-01	唯信鈔文意_専修寺_正月十一日本	149	60	慧	慧	智慧	智慧			2	1			ヱ	チヱ					12.5		智慧
30-022-01	唯信鈔文意_専修寺_正月十一日本	150	61	但	但	但有稱名皆得往	但有稱名皆得往			1	2			タン	タンウシヨウミヤウカイトクワウ					12.5		但有稱名皆得往
30-022-01	唯信鈔文意_専修寺_正月十一日本	151	61	有	有	但有稱名皆得往	但有稱名皆得往			2	1			ウ	タンウシヨウミヤウカイトクワウ					12.5		但有稱名皆得往
30-022-01	唯信鈔文意_専修寺_正月十一日本	152	61	稱	稱	但有稱名皆得往	但有稱名皆得往			3	2			シヨウ	タンウシヨウミヤウカイトクワウ					12.5		但有稱名皆得往
30-022-01	唯信鈔文意_専修寺_正月十一日本	153	61	名	名	但有稱名皆得往	但有稱名皆得往			4	2			ミヤウ	タンウシヨウミヤウカイトクワウ					12.5		但有稱名皆得往
30-022-01	唯信鈔文意_専修寺_正月十一日本	154	61	皆	皆	但有稱名皆得往	但有稱名皆得往			5	2			カイ	タンウシヨウミヤウカイトクワウ					13.1		但有稱名皆得往
30-022-01	唯信鈔文意_専修寺_正月十一日本	155	61	得	得	但有稱名皆得往	但有稱名皆得往			6	2			トク	タンウシヨウミヤウカイトクワウ					13.1		但有稱名皆得往
30-022-01	唯信鈔文意_専修寺_正月十一日本	156	61	往	往	但有稱名皆得往	但有稱名皆得往			7	2			ワウ	タンウシヨウミヤウカイトクワウ					13.1		但有稱名皆得往
30-022-01	唯信鈔文意_専修寺_正月十一日本	157	62	但	但	但有	但有			1	2			タン	タンウ					13.1		但有
30-022-01	唯信鈔文意_専修寺_正月十一日本	158	62	有	有	但有	但有			2	1			ウ	タンウ					13.1		但有
30-022-01	唯信鈔文意_専修寺_正月十一日本	159	63	稱	稱	稱名皆得往	稱名皆得往			1	2			シヨウ	シヨウミヤウカイトクワウ					13.3		稱名皆得往
30-022-01	唯信鈔文意_専修寺_正月十一日本	160	63	名	名	稱名皆得往	稱名皆得往			2	2			ミヤウ	シヨウミヤウカイトクワウ					13.3		稱名皆得往
30-022-01	唯信鈔文意_専修寺_正月十一日本	161	63	皆	皆	稱名皆得往	稱名皆得往			3	2			カイ	シヨウミヤウカイトクワウ					13.3		稱名皆得往
30-022-01	唯信鈔文意_専修寺_正月十一日本	162	63	得	得	稱名皆得往	稱名皆得往			4	2			トク	シヨウミヤウカイトクワウ					13.3		稱名皆得往
30-022-01	唯信鈔文意_専修寺_正月十一日本	163	63	往	往	稱名皆得往	稱名皆得往			5	2			ワウ	シヨウミヤウカイトクワウ					13.3		稱名皆得往
30-022-01	唯信鈔文意_専修寺_正月十一日本	164	64	觀	觀	觀音勢至自來迎	觀音勢至自來迎			1	2			クワン	クワンオムセイシシライカウ					13.4		觀音勢至自來迎
30-022-01	唯信鈔文意_専修寺_正月十一日本	165	64	音	音	觀音勢至自來迎	觀音勢至自來迎			2	2			オム	クワンオムセイシシライカウ					13.4		觀音勢至自來迎
30-022-01	唯信鈔文意_専修寺_正月十一日本	166	64	勢	勢	觀音勢至自來迎	觀音勢至自來迎			3	2			セイ	クワンオムセイシシライカウ					13.4		觀音勢至自來迎
30-022-01	唯信鈔文意_専修寺_正月十一日本	167	64	至	至	觀音勢至自來迎	觀音勢至自來迎			4	1			シ	クワンオムセイシシライカウ					13.4		觀音勢至自來迎
30-022-01	唯信鈔文意_専修寺_正月十一日本	168	64	自	自	觀音勢至自來迎	觀音勢至自來迎			5	1			シ	クワンオムセイシシライカウ					13.4		觀音勢至自來迎
30-022-01	唯信鈔文意_専修寺_正月十一日本	169	64	來	來	觀音勢至自來迎	觀音勢至自來迎			6	2			ライ	クワンオムセイシシライカウ					13.4		觀音勢至自來迎
30-022-01	唯信鈔文意_専修寺_正月十一日本	170	64	迎	迎	觀音勢至自來迎	觀音勢至自來迎			7	2			カウ	クワンオムセイシシライカウ					13.4		觀音勢至自來迎
30-022-01	唯信鈔文意_専修寺_正月十一日本	171	65	智	智	智慧	智慧			1	1			チ	チヱ					13.5		智慧
30-022-01	唯信鈔文意_専修寺_正月十一日本	172	65	慧	慧	智慧	智慧			2	1			ヱ	チヱ					13.5		智慧
30-022-01	唯信鈔文意_専修寺_正月十一日本	173	66	名	名	名號	名号			1	2			ミヤウ	ミヤウカウ					14.1		名号
30-022-01	唯信鈔文意_専修寺_正月十一日本	174	66	號	号	名號	名号			2	2			カウ	ミヤウカウ					14.1		名号
30-022-01	唯信鈔文意_専修寺_正月十一日本	175	67	不	不	不可思議光佛	不可思議光佛			1	1			フ	フカシキクワウフチ					14.1		不可思議光佛
30-022-01	唯信鈔文意_専修寺_正月十一日本	176	67	可	可	不可思議光佛	不可思議光佛			2	1			カ	フカシキクワウフチ					14.1		不可思議光佛
30-022-01	唯信鈔文意_専修寺_正月十一日本	177	67	思	思	不可思議光佛	不可思議光佛			3	1			シ	フカシキクワウフチ					14.1		不可思議光佛
30-022-01	唯信鈔文意_専修寺_正月十一日本	178	67	議	議	不可思議光佛	不可思議光佛			4	1			キ	フカシキクワウフチ					14.1		不可思議光佛
30-022-01	唯信鈔文意_専修寺_正月十一日本	179	67	光	光	不可思議光佛	不可思議光佛			5	2			クワウ	フカシキクワウフチ					14.1		不可思議光佛
30-022-01	唯信鈔文意_専修寺_正月十一日本	180	67	佛	佛	不可思議光佛	不可思議光佛			6	2			フチ	フカシキクワウフチ					14.1		不可思議光佛
