資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考	単字_alphabet
50-055-01	ドチリーナ・キリシタン_東洋文庫	1114	688	奇	奇	御奇特	御奇特	von qidocu	混種語	2				キ	ヲンキドク					032-20	バチカン本「御きどく」057-06	qi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1115	688	特	特	御奇特	御奇特	von qidocu	混種語	3				ドク	ヲンキドク					032-20	バチカン本「御きどく」057-06	docu
50-055-01	ドチリーナ・キリシタン_東洋文庫	1116	689	第	第	第四	第四	dai xi		1				ダイ	ダイシ					032-21		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1117	689	四	四	第四	第四	dai xi		2				シ	ダイシ					032-21		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1118	690	呵	呵	呵責	呵責	caxacu	バチカン本「かしやく」057-08	1				カ	カシャク					032-22		ca
50-055-01	ドチリーナ・キリシタン_東洋文庫	1119	690	責	責	呵責	呵責	caxacu	バチカン本「かしやく」057-08	2				シャク	カシャク					032-22		xacu
50-055-01	ドチリーナ・キリシタン_東洋文庫	1120	691	死	死	死し	死し	xixi	混種語	1				シ	シシ					032-23		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1121	692	棺	棺	御棺	御棺	miquan	混種語	2				クヮン	ミクヮン					032-23	バチカン本「御くはん」057-10	quan
50-055-01	ドチリーナ・キリシタン_東洋文庫	1122	693	第	第	第五	第五	daigo		1				ダイ	ダイゴ					033-01		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1123	693	五	五	第五	第五	daigo		2				ゴ	ダイゴ					033-01		go
50-055-01	ドチリーナ・キリシタン_東洋文庫	1124	694	大	大	大地	大地	daigi		1				ダイ	ダイヂ					033-01		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1125	694	地	地	大地	大地	daigi		2				ヂ	ダイヂ					033-01		gi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1126	695	三	三	三日目	三日目	sannichi me	混種語	1				サン	サンニチメ					033-02		san
50-055-01	ドチリーナ・キリシタン_東洋文庫	1127	695	日	日	三日目	三日目	sannichi me	混種語	2				ニチ	サンニチメ					033-02		nichi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1128	696	第	第	第六	第六	dairocu		1				ダイ	ダイロク					033-03		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1129	696	六	六	第六	第六	dairocu		2				ロク	ダイロク					033-03		rocu
50-055-01	ドチリーナ・キリシタン_東洋文庫	1130	697	天	天	天	天	ten		1				テン	テン					033-03		ten
50-055-01	ドチリーナ・キリシタン_東洋文庫	1131	698	萬	萬	萬事	萬事	banji		1				バン	バンジ					033-03		ban
50-055-01	ドチリーナ・キリシタン_東洋文庫	1132	698	事	事	萬事	萬事	banji		2				ジ	バンジ					033-03		ji
50-055-01	ドチリーナ・キリシタン_東洋文庫	1133	699	第	第	第七	第七	daixichi		1				ダイ	ダイシチ					033-05		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1134	699	七	七	第七	第七	daixichi		2				シチ	ダイシチ					033-05		xichi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1135	700	生	生	生死	生死	xǒji		1				シャゥ	シャゥジ					033-05		xǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	1136	700	死	死	生死	生死	xǒji		2				ジ	シャゥジ					033-05		ji
50-055-01	ドチリーナ・キリシタン_東洋文庫	1137	701	天	天	天	天	ten		1				テン	テン					033-06		ten
50-055-01	ドチリーナ・キリシタン_東洋文庫	1138	702	第	第	第八	第八	daifachi		1				ダイ	ダイハチ					033-06		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1139	702	八	八	第八	第八	daifachi		2				ハチ	ダイハチ					033-06		fachi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1140	703	信	信	信じ	信じ	xinji	混種語	1				シン	シンジ					033-08		xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	1141	704	第	第	第九	第九	dai cu		1				ダイ	ダイク					033-08		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1142	704	九	九	第九	第九	dai cu		2				ク	ダイク					033-08		cu
50-055-01	ドチリーナ・キリシタン_東洋文庫	1143	705	達	達	サントス達	サントス達	sanctos tachi	混種語	5				タチ	サントスタチ					033-08	バチカン本「さんとす達」058-03	tachi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1144	706	通	通	通用し	通用し	tçǔyô xi	混種語	1				ツゥ	ツゥヨゥシ					033-09	バチカン本「つうようし」058-04	tçǔ
50-055-01	ドチリーナ・キリシタン_東洋文庫	1145	706	用	用	通用し	通用し	tçǔyô xi	混種語	2				ヨゥ	ツゥヨゥシ					033-09	バチカン本「つうようし」058-04	yô
50-055-01	ドチリーナ・キリシタン_東洋文庫	1146	707	第	第	第十	第十	dai jǔ		1				ダイ	ダイジュゥ					033-09		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1147	707	十	十	第十	第十	dai jǔ		2				ジュゥ	ダイジュゥ					033-09		jǔ
50-055-01	ドチリーナ・キリシタン_東洋文庫	1148	708	信	信	信じ	信じ	xinji	混種語	1				シン	シンジ					033-10		xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	1149	709	第	第	第十一	第十一	dai jǔichi		1				ダイ	ダイジュゥイチ					033-10		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1150	709	十	十	第十一	第十一	dai jǔichi		2				ジュゥ	ダイジュゥイチ					033-10		jǔ
50-055-01	ドチリーナ・キリシタン_東洋文庫	1151	709	一	一	第十一	第十一	dai jǔichi		3				イチ	ダイジュゥイチ					033-10		ichi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1152	710	肉	肉	肉體	肉體	nicutai		1				ニク	ニクタイ					033-10	バチカン本「にくたい」058-05	nicu
50-055-01	ドチリーナ・キリシタン_東洋文庫	1153	710	體	體	肉體	肉體	nicutai		2				タイ	ニクタイ					033-10	バチカン本「にくたい」058-05	tai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1154	711	第	第	第十二	第十二	dai jǔni		1				ダイ	ダイジュゥニ					033-11		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1155	711	十	十	第十二	第十二	dai jǔni		2				ジュゥ	ダイジュゥニ					033-11		jǔ
50-055-01	ドチリーナ・キリシタン_東洋文庫	1156	711	二	二	第十二	第十二	dai jǔni		3				ニ	ダイジュゥニ					033-11		ni
50-055-01	ドチリーナ・キリシタン_東洋文庫	1157	712	一	一	一命	一命	ichimei		1				イチ	イチメイ					033-11		ichi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1158	712	命	命	一命	一命	ichimei		2				メイ	イチメイ					033-11		mei
50-055-01	ドチリーナ・キリシタン_東洋文庫	1159	713	信	信	信じ	信じ	xinji	混種語	1				シン	シンジ					033-12		xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	1160	714	弟	弟	弟	弟	de		1				デ	デ					033-13		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	1161	715	最	最	最初	最初	saixo		1				サイ	サイショ					033-13	バチカン本「さいしよ」058-08	sai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1162	715	初	初	最初	最初	saixo		2				ショ	サイショ					033-13	バチカン本「さいしよ」058-08	xo
50-055-01	ドチリーナ・キリシタン_東洋文庫	1163	716	萬	萬	萬事	萬事	banji		1				バン	バンジ					033-13		ban
50-055-01	ドチリーナ・キリシタン_東洋文庫	1164	716	事	事	萬事	萬事	banji		2				ジ	バンジ					033-13		ji
50-055-01	ドチリーナ・キリシタン_東洋文庫	1165	717	天	天	天地	天地	tenchi		1				テン	テンチ					033-13		ten
50-055-01	ドチリーナ・キリシタン_東洋文庫	1166	717	地	地	天地	天地	tenchi		2				チ	テンチ					033-13		chi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1167	718	信	信	信じ	信じ	xinji	混種語	1				シン	シンジ					033-14		xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	1168	719	師	師	師	師	xi		1				シ	シ					033-16		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1169	720	御	御	御一體	御一體	go ittai		1				ゴ	ゴイッタイ					033-16		go
50-055-01	ドチリーナ・キリシタン_東洋文庫	1170	720	一	一	御一體	御一體	go ittai		2				イッ	ゴイッタイ					033-16		it
50-055-01	ドチリーナ・キリシタン_東洋文庫	1171	720	體	體	御一體	御一體	go ittai		3				タイ	ゴイッタイ					033-16		tai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1172	721	信	信	信じ	信じ	xinji	混種語	1				シン	シンジ					033-19		xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	1173	722	御	御	御一體	御一體	go ittai		1				ゴ	ゴイッタイ					033-21		go
50-055-01	ドチリーナ・キリシタン_東洋文庫	1174	722	一	一	御一體	御一體	go ittai		2				イッ	ゴイッタイ					033-21		it
50-055-01	ドチリーナ・キリシタン_東洋文庫	1175	722	體	體	御一體	御一體	go ittai		3				タイ	ゴイッタイ					033-21		tai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1176	723	第	第	第一	第一	daiichi		1				ダイ	ダイイチ					033-22		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1177	723	一	一	第一	第一	daiichi		2				イチ	ダイイチ					033-22		ichi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1178	724	沙	沙	沙汰し	沙汰し	sataxi	混種語	1				サ	サタシ					033-23	バチカン本「さたし」059-04	sa
50-055-01	ドチリーナ・キリシタン_東洋文庫	1179	724	汰	汰	沙汰し	沙汰し	sataxi	混種語	2				タ	サタシ					033-23	バチカン本「さたし」059-04	ta
50-055-01	ドチリーナ・キリシタン_東洋文庫	1180	725	弟	弟	弟	弟	de		1				デ	デ					034-02		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	1181	726	御	御	御一體	御一體	go ittai		1				ゴ	ゴイッタイ					034-03		go
50-055-01	ドチリーナ・キリシタン_東洋文庫	1182	726	一	一	御一體	御一體	go ittai		2				イッ	ゴイッタイ					034-03		it
50-055-01	ドチリーナ・キリシタン_東洋文庫	1183	726	體	體	御一體	御一體	go ittai		3				タイ	ゴイッタイ					034-03		tai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1184	727	分	分	分別し	分別し	funbet xi	混種語	1				フン	フンベっシ					034-03		fun
50-055-01	ドチリーナ・キリシタン_東洋文庫	1185	727	別	別	分別し	分別し	funbet xi	混種語	2				ベっ	フンベっシ					034-03		bet
50-055-01	ドチリーナ・キリシタン_東洋文庫	1186	728	師	師	師	師	xi		1				シ	シ					034-04		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1187	729	題	題	題目	題目	daimocu		1				ダイ	ダイモク					034-05	バチカン本「だいもく」059-09	dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1188	729	目	目	題目	題目	daimocu		2				モク	ダイモク					034-05	バチカン本「だいもく」059-09	mocu
50-055-01	ドチリーナ・キリシタン_東洋文庫	1189	730	極	極	極意	極意	gocuy		1				ゴク	ゴクイ					034-05	バチカン本「ごくい」059-09	gocu
50-055-01	ドチリーナ・キリシタン_東洋文庫	1190	730	意	意	極意	極意	gocuy		2				イ	ゴクイ					034-05	バチカン本「ごくい」059-09	y
50-055-01	ドチリーナ・キリシタン_東洋文庫	1191	731	最	最	最上	最上	saijǒ		1				サイ	サイジャゥ					034-05	バチカン本「さいじやう」059-10	sai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1192	731	上	上	最上	最上	saijǒ		2				ジャゥ	サイジャゥ					034-05	バチカン本「さいじやう」059-10	jǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	1193	732	無	無	無量	無量	muriǒ		1				ム	ムリャゥ					034-06	バチカン本「むりやう」059-11	mu
50-055-01	ドチリーナ・キリシタン_東洋文庫	1194	732	量	量	無量	無量	muriǒ		2				リャゥ	ムリャゥ					034-06	バチカン本「むりやう」059-11	riǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	1195	733	廣	廣	廣大	廣大	quǒdai		1				クヮゥ	クヮゥダイ					034-07	バチカン本「くはうだい」059-11	quǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	1196	733	大	大	廣大	廣大	quǒdai		2				ダイ	クヮゥダイ					034-07	バチカン本「くはうだい」059-11	dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1197	734	智	智	智慧	智慧	chiye		1				チ	チエ					034-07	バチカン本「ちゑ」059-12	chi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1198	734	慧	慧	智慧	智慧	chiye		2				エ	チエ					034-07	バチカン本「ちゑ」059-12	ye
50-055-01	ドチリーナ・キリシタン_東洋文庫	1199	735	分	分	分別	分別	funbet		1				フン	フンベっ					034-08		fun
50-055-01	ドチリーナ・キリシタン_東洋文庫	1200	735	別	別	分別	分別	funbet		2				ベっ	フンベっ					034-08		bet
50-055-01	ドチリーナ・キリシタン_東洋文庫	1201	735	分	分	分別	分別	funbet		1				フン	フンベっ					034-09		fun
50-055-01	ドチリーナ・キリシタン_東洋文庫	1202	735	別	別	分別	分別	funbet		2				ベっ	フンベっ					034-09		bet
50-055-01	ドチリーナ・キリシタン_東洋文庫	1203	736	直	直	直に	直に	giqini	混種語	1				ヂキ	ヂキニ					034-10	バチカン本「ぢきに」060-01	giqi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1204	737	信	信	信じ	信じ	xinji	混種語	1				シン	シンジ					034-11		xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	1205	738	義	義	義	義	gui		1				ギ	ギ					034-12	バチカン本「儀」060-02	gui
50-055-01	ドチリーナ・キリシタン_東洋文庫	1206	739	弟	弟	弟	弟	de		1				デ	デ					034-13		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	1207	740	義	義	義	義	gui		1				ギ	ギ					034-13	バチカン本「儀」060-03	gui
50-055-01	ドチリーナ・キリシタン_東洋文庫	1208	741	分	分	分別する	分別する	funbet suru	混種語	1				フン	フンベっスル					034-13		fun
50-055-01	ドチリーナ・キリシタン_東洋文庫	1209	741	別	別	分別する	分別する	funbet suru	混種語	2				ベっ	フンベっスル					034-13		bet
50-055-01	ドチリーナ・キリシタン_東洋文庫	1210	742	師	師	師	師	xi		1				シ	シ					034-15		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1211	743	一	一	一體	一體	ittai		1				イッ	イッタイ					034-15		it
50-055-01	ドチリーナ・キリシタン_東洋文庫	1212	743	體	體	一體	一體	ittai		2				タイ	イッタイ					034-15		tai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1213	744	御	御	御一體	御一體	go ittai		1				ゴ	ゴイッタイ					034-17		go
50-055-01	ドチリーナ・キリシタン_東洋文庫	1214	744	一	一	御一體	御一體	go ittai		2				イッ	ゴイッタイ					034-17		it
50-055-01	ドチリーナ・キリシタン_東洋文庫	1215	744	體	體	御一體	御一體	go ittai		3				タイ	ゴイッタイ					034-17		tai
50-055-01	ドチリーナ・キリシタン_東洋文庫	1216	745	弟	弟	弟	弟	de		1				デ	デ					034-20		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	1217	746	天	天	天地	天地	tenchi		1				テン	テンチ					034-20		ten
50-055-01	ドチリーナ・キリシタン_東洋文庫	1218	746	地	地	天地	天地	tenchi		2				チ	テンチ					034-20		chi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1219	747	御	御	御作なされ手	御作なされ手	gosacu nasarete	混種語	1				ゴ	ゴサクナサレテ					034-20		go
50-055-01	ドチリーナ・キリシタン_東洋文庫	1220	747	作	作	御作なされ手	御作なされ手	gosacu nasarete	混種語	2				サク	ゴサクナサレテ					034-20		sacu
50-055-01	ドチリーナ・キリシタン_東洋文庫	1221	748	師	師	師	師	xi		1				シ	シ					034-22		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1222	749	萬	萬	萬事	萬事	banji		1				バン	バンジ					034-22		ban
50-055-01	ドチリーナ・キリシタン_東洋文庫	1223	749	事	事	萬事	萬事	banji		2				ジ	バンジ					034-22		ji
50-055-01	ドチリーナ・キリシタン_東洋文庫	1224	750	天	天	天地	天地	tenchi		1				テン	テンチ					034-23		ten
50-055-01	ドチリーナ・キリシタン_東洋文庫	1225	750	地	地	天地	天地	tenchi		2				チ	テンチ					034-23		chi
50-055-01	ドチリーナ・キリシタン_東洋文庫	1226	751	萬	萬	萬象	萬象	manzǒ		1				マン	マンザゥ					034-23	バチカン本「まんざう」060-14	man
