資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考	SAT所在
30-038-02	正保版魚山私抄五悔	316	128	三	三	_三摩耶薩怛_鑁	_三摩耶薩怛_鑁			2								e2		34a1	音写字	T2713_.84.0830b07
30-038-02	正保版魚山私抄五悔	317	128	摩	摩	_三摩耶薩怛_鑁	_三摩耶薩怛_鑁			3								e'2		34a1	音写字	T2713_.84.0830b07
30-038-02	正保版魚山私抄五悔	318	128	耶	耶	_三摩耶薩怛_鑁	_三摩耶薩怛_鑁			4								e3		34a1	音写字	T2713_.84.0830b07
30-038-02	正保版魚山私抄五悔	319	128	薩	薩	_三摩耶薩怛_鑁	_三摩耶薩怛_鑁			5								e'2		34a1	音写字	T2713_.84.0830b07
30-038-02	正保版魚山私抄五悔	320	129	怛	怛	_三摩耶薩怛鑁	_三摩耶薩怛鑁			6								e'3		34a1	音写字	T2713_.84.0830b07
30-038-02	正保版魚山私抄五悔	321	129	鑁	鑁	_三摩耶薩怛鑁	_三摩耶薩怛鑁			7								f3		34a1	音写字	T2713_.84.0830b07
30-038-02	正保版魚山私抄五悔	322	130	歸	帰	歸命	帰命			1								e'1		34a2		T2713_.84.0830b08
30-038-02	正保版魚山私抄五悔	323	130	命	命	歸命	帰命			2								e1		34a2		T2713_.84.0830b08
30-038-02	正保版魚山私抄五悔	324	131	摩	摩	摩訶	摩訶			1								e2		34a2		T2713_.84.0830b08
30-038-02	正保版魚山私抄五悔	325	131	訶	訶	摩訶	摩訶			2								Rf_r2		34a2		T2713_.84.0830b08
30-038-02	正保版魚山私抄五悔	326	132	毘	毘	毘盧舎那佛	毘盧舎那佛			1								r3		34a2		T2713_.84.0830b08
30-038-02	正保版魚山私抄五悔	327	132	盧	盧	毘盧舎那佛	毘盧舎那佛			2								e4		34a2		T2713_.84.0830b08
30-038-02	正保版魚山私抄五悔	328	132	舎	舎	毘盧舎那佛	毘盧舎那佛			3								f_4		34a2		T2713_.84.0830b08
30-038-02	正保版魚山私抄五悔	329	132	那	那	毘盧舎那佛	毘盧舎那佛			4								Rf_rf_2		34a2		T2713_.84.0830b08
30-038-02	正保版魚山私抄五悔	330	132	佛	佛	毘盧舎那佛	毘盧舎那佛			5								e2		34a2		T2713_.84.0830b08
30-038-02	正保版魚山私抄五悔	331	133	四	四	四方	四方			1								f4〔別〕ff5		34b1		T2713_.84.0830b09
30-038-02	正保版魚山私抄五悔	332	133	方	方	四方	四方			2								Rf_r2		34b1		T2713_.84.0830b09
30-038-02	正保版魚山私抄五悔	333	134	四	四	四智	四智			1								f4		34b1		T2713_.84.0830b09
30-038-02	正保版魚山私抄五悔	334	134	智	智	四智	四智			2								rf_rf_3		34b1		T2713_.84.0830b09
30-038-02	正保版魚山私抄五悔	335	135	四	四	四波羅密	四波羅密			1								e2		34b1		T2713_.84.0830b09
30-038-02	正保版魚山私抄五悔	336	135	波	波	四波羅密	四波羅密			2								e1		34b1		T2713_.84.0830b09
30-038-02	正保版魚山私抄五悔	337	135	羅	羅	四波羅密	四波羅密			3								e1		34b1		T2713_.84.0830b09
30-038-02	正保版魚山私抄五悔	338	135	密	密	四波羅密	四波羅密			4								e1		34b1		T2713_.84.0830b09
30-038-02	正保版魚山私抄五悔	339	136	十	十	十六	十六			1								e4		34b2		T2713_.84.0830b10
30-038-02	正保版魚山私抄五悔	340	136	六	六	十六	十六			2								e4		34b2		T2713_.84.0830b10
30-038-02	正保版魚山私抄五悔	341	137	八	八	八供	八供			1								e4		34b2		T2713_.84.0830b10
30-038-02	正保版魚山私抄五悔	342	137	供	供	八供	八供			2								f_4		34b2		T2713_.84.0830b10
30-038-02	正保版魚山私抄五悔	343	138	四	四	四攝智	四攝智			1								r2		34b2		T2713_.84.0830b10
30-038-02	正保版魚山私抄五悔	344	138	攝	攝	四攝智	四攝智			2								rf_rf_3		34b2		T2713_.84.0830b10
30-038-02	正保版魚山私抄五悔	345	138	智	智	四攝智	四攝智			3								e2		34b2		T2713_.84.0830b10
30-038-02	正保版魚山私抄五悔	346	139	教	教	教令	教令			1								e4		35a1		T2713_.84.0830c01
30-038-02	正保版魚山私抄五悔	347	139	令	令	教令	教令			2								f_4		35a1		T2713_.84.0830c01
30-038-02	正保版魚山私抄五悔	348	140	輪	輪	輪者	輪者			1								r'2		35a1		T2713_.84.0830c01
30-038-02	正保版魚山私抄五悔	349	140	者	者	輪者	輪者			2								rf_rf_fr3		35a1		T2713_.84.0830c01
30-038-02	正保版魚山私抄五悔	350	141	降	降	降三世	降三世			1								e2		35a1		T2713_.84.0830c01
30-038-02	正保版魚山私抄五悔	351	141	三	三	降三世	降三世			2								e1		35a1		T2713_.84.0830c01
30-038-02	正保版魚山私抄五悔	352	141	世	世	降三世	降三世			3								e1		35a1		T2713_.84.0830c01
30-038-02	正保版魚山私抄五悔	353	142	兩	兩	兩部界會	兩部界會			1								e4		35a2		T2713_.84.0830c02
30-038-02	正保版魚山私抄五悔	354	142	部	部	兩部界會	兩部界會			2								e4		35a2		T2713_.84.0830c02
30-038-02	正保版魚山私抄五悔	355	142	界	界	兩部界會	兩部界會			3								e4		35a2		T2713_.84.0830c02
30-038-02	正保版魚山私抄五悔	356	142	會	會	兩部界會	兩部界會			4								f_4		35a2		T2713_.84.0830c02
30-038-02	正保版魚山私抄五悔	357	143	諸	諸	諸如來	諸如來			1								r'2		35a2		T2713_.84.0830c02
30-038-02	正保版魚山私抄五悔	358	143	如	如	諸如來	諸如來			2								rf_rf_3		35a2		T2713_.84.0830c02
30-038-02	正保版魚山私抄五悔	359	143	來	來	諸如來	諸如來			3								e2		35a2		T2713_.84.0830c02
30-038-02	正保版魚山私抄五悔	360	144	外	外	外金剛部	外金剛部			1								e2		35a3		T2713_.84.0830c03
30-038-02	正保版魚山私抄五悔	361	144	金	金	外金剛部	外金剛部			2								r3		35a3		T2713_.84.0830c03
30-038-02	正保版魚山私抄五悔	362	144	剛	剛	外金剛部	外金剛部			3								f4		35a3		T2713_.84.0830c03
30-038-02	正保版魚山私抄五悔	363	144	部	部	外金剛部	外金剛部			4								rf_rf_fr3		35a3		T2713_.84.0830c03
30-038-02	正保版魚山私抄五悔	364	145	威	威	威_天	威_天			1								e2		35a3		T2713_.84.0830c03
30-038-02	正保版魚山私抄五悔	365	145	_	_	威_天	威_天			2								e1		35a3		T2713_.84.0830c03
30-038-02	正保版魚山私抄五悔	366	145	天	天	威_天	威_天			3								e1		35a3		T2713_.84.0830c03
30-038-02	正保版魚山私抄五悔	367	146	不	不	不越	不越			1								e'4		35b1		T2713_.84.0830c04
30-038-02	正保版魚山私抄五悔	368	146	越	越	不越	不越			2								e4		35b1		T2713_.84.0830c04
30-038-02	正保版魚山私抄五悔	369	147	本	本	本誓	本誓			1								e4		35b1		T2713_.84.0830c04
30-038-02	正保版魚山私抄五悔	370	147	誓	誓	本誓	本誓			2								f4		35b1		T2713_.84.0830c04
30-038-02	正保版魚山私抄五悔	371	148	三	三	三昧耶	三昧耶			1								f4		35b1		T2713_.84.0830c04
30-038-02	正保版魚山私抄五悔	372	148	昧	昧	三昧耶	三昧耶			2								Rf_rf_2		35b1		T2713_.84.0830c04
30-038-02	正保版魚山私抄五悔	373	148	耶	耶	三昧耶	三昧耶			3								e2		35b1		T2713_.84.0830c04
30-038-02	正保版魚山私抄五悔	374	149	降	降	降臨	降臨			1								r3		35b2		T2713_.84.0830c05
30-038-02	正保版魚山私抄五悔	375	149	臨	臨	降臨	降臨			2								e4		35b2		T2713_.84.0830c05
30-038-02	正保版魚山私抄五悔	376	150	壇	壇	壇場	壇場			1								f4		35b2		T2713_.84.0830c05
30-038-02	正保版魚山私抄五悔	377	150	場	場	壇場	壇場			2								rf_rf_fr3		35b2		T2713_.84.0830c05
30-038-02	正保版魚山私抄五悔	378	151	受	受	受妙供	受妙供			1								e2		35b2		T2713_.84.0830c05
30-038-02	正保版魚山私抄五悔	379	151	妙	妙	受妙供	受妙供			2								e1		35b2		T2713_.84.0830c05
30-038-02	正保版魚山私抄五悔	380	151	供	供	受妙供	受妙供			3								e1		35b2		T2713_.84.0830c05
30-038-02	正保版魚山私抄五悔	381	152	弘	弘	弘法	弘法			1								e4		35b3		T2713_.84.0830c06
30-038-02	正保版魚山私抄五悔	382	152	法	法	弘法	弘法			2								e4		35b3		T2713_.84.0830c06
30-038-02	正保版魚山私抄五悔	383	153	大	大	大師	大師			1								e4		35b3		T2713_.84.0830c06
30-038-02	正保版魚山私抄五悔	384	153	師	師	大師	大師			2								f_4		35b3		T2713_.84.0830c06
30-038-02	正保版魚山私抄五悔	385	154	_	_	_法樂	_法樂			1								r2		35b3		T2713_.84.0830c06
30-038-02	正保版魚山私抄五悔	386	154	法	法	_法樂	_法樂			2								rf_rf_3		35b3		T2713_.84.0830c06
30-038-02	正保版魚山私抄五悔	387	154	樂	樂	_法樂	_法樂			3								e2		35b3		T2713_.84.0830c06
30-038-02	正保版魚山私抄五悔	388	155	三	三	三國	三國			1								r3		36a1		T2713_.84.0830c07
30-038-02	正保版魚山私抄五悔	389	155	國	國	三國	三國			2								e4		36a1		T2713_.84.0830c07
30-038-02	正保版魚山私抄五悔	390	156	傳	傳	傳燈	傳燈			1								f4		36a1		T2713_.84.0830c07
30-038-02	正保版魚山私抄五悔	391	156	燈	燈	傳燈	傳燈			2								rf_rf_fr3		36a1		T2713_.84.0830c07
30-038-02	正保版魚山私抄五悔	392	157	諸	諸	諸阿闍梨	諸阿闍梨			1								e2		36a1		T2713_.84.0830c07
30-038-02	正保版魚山私抄五悔	393	157	阿	阿	諸阿闍梨	諸阿闍梨			2								e1		36a1		T2713_.84.0830c07
30-038-02	正保版魚山私抄五悔	394	157	闍	闍	諸阿闍梨	諸阿闍梨			3								e1		36a1		T2713_.84.0830c07
30-038-02	正保版魚山私抄五悔	395	157	梨	梨	諸阿闍梨	諸阿闍梨			4								e1		36a1		T2713_.84.0830c07
30-038-02	正保版魚山私抄五悔	396	158	護	護	護持	護持			1								e4		36a2		T2713_.84.0830c08
30-038-02	正保版魚山私抄五悔	397	158	持	持	護持	護持			2								e'4		36a2		T2713_.84.0830c08
30-038-02	正保版魚山私抄五悔	398	159	大	大	大衆	大衆			1								e4		36a2		T2713_.84.0830c08
30-038-02	正保版魚山私抄五悔	399	159	衆	衆	大衆	大衆			2								f_4		36a2		T2713_.84.0830c08
30-038-02	正保版魚山私抄五悔	400	160	除	除	除不_	除不_			1								r'2		36a2		T2713_.84.0830c08
30-038-02	正保版魚山私抄五悔	401	160	不	不	除不_	除不_			2								rf_rf_3		36a2		T2713_.84.0830c08
30-038-02	正保版魚山私抄五悔	402	160	_	_	除不_	除不_			3								e2		36a2		T2713_.84.0830c08
30-038-02	正保版魚山私抄五悔	403	161	滅	滅	滅罪	滅罪			1								e4		36a3		T2713_.84.0830c09
30-038-02	正保版魚山私抄五悔	404	161	罪	罪	滅罪	滅罪			2								f_4		36a3		T2713_.84.0830c09
30-038-02	正保版魚山私抄五悔	405	162	生	生	生善	生善			1								r'2		36a3		T2713_.84.0830c09
30-038-02	正保版魚山私抄五悔	406	162	善	善	生善	生善			2								rf_rf_fr'3		36a3		T2713_.84.0830c09
30-038-02	正保版魚山私抄五悔	407	163	成	成	成大願	成大願			1								e2		36a3		T2713_.84.0830c09
30-038-02	正保版魚山私抄五悔	408	163	大	大	成大願	成大願			2								e1		36a3		T2713_.84.0830c09
30-038-02	正保版魚山私抄五悔	409	163	願	願	成大願	成大願			3								e1		36a3		T2713_.84.0830c09
30-038-02	正保版魚山私抄五悔	410	164	天	天	天下	天下			1								e4		36b1		T2713_.84.0830c10
30-038-02	正保版魚山私抄五悔	411	164	下	下	天下	天下			2								frf3		36b1		T2713_.84.0830c10
30-038-02	正保版魚山私抄五悔	412	165	法	法	法界	法界			1								e2		36b1		T2713_.84.0830c10
30-038-02	正保版魚山私抄五悔	413	165	界	界	法界	法界			2								e1		36b1		T2713_.84.0830c10
30-038-02	正保版魚山私抄五悔	414	166	同	同	同利益	同利益			1								e2		36b1		T2713_.84.0830c10
30-038-02	正保版魚山私抄五悔	415	166	利	利	同利益	同利益			2								e1		36b1		T2713_.84.0830c10
30-038-02	正保版魚山私抄五悔	416	166	益	益	同利益	同利益			3								e1		36b1		T2713_.84.0830c10
30-038-02	正保版魚山私抄五悔	417	167	衆	衆	衆生	衆生			1				シユ	シユ＊			e3		36b3		T2713_.84.0830c12
30-038-02	正保版魚山私抄五悔	418	167	生	生	衆生	衆生			2					シユ＊			e4		36b3		T2713_.84.0830c12
30-038-02	正保版魚山私抄五悔	419	168	無	無	無邊	無邊			1								r3		36b3		T2713_.84.0830c12
30-038-02	正保版魚山私抄五悔	420	168	邊	邊	無邊	無邊			2								e2		36b3		T2713_.84.0830c12
30-038-02	正保版魚山私抄五悔	421	169	誓	誓	誓願度	誓願度			1								f4		36b3		T2713_.84.0830c12
30-038-02	正保版魚山私抄五悔	422	169	願	願	誓願度	誓願度			2								rf_rf_3		36b3		T2713_.84.0830c12
30-038-02	正保版魚山私抄五悔	423	169	度	度	誓願度	誓願度			3								e2		36b3		T2713_.84.0830c12
30-038-02	正保版魚山私抄五悔	424	170	福	福	福智	福智			1								e4		37a1		T2713_.84.0831a01
30-038-02	正保版魚山私抄五悔	425	170	智	智	福智	福智			2								f_4		37a1		T2713_.84.0831a01
30-038-02	正保版魚山私抄五悔	426	171	無	無	無邊	無邊			1								r'2		37a1		T2713_.84.0831a01
30-038-02	正保版魚山私抄五悔	427	171	邊	邊	無邊	無邊			2								rf_rf_fr3		37a1		T2713_.84.0831a01
30-038-02	正保版魚山私抄五悔	428	172	誓	誓	誓願集	誓願集			1								e2		37a1		T2713_.84.0831a01
30-038-02	正保版魚山私抄五悔	429	172	願	願	誓願集	誓願集			2								e1		37a1		T2713_.84.0831a01
30-038-02	正保版魚山私抄五悔	430	172	集	集	誓願集	誓願集			3								e1		37a1		T2713_.84.0831a01
30-038-02	正保版魚山私抄五悔	431	173	法	法	法門	法門			1								e4		37a2		T2713_.84.0831a02
30-038-02	正保版魚山私抄五悔	432	173	門	門	法門	法門			2								R4		37a2		T2713_.84.0831a02
30-038-02	正保版魚山私抄五悔	433	174	無	無	無邊	無邊			1								e4		37a2		T2713_.84.0831a02
30-038-02	正保版魚山私抄五悔	434	174	邊	邊	無邊	無邊			2								e4		37a2		T2713_.84.0831a02
30-038-02	正保版魚山私抄五悔	435	175	誓	誓	誓願覺	誓願覺			1								f4		37a2		T2713_.84.0831a02
30-038-02	正保版魚山私抄五悔	436	175	願	願	誓願覺	誓願覺			2								rf_rf_3		37a2		T2713_.84.0831a02
30-038-02	正保版魚山私抄五悔	437	175	覺	覺	誓願覺	誓願覺			3								e2		37a2		T2713_.84.0831a02
30-038-02	正保版魚山私抄五悔	438	176	如	如	如來	如來			1								r3		37b1		T2713_.84.0831a03
30-038-02	正保版魚山私抄五悔	439	176	來	來	如來	如來			2								e4		37b1		T2713_.84.0831a03
30-038-02	正保版魚山私抄五悔	440	177	無	無	無邊	無邊			1								f4		37b1		T2713_.84.0831a03
30-038-02	正保版魚山私抄五悔	441	177	邊	邊	無邊	無邊			2								rf_rf_3		37b1		T2713_.84.0831a03
30-038-02	正保版魚山私抄五悔	442	178	誓	誓	誓願事	誓願事			1								e2		37b1		T2713_.84.0831a03
30-038-02	正保版魚山私抄五悔	443	178	願	願	誓願事	誓願事			2								e1		37b1		T2713_.84.0831a03
30-038-02	正保版魚山私抄五悔	444	178	事	事	誓願事	誓願事			3								e1		37b1		T2713_.84.0831a03
30-038-02	正保版魚山私抄五悔	445	179	菩	菩	菩提	菩提			1								e4		37b2		T2713_.84.0831a04
30-038-02	正保版魚山私抄五悔	446	179	提	提	菩提	菩提			2								frf3		37b2		T2713_.84.0831a04
30-038-02	正保版魚山私抄五悔	447	180	無	無	無上	無上			1								e2		37b2		T2713_.84.0831a04
30-038-02	正保版魚山私抄五悔	448	180	上	上	無上	無上			2								e1		37b2		T2713_.84.0831a04
30-038-02	正保版魚山私抄五悔	449	181	誓	誓	誓願證	誓願證			1								e2		37b2		T2713_.84.0831a04
30-038-02	正保版魚山私抄五悔	450	181	願	願	誓願證	誓願證			2								e1		37b2		T2713_.84.0831a04
30-038-02	正保版魚山私抄五悔	451	181	證	證	誓願證	誓願證			3								e1		37b2		T2713_.84.0831a04
30-038-02	正保版魚山私抄五悔	452	182	_	_	_阿謨迦布惹摩尼播_摩縛曰__	_阿謨迦布惹摩尼播_摩縛曰__			1								e1		37b3	音写字	T2713_.84.0831a05
30-038-02	正保版魚山私抄五悔	453	182	阿	阿	_阿謨迦布惹摩尼播_摩縛曰__	_阿謨迦布惹摩尼播_摩縛曰__			2								e1		37b3	音写字	T2713_.84.0831a05
30-038-02	正保版魚山私抄五悔	454	182	謨	謨	_阿謨迦布惹摩尼播_摩縛曰__	_阿謨迦布惹摩尼播_摩縛曰__			3								e1		37b3	音写字	T2713_.84.0831a05
30-038-02	正保版魚山私抄五悔	455	182	迦	迦	_阿謨迦布惹摩尼播_摩縛曰__	_阿謨迦布惹摩尼播_摩縛曰__			4								e1		37b3	音写字	T2713_.84.0831a05
30-038-02	正保版魚山私抄五悔	456	182	布	布	_阿謨迦布惹摩尼播_摩縛曰__	_阿謨迦布惹摩尼播_摩縛曰__			5								e1		37b3	音写字	T2713_.84.0831a05
30-038-02	正保版魚山私抄五悔	457	182	惹	惹	_阿謨迦布惹摩尼播_摩縛曰__	_阿謨迦布惹摩尼播_摩縛曰__			6								e1		37b3	音写字	T2713_.84.0831a05
30-038-02	正保版魚山私抄五悔	458	182	摩	摩	_阿謨迦布惹摩尼播_摩縛曰__	_阿謨迦布惹摩尼播_摩縛曰__			7								e1		37b3	音写字	T2713_.84.0831a05
30-038-02	正保版魚山私抄五悔	459	182	尼	尼	_阿謨迦布惹摩尼播_摩縛曰__	_阿謨迦布惹摩尼播_摩縛曰__			8								e1		37b3	音写字	T2713_.84.0831a05
30-038-02	正保版魚山私抄五悔	460	182	播	播	_阿謨迦布惹摩尼播_摩縛曰__	_阿謨迦布惹摩尼播_摩縛曰__			9								e1		37b3	音写字	T2713_.84.0831a05
30-038-02	正保版魚山私抄五悔	461	182	_	_	_阿謨迦布惹摩尼播_摩縛曰__	_阿謨迦布惹摩尼播_摩縛曰__			10								e1		37b3	音写字	T2713_.84.0831a05
30-038-02	正保版魚山私抄五悔	462	182	摩	摩	_阿謨迦布惹摩尼播_摩縛曰__	_阿謨迦布惹摩尼播_摩縛曰__			11								e1		37b3	音写字	T2713_.84.0831a05
30-038-02	正保版魚山私抄五悔	463	182	縛	縛	_阿謨迦布惹摩尼播_摩縛曰__	_阿謨迦布惹摩尼播_摩縛曰__			12								e1		37b3	音写字	T2713_.84.0831a05
30-038-02	正保版魚山私抄五悔	464	182	曰	曰	_阿謨迦布惹摩尼播_摩縛曰__	_阿謨迦布惹摩尼播_摩縛曰__			13								e1		37b3	音写字	T2713_.84.0831a05
30-038-02	正保版魚山私抄五悔	465	182	__	__	_阿謨迦布惹摩尼播_摩縛曰__	_阿謨迦布惹摩尼播_摩縛曰__			14								e1		37b3	音写字	T2713_.84.0831a05
30-038-02	正保版魚山私抄五悔	466	183	怛	怛	怛他__多	怛他__多			1								e2		38a1	音写字	T2713_.84.0831a06
30-038-02	正保版魚山私抄五悔	467	183	他	他	怛他__多	怛他__多			2								e1		38a1	音写字	T2713_.84.0831a06
30-038-02	正保版魚山私抄五悔	468	183	__	__	怛他__多	怛他__多			3								e2		38a1	音写字	T2713_.84.0831a06
30-038-02	正保版魚山私抄五悔	469	183	多	多	怛他__多	怛他__多			4								e1		38a1	音写字	T2713_.84.0831a06
30-038-02	正保版魚山私抄五悔	470	184	以	以	以我	以我			1								e1		38a1		T2713_.84.0831a06
30-038-02	正保版魚山私抄五悔	471	184	我	我	以我	以我			2								e1		38a1		T2713_.84.0831a06
30-038-02	正保版魚山私抄五悔	472	185	如	如	如來	如來			1								e3		38a1		T2713_.84.0831a06
30-038-02	正保版魚山私抄五悔	473	185	來	來	如來	如來			2								e3		38a1		T2713_.84.0831a06
30-038-02	正保版魚山私抄五悔	474	186	及	及	及以	及以			1								F3		38a1		T2713_.84.0831a06
30-038-02	正保版魚山私抄五悔	475	186	以	以	及以	及以			2								e1		38a1		T2713_.84.0831a06
30-038-02	正保版魚山私抄五悔	476	187	普	普	普供養	普供養			1								e1		38a2		T2713_.84.0831a07
30-038-02	正保版魚山私抄五悔	477	187	供	供	普供養	普供養			2								e1		38a2		T2713_.84.0831a07
30-038-02	正保版魚山私抄五悔	478	187	養	養	普供養	普供養			3								e1		38a2		T2713_.84.0831a07
30-038-02	正保版魚山私抄五悔	479	188	摩	摩	摩訶	摩訶			1								e5_		38a2		T2713_.84.0831a07
30-038-02	正保版魚山私抄五悔	480	188	訶	訶	摩訶	摩訶			2								e1		38a2		T2713_.84.0831a07
30-038-02	正保版魚山私抄五悔	481	189	普	普	普供養	普供養			1								e1		38a2		T2713_.84.0831a07
30-038-02	正保版魚山私抄五悔	482	189	供	供	普供養	普供養			2								e1		38a2		T2713_.84.0831a07
30-038-02	正保版魚山私抄五悔	483	189	養	養	普供養	普供養			3								e1		38a2		T2713_.84.0831a07
30-038-02	正保版魚山私抄五悔	484	190	兩	兩	兩部	兩部			1								e2		38a3		T2713_.84.0831a08
30-038-02	正保版魚山私抄五悔	485	190	部	部	兩部	兩部			2								e1		38a3		T2713_.84.0831a08
30-038-02	正保版魚山私抄五悔	486	191	諸	諸	諸尊	諸尊			1								r1		38a3		T2713_.84.0831a08
30-038-02	正保版魚山私抄五悔	487	191	尊	尊	諸尊	諸尊			2								e2		38a3		T2713_.84.0831a08
30-038-02	正保版魚山私抄五悔	488	192	護	護	護法	護法			1								f2		38a3		T2713_.84.0831a08
30-038-02	正保版魚山私抄五悔	489	192	法	法	護法	護法			2								e1		38a3		T2713_.84.0831a08
30-038-02	正保版魚山私抄五悔	490	193	所	所	所設	所設			1								e1		38a3		T2713_.84.0831a08
30-038-02	正保版魚山私抄五悔	491	193	設	設	所設	所設			2								e1		38a3		T2713_.84.0831a08
30-038-02	正保版魚山私抄五悔	492	194	哀	哀	哀愍	哀愍			1								e2		38b1		T2713_.84.0831a09
30-038-02	正保版魚山私抄五悔	493	194	愍	愍	哀愍	哀愍			2								e1		38b1		T2713_.84.0831a09
30-038-02	正保版魚山私抄五悔	494	195	過	過	過去	過去			1								e1		38b1		T2713_.84.0831a09
30-038-02	正保版魚山私抄五悔	495	195	去	去	過去	過去			2								e1		38b1		T2713_.84.0831a09
30-038-02	正保版魚山私抄五悔	496	196	頓	頓	頓證	頓證			1								f2		38b1		T2713_.84.0831a09
30-038-02	正保版魚山私抄五悔	497	196	證	證	頓證	頓證			2								e1		38b1		T2713_.84.0831a09
30-038-02	正保版魚山私抄五悔	498	197	護	護	護持	護持			1								e5_		38b1		T2713_.84.0831a09
30-038-02	正保版魚山私抄五悔	499	197	持	持	護持	護持			2								e1		38b1		T2713_.84.0831a09
30-038-02	正保版魚山私抄五悔	500	198	消	消	消除	消除			1								r5_〔別〕r1		38b1		T2713_.84.0831a09
30-038-02	正保版魚山私抄五悔	501	198	除	除	消除	消除			2								e1〔別〕e2		38b1		T2713_.84.0831a09
30-038-02	正保版魚山私抄五悔	502	199	_	_	_長	_長			1								e2		38b1		T2713_.84.0831a09
30-038-02	正保版魚山私抄五悔	503	199	長	長	_長	_長			2								e1		38b1		T2713_.84.0831a09
30-038-02	正保版魚山私抄五悔	504	200	恆	恒	恆受	恒受			1				カウ	カウ＊			e2		38b2		T2713_.84.0831a10
30-038-02	正保版魚山私抄五悔	505	200	受	受	恆受	恒受			2					カウ＊			e1		38b2		T2713_.84.0831a10
30-038-02	正保版魚山私抄五悔	506	201	无	无	无邊	无邊			1								e2		38b2		T2713_.84.0831a10
30-038-02	正保版魚山私抄五悔	507	201	邊	邊	无邊	无邊			2								e2		38b2		T2713_.84.0831a10
30-038-02	正保版魚山私抄五悔	508	202	决	决	决定	决定			1								f2		38b2		T2713_.84.0831a10
30-038-02	正保版魚山私抄五悔	509	202	定	定	决定	决定			2								e1		38b2		T2713_.84.0831a10
30-038-02	正保版魚山私抄五悔	510	203	南	南	南無	南無			1				ナウ	ナウホ			"e4_, 声明集中最下音也, 下山也"		38b3	音写字	T2713_.84.0831a11
30-038-02	正保版魚山私抄五悔	511	203	無	無	南無	南無			2				ホ	ナウホ			r5_		38b3	音写字	T2713_.84.0831a11
30-038-02	正保版魚山私抄五悔	512	204	摩	摩	摩訶	摩訶			1								e4		38b3		T2713_.84.0831a11
30-038-02	正保版魚山私抄五悔	513	204	訶	訶	摩訶	摩訶			2								e1		38b3		T2713_.84.0831a11
30-038-02	正保版魚山私抄五悔	514	205	南	南	南無	南無			1								"e1, 已下ナモ"		38b3	音写字	T2713_.84.0831a11
30-038-02	正保版魚山私抄五悔	515	205	無	無	南無	南無			2								e1		38b3	音写字	T2713_.84.0831a11
30-038-02	正保版魚山私抄五悔	516	206	阿	阿	阿_	阿_			1					＊シユク			e2		38b3		T2713_.84.0831a11
30-038-02	正保版魚山私抄五悔	517	206	_	_	阿_	阿_			2				シユク	＊シユク			e1		38b3		T2713_.84.0831a11
30-038-02	正保版魚山私抄五悔	518	207	南	南	南無	南無			1								e1		39a1	音写字	T2713_.84.0831b01
30-038-02	正保版魚山私抄五悔	519	207	無	無	南無	南無			2								e1		39a1	音写字	T2713_.84.0831b01
30-038-02	正保版魚山私抄五悔	520	208	寳	寳	寳生	寳生			1								e2		39a1		T2713_.84.0831b01
30-038-02	正保版魚山私抄五悔	521	208	生	生	寳生	寳生			2								f2		39a1		T2713_.84.0831b01
30-038-02	正保版魚山私抄五悔	522	209	南	南	南無	南無			1								e1		39a1	音写字	T2713_.84.0831b01
30-038-02	正保版魚山私抄五悔	523	209	無	無	南無	南無			2								e1		39a1	音写字	T2713_.84.0831b01
30-038-02	正保版魚山私抄五悔	524	210	無	無	無量	無量			1								f1		39a1		T2713_.84.0831b01
30-038-02	正保版魚山私抄五悔	525	210	量	量	無量	無量			2								r1		39a1		T2713_.84.0831b01
30-038-02	正保版魚山私抄五悔	526	211	南	南	南無	南無			1								e1		39a1	音写字	T2713_.84.0831b01
30-038-02	正保版魚山私抄五悔	527	211	無	無	南無	南無			2								e1		39a1	音写字	T2713_.84.0831b01
30-038-02	正保版魚山私抄五悔	528	212	不	不	不空	不空			1					＊コウ			e2		39a1		T2713_.84.0831b01
30-038-02	正保版魚山私抄五悔	529	212	空	空	不空	不空			2				コウ	＊コウ			e1		39a1		T2713_.84.0831b01
30-038-02	正保版魚山私抄五悔	530	213	南	南	南無	南無			1								e1		39a2	音写字	T2713_.84.0831b02
30-038-02	正保版魚山私抄五悔	531	213	無	無	南無	南無			2								e1		39a2	音写字	T2713_.84.0831b02
30-038-02	正保版魚山私抄五悔	532	214	四	四	四波羅	四波羅			1								r5_		39a2		T2713_.84.0831b02
30-038-02	正保版魚山私抄五悔	533	214	波	波	四波羅	四波羅			2								e1		39a2		T2713_.84.0831b02
30-038-02	正保版魚山私抄五悔	534	214	羅	羅	四波羅	四波羅			3								e1		39a2		T2713_.84.0831b02
30-038-02	正保版魚山私抄五悔	535	215	南	南	南無	南無			1								e1		39a2	音写字	T2713_.84.0831b02
30-038-02	正保版魚山私抄五悔	536	215	無	無	南無	南無			2								e1		39a2	音写字	T2713_.84.0831b02
30-038-02	正保版魚山私抄五悔	537	216	十	十	十六	十六			1								f1		39a2		T2713_.84.0831b02
30-038-02	正保版魚山私抄五悔	538	216	六	六	十六	十六			2								e1		39a2		T2713_.84.0831b02
