資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	位置	単字長	声点	声点型	仮名	仮名型	反切	類音注	節博士	その他	出現位置	備考	推定語形
60-028-01	平曲譜本	2827	1510	自	自	自今	自今			1								上××	HLL	6上殿下18-1口説		じこん
60-028-01	平曲譜本	2828	1510	今	今	自今	自今			2								上××	HLL	6上殿下18-1口説		じこん
60-028-01	平曲譜本	2829	1511	自	自	自今	自今゛			1								上中中	HLL	替句殿下2-3指声		じこん
60-028-01	平曲譜本	2830	1511	今	今	自今	自今゛			2								上中中	HLL	替句殿下2-3指声		じこん
60-028-01	平曲譜本	2831	1512	自	自	自今	自゛今゛			1								上××	HLL	7上烽火31-2口説		じこん
60-028-01	平曲譜本	2832	1512	今	今	自今	自゛今゛			2								上××	HLL	7上烽火31-2口説		じこん
60-028-01	平曲譜本	2833	1513	自	自	自今	自゛今ﾝ			1								上××	HLL	15上頸渡10-2口説		じこん
60-028-01	平曲譜本	2834	1513	今	今	自今	自゛今ﾝ			2								上××	HLL	15上頸渡10-2口説		じこん
60-028-01	平曲譜本	2835	1514	四	四	四歳	四歳に			1								上上××	HHL	6下山幸21-5口説		しさい
60-028-01	平曲譜本	2836	1514	歳	歳	四歳	四歳に			2								上上××	HHL	6下山幸21-5口説		しさい
60-028-01	平曲譜本	2837	1515	子	子	子細	子細			1								上××	HLL	2上祇女19-2口説		しさい
60-028-01	平曲譜本	2838	1515	細	細	子細	子細			2								上××	HLL	2上祇女19-2口説		しさい
60-028-01	平曲譜本	2839	1516	子	子	子細	子細			1								上××	HLL	13上北国4-1白声		しさい
60-028-01	平曲譜本	2840	1516	細	細	子細	子細			2								上××	HLL	13上北国4-1白声		しさい
60-028-01	平曲譜本	2841	1517	子	子	子細	子細			1								上××	HLL	13下法住62-4素声		しさい
60-028-01	平曲譜本	2842	1517	細	細	子細	子細			2								上××	HLL	13下法住62-4素声		しさい
60-028-01	平曲譜本	2843	1518	子	子	子細	子細			1								コ××	HLL	1下土佐3-3口説		しさい
60-028-01	平曲譜本	2844	1518	細	細	子細	子細			2								コ××	HLL	1下土佐3-3口説		しさい
60-028-01	平曲譜本	2845	1519	子	子	子細	子細			1								コ××	HLL	1下土佐10-5口説		しさい
60-028-01	平曲譜本	2846	1519	細	細	子細	子細			2								コ××	HLL	1下土佐10-5口説		しさい
60-028-01	平曲譜本	2847	1520	子	子	子細	子細			1								コ××	HLL	11下座流32-4口説		しさい
60-028-01	平曲譜本	2848	1520	細	細	子細	子細			2								コ××	HLL	11下座流32-4口説		しさい
60-028-01	平曲譜本	2849	1521	子	子	子細	子細か			1								コ×××	HLL	5上小教38-3口説		しさい
60-028-01	平曲譜本	2850	1521	細	細	子細	子細か			2								コ×××	HLL	5上小教38-3口説		しさい
60-028-01	平曲譜本	2851	1522	子	子	子細	子細に			1								上×××	HLL	9上神輿11-1口説		しさい
60-028-01	平曲譜本	2852	1522	細	細	子細	子細に			2								上×××	HLL	9上神輿11-1口説		しさい
60-028-01	平曲譜本	2853	1523	子	子	子細	子細にては			1								上×××××	HLL	9下大坂7-1白声		しさい
60-028-01	平曲譜本	2854	1523	細	細	子細	子細にては			2								上×××××	HLL	9下大坂7-1白声		しさい
60-028-01	平曲譜本	2855	1524	子	子	子細	子細にても			1								上×××××	HLL	10下六乞72-1口説		しさい
60-028-01	平曲譜本	2856	1524	細	細	子細	子細にても			2								上×××××	HLL	10下六乞72-1口説		しさい
60-028-01	平曲譜本	2857	1525	子	子	子細	子細にや			1								上××××	HLL	11上願立6-2口説		しさい
60-028-01	平曲譜本	2858	1525	細	細	子細	子細にや			2								上××××	HLL	11上願立6-2口説		しさい
60-028-01	平曲譜本	2859	1526	子	子	子細	子細にや			1								上××××	HLL	11下西光14-4素声		しさい
60-028-01	平曲譜本	2860	1526	細	細	子細	子細にや			2								上××××	HLL	11下西光14-4素声		しさい
60-028-01	平曲譜本	2861	1527	子	子	子細	子細にや			1								上××××	HLL	間物藤戸3-2口説		しさい
60-028-01	平曲譜本	2862	1527	細	細	子細	子細にや			2								上××××	HLL	間物藤戸3-2口説		しさい
60-028-01	平曲譜本	2863	1528	子	子	子細	子細の			1								コ×××	HLL	7上烽火17-5口説		しさい
60-028-01	平曲譜本	2864	1528	細	細	子細	子細の			2								コ×××	HLL	7上烽火17-5口説		しさい
60-028-01	平曲譜本	2865	1529	子	子	子細	子細も			1								上×××	HLL	10下六乞30-4白声		しさい
60-028-01	平曲譜本	2866	1529	細	細	子細	子細も			2								上×××	HLL	10下六乞30-4白声		しさい
60-028-01	平曲譜本	2867	1530	子	子	子細	子細も			1								コ×××	HLL	1下土佐8-3口説		しさい
60-028-01	平曲譜本	2868	1530	細	細	子細	子細も			2								コ×××	HLL	1下土佐8-3口説		しさい
60-028-01	平曲譜本	2869	1531	子	子	子細	子細を			1								上×××	HLL	1下那須12-3白声		しさい
60-028-01	平曲譜本	2870	1531	細	細	子細	子細を			2								上×××	HLL	1下那須12-3白声		しさい
60-028-01	平曲譜本	2871	1532	子	子	子細	子細を			1								上×××	HLL	2下征夷14-1白声		しさい
60-028-01	平曲譜本	2872	1532	細	細	子細	子細を			2								上×××	HLL	2下征夷14-1白声		しさい
60-028-01	平曲譜本	2873	1533	子	子	子細	子細を			1								上×××	HLL	4上二后17-2素声		しさい
60-028-01	平曲譜本	2874	1533	細	細	子細	子細を			2								上×××	HLL	4上二后17-2素声		しさい
60-028-01	平曲譜本	2875	1534	子	子	子細	子細を			1								上×××	HLL	4上信連19-3素声		しさい
60-028-01	平曲譜本	2876	1534	細	細	子細	子細を			2								上×××	HLL	4上信連19-3素声		しさい
60-028-01	平曲譜本	2877	1535	子	子	子細	子細を			1								上×××	HLL	5下逆櫓6-1口説		しさい
60-028-01	平曲譜本	2878	1535	細	細	子細	子細を			2								上×××	HLL	5下逆櫓6-1口説		しさい
60-028-01	平曲譜本	2879	1536	子	子	子細	子細を			1								上×××	HLL	10下六乞42-2白声		しさい
60-028-01	平曲譜本	2880	1536	細	細	子細	子細を			2								上×××	HLL	10下六乞42-2白声		しさい
60-028-01	平曲譜本	2881	1537	子	子	子細	子細を			1								上×××	HLL	11上願立12-5素声		しさい
60-028-01	平曲譜本	2882	1537	細	細	子細	子細を			2								上×××	HLL	11上願立12-5素声		しさい
60-028-01	平曲譜本	2883	1538	子	子	子細	子細を			1								上×××	HLL	11下西光43-5素声		しさい
60-028-01	平曲譜本	2884	1538	細	細	子細	子細を			2								上×××	HLL	11下西光43-5素声		しさい
60-028-01	平曲譜本	2885	1539	子	子	子細	子細を			1								上×××	HLL	13下法住61-1素声		しさい
60-028-01	平曲譜本	2886	1539	細	細	子細	子細を			2								上×××	HLL	13下法住61-1素声		しさい
60-028-01	平曲譜本	2887	1540	子	子	子細	子細を			1								上×××	HLL	揃物源氏28-4口説		しさい
60-028-01	平曲譜本	2888	1540	細	細	子細	子細を			2								上×××	HLL	揃物源氏28-4口説		しさい
60-028-01	平曲譜本	2889	1541	子	子	子細	子細を			1								上×××	HLL	炎上内裏10-1白声		しさい
60-028-01	平曲譜本	2890	1541	細	細	子細	子細を			2								上×××	HLL	炎上内裏10-1白声		しさい
60-028-01	平曲譜本	2891	1542	子	子	子細	子細を			1								コ×××	HLL	4上信連31-2口説		しさい
60-028-01	平曲譜本	2892	1542	細	細	子細	子細を			2								コ×××	HLL	4上信連31-2口説		しさい
60-028-01	平曲譜本	2893	1543	子	子	子細	子細を			1								コ×××	HLL	10下六乞40-5口説		しさい
60-028-01	平曲譜本	2894	1543	細	細	子細	子細を			2								コ×××	HLL	10下六乞40-5口説		しさい
60-028-01	平曲譜本	2895	1544	子	子	子細	子細を			1								コ×××	HLL	12下経嶋7-5口説		しさい
60-028-01	平曲譜本	2896	1544	細	細	子細	子細を			2								コ×××	HLL	12下経嶋7-5口説		しさい
60-028-01	平曲譜本	2897	1545	資	資	資財	資財゛			1								上上上	HHH	8上禿童9-1素声		しざい
60-028-01	平曲譜本	2898	1545	財	財	資財	資財゛			2								上上上	HHH	8上禿童9-1素声		しざい
60-028-01	平曲譜本	2899	1546	資	資	資財	貲財゛			1								上上上	HHH	12上僧死7-5素声		しざい
60-028-01	平曲譜本	2900	1546	財	財	資財	貲財゛			2								上上上	HHH	12上僧死7-5素声		しざい
60-028-01	平曲譜本	2901	1547	死	死	死罪	死罪			1								上中上	HLL	11下座流7-5折声		しざい
60-028-01	平曲譜本	2902	1547	罪	罪	死罪	死罪			2								上中上	HLL	11下座流7-5折声		しざい
60-028-01	平曲譜本	2903	1548	死	死	死罪	死罪			1								上××	HLL	4上二后3-5素声		しざい
60-028-01	平曲譜本	2904	1548	罪	罪	死罪	死罪			2								上××	HLL	4上二后3-5素声		しざい
60-028-01	平曲譜本	2905	1549	死	死	死罪	死罪゛か			1								上×××	HLL	12下横田6-1白声		しざい
60-028-01	平曲譜本	2906	1549	罪	罪	死罪	死罪゛か			2								上×××	HLL	12下横田6-1白声		しざい
60-028-01	平曲譜本	2907	1550	死	死	死罪	死罪に			1								上×××	HLL	6上納流13-4素声		しざい
60-028-01	平曲譜本	2908	1550	罪	罪	死罪	死罪に			2								上×××	HLL	6上納流13-4素声		しざい
60-028-01	平曲譜本	2909	1551	死	死	死罪	死罪に			1								上×××	HLL	読上願書15-4白声		しざい
60-028-01	平曲譜本	2910	1551	罪	罪	死罪	死罪に			2								上×××	HLL	読上願書15-4白声		しざい
60-028-01	平曲譜本	2911	1552	死	死	死罪	死罪に			1								コ×××	HLL	6上五節2-1口説		しざい
60-028-01	平曲譜本	2912	1552	罪	罪	死罪	死罪に			2								コ×××	HLL	6上五節2-1口説		しざい
60-028-01	平曲譜本	2913	1553	死	死	死罪	死罪の			1								コ×××	HLL	6上五節2-5口説		しざい
60-028-01	平曲譜本	2914	1553	罪	罪	死罪	死罪の			2								コ×××	HLL	6上五節2-5口説		しざい
60-028-01	平曲譜本	2915	1554	死	死	死罪	死罪を			1								上×××	HLL	11下小教33-1素声		しざい
60-028-01	平曲譜本	2916	1554	罪	罪	死罪	死罪を			2								上×××	HLL	11下小教33-1素声		しざい
60-028-01	平曲譜本	2917	1555	死	死	死罪	死罪を			1								上×××	HLL	11下小教34-1素声		しざい
60-028-01	平曲譜本	2918	1555	罪	罪	死罪	死罪を			2								上×××	HLL	11下小教34-1素声		しざい
60-028-01	平曲譜本	2919	1556	時	時	時日	時゛日゛［ﾂﾒ］を＜ﾄ＞			1								上×××	HLL	揃物源氏21-1口説		じじつ
60-028-01	平曲譜本	2920	1556	日	日	時日	時゛日゛［ﾂﾒ］を＜ﾄ＞			2								上×××	HLL	揃物源氏21-1口説		じじつ
60-028-01	平曲譜本	2921	1557	四	四	四十	四十に			1								上上××	HHL	11下小教23-2素声		しじふ
60-028-01	平曲譜本	2922	1557	十	十	四十	四十に			2								上上××	HHL	11下小教23-2素声		しじふ
60-028-01	平曲譜本	2923	1558	四	四	四十	四十斗゛んなる			1								上上上×××××	HHL	15下勝浦7-3素声		しじふ
60-028-01	平曲譜本	2924	1558	十	十	四十	四十斗゛んなる			2								上上上×××××	HHL	15下勝浦7-3素声		しじふ
60-028-01	平曲譜本	2925	1559	使	使	使者	使者（死者？）とて			2								上コ××	HH	4上信連1-5口説		ししゃ
60-028-01	平曲譜本	2926	1560	者	者	使者	使者（死者？）とて			2								上コ××	HH	4上信連1-5口説		ししゃ
60-028-01	平曲譜本	2927	1561	使	使	使者	使者を			1								上上上	HH	4下吉田4-4素声		ししゃ
60-028-01	平曲譜本	2928	1561	者	者	使者	使者を			2								上上上	HH	4下吉田4-4素声		ししゃ
60-028-01	平曲譜本	2929	1562	使	使	使者	使者を			1								上上上	HH	9上神輿8-2素声		ししゃ
60-028-01	平曲譜本	2930	1562	者	者	使者	使者を			2								上上上	HH	9上神輿8-2素声		ししゃ
60-028-01	平曲譜本	2931	1563	使	使	使者	使者を			1								上上上	HH	10上物怪18-1白声		ししゃ
60-028-01	平曲譜本	2932	1563	者	者	使者	使者を			2								上上上	HH	10上物怪18-1白声		ししゃ
60-028-01	平曲譜本	2933	1564	使	使	使者	使者を			1								上上上	HH	11上妓王34-2口説		ししゃ
60-028-01	平曲譜本	2934	1564	者	者	使者	使者を			2								上上上	HH	11上妓王34-2口説		ししゃ
60-028-01	平曲譜本	2935	1565	使	使	使者	使者を			1								上上上	HH	11上妓王35-5素声		ししゃ
60-028-01	平曲譜本	2936	1565	者	者	使者	使者を			2								上上上	HH	11上妓王35-5素声		ししゃ
60-028-01	平曲譜本	2937	1566	使	使	使者	使者を			1								上上上	HH	12上行隆11-5素声		ししゃ
60-028-01	平曲譜本	2938	1566	者	者	使者	使者を			2								上上上	HH	12上行隆11-5素声		ししゃ
60-028-01	平曲譜本	2939	1567	使	使	使者	使者を			1								上上上	HH	14上樋口13-3素声		ししゃ
60-028-01	平曲譜本	2940	1567	者	者	使者	使者を			2								上上上	HH	14上樋口13-3素声		ししゃ
60-028-01	平曲譜本	2941	1568	使	使	使者	使者を			1								上上コ	HH	4下老馬2-3口説		ししゃ
60-028-01	平曲譜本	2942	1568	者	者	使者	使者を			2								上上コ	HH	4下老馬2-3口説		ししゃ
60-028-01	平曲譜本	2943	1569	使	使	使者	使者を			1								上上コ	HH	5下緒環1-5口説		ししゃ
60-028-01	平曲譜本	2944	1569	者	者	使者	使者を			2								上上コ	HH	5下緒環1-5口説		ししゃ
60-028-01	平曲譜本	2945	1570	使	使	使者	使者を			1								上上コ	HH	5下二魁17-5口説		ししゃ
60-028-01	平曲譜本	2946	1570	者	者	使者	使者を			2								上上コ	HH	5下二魁17-5口説		ししゃ
60-028-01	平曲譜本	2947	1571	使	使	使者	使者を			1								上上コ	HH	7上競4-5口説		ししゃ
60-028-01	平曲譜本	2948	1571	者	者	使者	使者を			2								上上コ	HH	7上競4-5口説		ししゃ
60-028-01	平曲譜本	2949	1572	使	使	使者	使者を			1								上上コ	HH	8下室山1-5口説		ししゃ
60-028-01	平曲譜本	2950	1572	者	者	使者	使者を			2								上上コ	HH	8下室山1-5口説		ししゃ
60-028-01	平曲譜本	2951	1573	使	使	使者	使者を			1								上上コ	HH	8下能登19-3口説		ししゃ
60-028-01	平曲譜本	2952	1573	者	者	使者	使者を			2								上上コ	HH	8下能登19-3口説		ししゃ
60-028-01	平曲譜本	2953	1574	使	使	使者	使者を			1								上上コ	HH	14下盛最2-4口説		ししゃ
60-028-01	平曲譜本	2954	1574	者	者	使者	使者を			2								上上コ	HH	14下盛最2-4口説		ししゃ
60-028-01	平曲譜本	2955	1575	使	使	使者	使者を			1								上上コ	HH	15下志渡9-1口説		ししゃ
60-028-01	平曲譜本	2956	1575	者	者	使者	使者を			2								上上コ	HH	15下志渡9-1口説		ししゃ
60-028-01	平曲譜本	2957	1576	使	使	使者	使者を			1								上上コ	HH	15下副将2-1口説		ししゃ
60-028-01	平曲譜本	2958	1576	者	者	使者	使者を			2								上上コ	HH	15下副将2-1口説		ししゃ
60-028-01	平曲譜本	2959	1577	使	使	使者	使者を			1								上上コ	HH	炎上内裏12-1口説		ししゃ
60-028-01	平曲譜本	2960	1577	者	者	使者	使者を			2								上上コ	HH	炎上内裏12-1口説		ししゃ
60-028-01	平曲譜本	2961	1578	始	始	始終	始終は			1								上×××	HLL	8上少乞34-2素声		しじゅう
60-028-01	平曲譜本	2962	1578	終	終	始終	始終は			2								上×××	HLL	8上少乞34-2素声		しじゅう
60-028-01	平曲譜本	2963	1579	自	自	自然	自然の			1								上×××	HLL	1下生食6-3口説		しぜん
60-028-01	平曲譜本	2964	1579	然	然	自然	自然の			2								上×××	HLL	1下生食6-3口説		しぜん
60-028-01	平曲譜本	2965	1580	自	自	自然	自然゛の			1								上中上上	HLL	13上門落11-1折声		しぜん
60-028-01	平曲譜本	2966	1580	然	然	自然	自然゛の			2								上中上上	HLL	13上門落11-1折声		しぜん
60-028-01	平曲譜本	2967	1581	自	自	自然	自然゛の			1								上×××	HLL	14上樋口12-3素声		しぜん
60-028-01	平曲譜本	2968	1581	然	然	自然	自然゛の			2								上×××	HLL	14上樋口12-3素声		しぜん
60-028-01	平曲譜本	2969	1582	自	自	自然	自然゛ﾝの			1								上×××	HLL	7上競24-5口説		しぜん
