資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	alphabret_出現形	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	所在	備考
30-026-04	正徳版四座講式	4703	2289	師	師	師子	師子			1		上	上平					1		002_017_b_01	
30-026-04	正徳版四座講式	4704	2289	子	子	師子	師子			2		平	上平					3		002_017_b_01	
30-026-04	正徳版四座講式	4705	2290	尊	尊	尊重	尊重			1		去	去平濁					5		002_017_b_01	
30-026-04	正徳版四座講式	4706	2290	重	重	尊重	尊重			2		平濁	去平濁					3		002_017_b_01	
30-026-04	正徳版四座講式	4707	2291	法	法	法師	法師			1		入	入上					2		002_017_b_02	
30-026-04	正徳版四座講式	4708	2291	師	師	法師	法師			2		上	入上					1		002_017_b_02	
30-026-04	正徳版四座講式	4709	2292	慈	慈	慈愛	慈愛			1		上濁	上濁平					1		002_017_b_02	
30-026-04	正徳版四座講式	4710	2292	愛	愛	慈愛	慈愛			2		平	上濁平					3		002_017_b_02	
30-026-04	正徳版四座講式	4711	2293	師	師	師子	師子			1		上	上平					1		002_017_b_02	
30-026-04	正徳版四座講式	4712	2293	子	子	師子	師子			2		平	上平					3		002_017_b_02	
30-026-04	正徳版四座講式	4713	2294	害	害	害	害ス			1		平濁	平濁					3		002_017_b_03	
30-026-04	正徳版四座講式	4714	2295	誦	誦	誦	誦ス			1		平濁	平濁					3		002_017_b_03	
30-026-04	正徳版四座講式	4715	2296	經	経	經	経			1		去	去					5		002_017_b_03	
30-026-04	正徳版四座講式	4716	2297	師	師	師子	師子			1		上	上平					1		002_017_b_03	
30-026-04	正徳版四座講式	4717	2297	子	子	師子	師子			2		平	上平					3		002_017_b_03	
30-026-04	正徳版四座講式	4718	2298	一	一	一心	一心			1		入	入去	～ツ	～ツ＊			2		002_017_b_03	
30-026-04	正徳版四座講式	4719	2298	心	心	一心	一心			2		去	入去		～ツ＊			5		002_017_b_04	
30-026-04	正徳版四座講式	4720	2299	經	経	經	経			1		去	去					31		002_017_b_04	
30-026-04	正徳版四座講式	4721	2300	諸	諸	諸徳	諸徳			1		上	上入					1		002_017_b_04	
30-026-04	正徳版四座講式	4722	2300	徳	徳	諸徳	諸徳			2		入	上入					3		002_017_b_04	
30-026-04	正徳版四座講式	4723	2301	遺	遺	遺跡	遺跡			1		去	去入軽					5		002_017_b_05	
30-026-04	正徳版四座講式	4724	2301	跡	跡	遺跡	遺跡			2		入軽	去入軽					1		002_017_b_05	
30-026-04	正徳版四座講式	4725	2302	亡	亡	亡身	亡身			1		平濁	平濁去					2		002_017_b_05	
30-026-04	正徳版四座講式	4726	2302	身	身	亡身	亡身			2		去	平濁去					31		002_017_b_05	
30-026-04	正徳版四座講式	4727	2303	生	生	生別	生別			1		去	去入濁		＊―ツ			5		002_017_b_05	
30-026-04	正徳版四座講式	4728	2303	別	別	生別	生別			2		入濁	去入濁	～ツ	＊―ツ			3		002_017_b_05	ツに3の墨譜
30-026-04	正徳版四座講式	4729	2304	峻	峻	峻壁	峻壁			1		平	平入	シユン	シユンヘキ			3		002_018_a_01	
30-026-04	正徳版四座講式	4730	2304	壁	壁	峻壁	峻壁			2		入	平入	ヘキ	シユンヘキ			11		002_018_a_01	
30-026-04	正徳版四座講式	4731	2305	飛	飛	飛_	飛_			1		平	平去					2		002_018_a_01	
30-026-04	正徳版四座講式	4732	2305	_	_	飛_	飛_			2		去	平去					31		002_018_a_01	
30-026-04	正徳版四座講式	4733	2306	零	零	零落	零落			1		平	平入	レイ	レイラク			5		002_018_a_02	
30-026-04	正徳版四座講式	4734	2306	落	落	零落	零落			2		入	平入	ラク	レイラク					002_018_a_02	ラクに32の墨譜
30-026-04	正徳版四座講式	4735	2307	江	江	江山	江山			1		平濁	平濁平軽		＊サン			2		002_018_a_02	
30-026-04	正徳版四座講式	4736	2307	山	山	江山	江山			2		平軽	平濁平軽	サン	＊サン					002_018_a_02	サンに13の墨譜
30-026-04	正徳版四座講式	4737	2308	存	存	存没	存没			1		去濁	去濁入					5		002_018_a_02	
30-026-04	正徳版四座講式	4738	2308	没	没	存没	存没			2		入	去濁入					3		002_018_a_02	
30-026-04	正徳版四座講式	4739	2309	佛	仏	佛道	仏道			1		入濁	入濁平濁					2		002_018_a_03	
30-026-04	正徳版四座講式	4740	2309	道	道	佛道	仏道			2		平濁	入濁平濁					3		002_018_a_03	
30-026-04	正徳版四座講式	4741	2310	生	生	生命	生命			1		去	去平	～ウ	―ウ―イ			5		002_018_a_03	
30-026-04	正徳版四座講式	4742	2310	命	命	生命	生命			2		平	去平	～イ	―ウ―イ			3		002_018_a_03	
30-026-04	正徳版四座講式	4743	2311	法	法	法家	法家			1		入	入上	ホツ	ホツケ			2		002_018_a_04	
30-026-04	正徳版四座講式	4744	2311	家	家	法家	法家			2		上	入上	ケ	ホツケ			1		002_018_a_04	
30-026-04	正徳版四座講式	4745	2312	名	名	名利	名利			1		去	去					5		002_018_a_04	
30-026-04	正徳版四座講式	4746	2312	利	利	名利	名利			2			去×					3		002_018_a_04	
30-026-04	正徳版四座講式	4747	2313	傳	伝	傳記	伝記			1		去濁	去濁上							002_018_a_04	
30-026-04	正徳版四座講式	4748	2313	記	記	傳記	伝記			2		上	去濁上							002_018_a_04	
30-026-04	正徳版四座講式	4749	2314	悲	悲	悲喜	悲喜			1		上	上平							002_018_a_05	
30-026-04	正徳版四座講式	4750	2314	喜	喜	悲喜	悲喜			2		平	上平							002_018_a_05	
30-026-04	正徳版四座講式	4751	2315	隨	随	隨喜	随喜			1		去濁	去濁平					5		002_018_a_05	
30-026-04	正徳版四座講式	4752	2315	喜	喜	隨喜	随喜			2		平	去濁平					3		002_018_a_05	
30-026-04	正徳版四座講式	4753	2316	結	結	結縁	結縁			1		入	入去					2		002_018_a_05	
30-026-04	正徳版四座講式	4754	2316	縁	縁	結縁	結縁			2		去	入去					5		002_018_a_05	
30-026-04	正徳版四座講式	4755	2317	伽	伽	伽陀	伽陀			1		上	上上濁					1		002_018_a_05	
30-026-04	正徳版四座講式	4756	2317	陀	陀	伽陀	伽陀			2		上濁	上上濁					1		002_018_b_01	
30-026-04	正徳版四座講式	4757	2318	行	行	行	行ス			1		平濁	平濁					46		002_018_b_01	
30-026-04	正徳版四座講式	4758	2319	禮	礼	禮拜	礼拝			1		平	平平					2		002_018_b_01	
30-026-04	正徳版四座講式	4759	2319	拜	拝	禮拜	礼拝			2		平	平平					2		002_018_b_01	
30-026-04	正徳版四座講式	4760	2320	第	第	第五	第五			1		平濁	平濁上濁					2		002_018_b_05	
30-026-04	正徳版四座講式	4761	2320	五	五	第五	第五			2		上濁	平濁上濁					1		002_018_b_05	
30-026-04	正徳版四座講式	4762	2321	發	発	發願	発願			1		入	入平濁					3		002_018_b_05	
30-026-04	正徳版四座講式	4763	2321	願	願	發願	発願			2		平濁	入平濁					2		002_018_b_05	
30-026-04	正徳版四座講式	4764	2322	廻	廻	廻向	廻向			1		上	上平					1		002_018_b_05	
30-026-04	正徳版四座講式	4765	2322	向	向	廻向	廻向			2		平	上平					3		002_018_b_05	
30-026-04	正徳版四座講式	4766	2323	戀	恋	戀慕	恋慕			1		去	去平濁					5		002_018_b_05	
30-026-04	正徳版四座講式	4767	2323	慕	慕	戀慕	恋慕			2		平濁	去平濁					3		002_018_b_05	
30-026-04	正徳版四座講式	4768	2324	渇	渇	渇仰	渇仰			1		入	入平濁					2		002_018_b_05	
30-026-04	正徳版四座講式	4769	2324	仰	仰	渇仰	渇仰			2		平濁	入平濁					2		002_018_b_05	
30-026-04	正徳版四座講式	4770	2325	功	功	功徳	功徳			1		上	上入新濁					1		002_019_a_01	
30-026-04	正徳版四座講式	4771	2325	徳	徳	功徳	功徳			2		入新濁	上入新濁					3		002_019_a_01	
30-026-04	正徳版四座講式	4772	2326	成	成	成就	成就			1		去濁	去濁平濁					5		002_019_a_01	
30-026-04	正徳版四座講式	4773	2326	就	就	成就	成就			2		平濁	去濁平濁					4		002_019_a_01	
30-026-04	正徳版四座講式	4774	2327	自	自	自利	自利			1		平濁	平濁平					2		002_019_a_01	
30-026-04	正徳版四座講式	4775	2327	利	利	自利	自利			2		平	平濁平					2		002_019_a_01	
30-026-04	正徳版四座講式	4776	2328	利	利	利他	利他			1		平	平上					2		002_019_a_01	
30-026-04	正徳版四座講式	4777	2328	他	他	利他	利他			2		上	平上					1		002_019_a_01	
30-026-04	正徳版四座講式	4778	2329	大	大	大願	大願			1		平濁	平濁平濁					3		002_019_a_01	
30-026-04	正徳版四座講式	4779	2329	願	願	大願	大願			2		平濁	平濁平濁					2		002_019_a_01	
30-026-04	正徳版四座講式	4780	2330	三	三	三祇	三祇			1		去	去上濁					5		002_019_a_01	
30-026-04	正徳版四座講式	4781	2330	祇	祇	三祇	三祇			2		上濁	去上濁					1		002_019_a_02	
30-026-04	正徳版四座講式	4782	2331	百	百	百劫	百劫			1		入	入フ入					3		002_019_a_02	
30-026-04	正徳版四座講式	4783	2331	劫	劫	百劫	百劫			2		フ入	入フ入					3		002_019_a_02	
30-026-04	正徳版四座講式	4784	2332	大	大	大道	大道			1		平濁	平濁平濁					2		002_019_a_02	
30-026-04	正徳版四座講式	4785	2332	道	道	大道	大道			2		平濁	平濁平濁					3		002_019_a_02	
30-026-04	正徳版四座講式	4786	2333	住	住	住行	住行			1		平濁	平濁平濁					2		002_019_a_02	
30-026-04	正徳版四座講式	4787	2333	行	行	住行	住行			2		平濁	平濁平濁					3		002_019_a_02	
30-026-04	正徳版四座講式	4788	2334	向	向	向地	向地			1		平	平平濁					2		002_019_a_02	
30-026-04	正徳版四座講式	4789	2334	地	地	向地	向地			2		平濁	平平濁					3		002_019_a_02	
30-026-04	正徳版四座講式	4790	2335	經	経	經歴	経歴			1		平	平入					2		002_019_a_02	
30-026-04	正徳版四座講式	4791	2335	歴	歴	經歴	経歴			2		入	平入					23		002_019_a_02	右側に4の墨譜
30-026-04	正徳版四座講式	4792	2336	生	生	生相	生相			1		去	去平					5		002_019_a_03	
30-026-04	正徳版四座講式	4793	2336	相	相	生相	生相			2		平	去平					3		002_019_a_03	
30-026-04	正徳版四座講式	4794	2337	金	金	金剛心	金剛心			1		去	去上濁上					5		002_019_a_03	
30-026-04	正徳版四座講式	4795	2337	剛	剛	金剛心	金剛心			2		上濁	去上濁上					1		002_019_a_03	
30-026-04	正徳版四座講式	4796	2337	心	心	金剛心	金剛心			3		上	去上濁上					1		002_019_a_03	
30-026-04	正徳版四座講式	4797	2338	無	無	無明	無明			1		上	上上					1		002_019_a_03	
30-026-04	正徳版四座講式	4798	2338	明	明	無明	無明			2		上	上上					1		002_019_a_03	
30-026-04	正徳版四座講式	4799	2339	薩	薩	薩般若	薩般若			1		平	平去平					2		002_019_a_04	
30-026-04	正徳版四座講式	4800	2339	般	般	薩般若	薩般若			2		去	平去平					5		002_019_a_04	
30-026-04	正徳版四座講式	4801	2339	若	若	薩般若	薩般若			3		平	平去平					3		002_019_a_04	
30-026-04	正徳版四座講式	4802	2340	見	見	見聞	見聞			1		平	平平					2		002_019_a_04	
30-026-04	正徳版四座講式	4803	2340	聞	聞	見聞	見聞			2		平	平平					3		002_019_a_04	
30-026-04	正徳版四座講式	4804	2341	隨	随	隨喜	随喜			1		去濁	去濁平					5		002_019_a_04	
30-026-04	正徳版四座講式	4805	2341	喜	喜	隨喜	随喜			2		平	去濁平					3		002_019_a_04	
30-026-04	正徳版四座講式	4806	2342	面	面	面面	面面			1		去	去平					5		002_019_a_04	
30-026-04	正徳版四座講式	4807	2342	面	面	面面	面面			2		平	去平					3		002_019_a_04	
30-026-04	正徳版四座講式	4808	2343	互	互	互益	互益			1		上	上入	コ	コ―ク			1		002_019_a_05	
30-026-04	正徳版四座講式	4809	2343	益	益	互益	互益			2		入	上入	～ク	コ―ク			3		002_019_a_05	クに3の墨譜
30-026-04	正徳版四座講式	4810	2344	安	安	安養	安養			1		去	去上					5		002_019_a_05	
30-026-04	正徳版四座講式	4811	2344	養	養	安養	安養			2		上	去上					1		002_019_a_05	
30-026-04	正徳版四座講式	4812	2345	行	行	行者	行者			1		平濁	平濁平新濁					32		002_019_a_05	
30-026-04	正徳版四座講式	4813	2345	者	者	行者	行者			2		平新濁	平濁平新濁							002_019_a_05	
30-026-04	正徳版四座講式	4814	2346	彌	弥	彌陀	弥陀			1		上	上上濁					1		002_019_a_05	
30-026-04	正徳版四座講式	4815	2346	陀	陀	彌陀	弥陀			2		上濁	上上濁					1		002_019_a_05	
30-026-04	正徳版四座講式	4816	2347	引	引	引攝	引摂			1		平	平フ入新濁					3		002_019_a_05	
30-026-04	正徳版四座講式	4817	2347	攝	摂	引攝	引摂			2		フ入新濁	平フ入新濁					3		002_019_a_05	
30-026-04	正徳版四座講式	4818	2348	兜	兜	兜率	兜率			1		上	上入	ト	ト―ツ			1		002_019_a_05	
30-026-04	正徳版四座講式	4819	2348	率	率	兜率	兜率			2		入	上入	～ツ	ト―ツ			3		002_019_b_01	ツに3の墨譜
30-026-04	正徳版四座講式	4820	2349	行	行	行者	行者			1		平濁	平濁平新濁					2		002_019_b_01	
30-026-04	正徳版四座講式	4821	2349	者	者	行者	行者			2		平新濁	平濁平新濁					2		002_019_b_01	
30-026-04	正徳版四座講式	4822	2350	彌	弥	彌勒	弥勒			1		上	上入					1		002_019_b_01	
30-026-04	正徳版四座講式	4823	2350	勒	勒	彌勒	弥勒			2		入	上入					32		002_019_b_01	
30-026-04	正徳版四座講式	4824	2351	來	来	來迎	来迎			1		去	去平					5		002_019_b_01	
30-026-04	正徳版四座講式	4825	2351	迎	迎	來迎	来迎			2		平	去平					3		002_019_b_01	
30-026-04	正徳版四座講式	4826	2352	乃	乃	乃至	乃至			1		去	去平					3		002_019_b_01	
30-026-04	正徳版四座講式	4827	2352	至	至	乃至	乃至			2		平	去平					3		002_019_b_01	
30-026-04	正徳版四座講式	4828	2353	生	生	生生世世	生生世世			1		去	去上新濁平平					5		002_019_b_01	
30-026-04	正徳版四座講式	4829	2353	生	生	生生世世	生生世世			2		上新濁	去上新濁平平					1		002_019_b_01	
30-026-04	正徳版四座講式	4830	2353	世	世	生生世世	生生世世			3		平	去上新濁平平					3		002_019_b_01	
30-026-04	正徳版四座講式	4831	2353	世	世	生生世世	生生世世			4		平	去上新濁平平					3		002_019_b_01	
30-026-04	正徳版四座講式	4832	2354	見	見	見佛	見仏			1		平	平入濁					2		002_019_b_02	
30-026-04	正徳版四座講式	4833	2354	佛	仏	見佛	見仏			2		入濁	平入濁					3		002_019_b_02	
30-026-04	正徳版四座講式	4834	2355	聞	聞	聞法	聞法			1		去	去フ入新濁					5		002_019_b_02	
30-026-04	正徳版四座講式	4835	2355	法	法	聞法	聞法			2		フ入新濁	去フ入新濁					3		002_019_b_02	
30-026-04	正徳版四座講式	4836	2356	現	現	現當	現当			1		平濁	平濁平					2		002_019_b_02	
30-026-04	正徳版四座講式	4837	2356	當	当	現當	現当			2		平	平濁平					3		002_019_b_02	
30-026-04	正徳版四座講式	4838	2357	所	所	所願	所願			1		平	平平濁					2		002_019_b_02	
30-026-04	正徳版四座講式	4839	2357	願	願	所願	所願			2		平濁	平平濁					3		002_019_b_02	
30-026-04	正徳版四座講式	4840	2358	速	速	速疾	速疾			1		入	入入					2		002_019_b_02	
30-026-04	正徳版四座講式	4841	2358	疾	疾	速疾	速疾			2		入	入入					2		002_019_b_02	
30-026-04	正徳版四座講式	4842	2359	圓	円	圓滿	円満			1		去	去平					4		002_019_b_02	
30-026-04	正徳版四座講式	4843	2359	滿	満	圓滿	円満			2		平	去平					4		002_019_b_02	
30-026-04	正徳版四座講式	4844	2360	伽	伽	伽陀	伽陀			1		上	上上濁					1		002_019_b_03	
30-026-04	正徳版四座講式	4845	2360	陀	陀	伽陀	伽陀			2		上濁	上上濁					1		002_019_b_03	
30-026-04	正徳版四座講式	4846	2361	行	行	行	行ス			1		平濁	平濁					46		002_019_b_03	右に4の墨譜
30-026-04	正徳版四座講式	4847	2362	廻	廻	廻向	廻向			1		上	上平					1		002_019_b_03	
30-026-04	正徳版四座講式	4848	2362	向	向	廻向	廻向			2		平	上平					2		002_019_b_03	
30-026-04	正徳版四座講式	4849	2363	大	大	大恩	大恩			1		平濁	平濁去					2		002_021_b_03	
30-026-04	正徳版四座講式	4850	2363	恩	恩	大恩	大恩			2		去	平濁去					5		002_021_b_03	
30-026-04	正徳版四座講式	4851	2364	教	教	教主	教主			1		平	平平					3		002_021_b_03	
30-026-04	正徳版四座講式	4852	2364	主	主	教主	教主			2		平	平平					2		002_021_b_03	
30-026-04	正徳版四座講式	4853	2365	釋	釈	釋迦	釈迦			1		平	平平					2		002_021_b_03	
30-026-04	正徳版四座講式	4854	2365	迦	迦	釋迦	釈迦			2		平	平平					2		002_021_b_03	
30-026-04	正徳版四座講式	4855	2366	牟	牟	牟尼	牟尼			1		平	平上					2		002_021_b_03	
30-026-04	正徳版四座講式	4856	2366	尼	尼	牟尼	牟尼			2		上	平上					1		002_021_b_03	
30-026-04	正徳版四座講式	4857	2367	如	如	如來	如来			1		平	平平					3		002_021_b_03	
30-026-04	正徳版四座講式	4858	2367	來	来	如來	如来			2		平	平平					2		002_021_b_03	
30-026-04	正徳版四座講式	4859	2368	滅	滅	滅後	滅後			1		入	入平濁					2		002_021_b_03	
30-026-04	正徳版四座講式	4860	2368	後	後	滅後	滅後			2		平濁	入平濁					2		002_021_b_03	
30-026-04	正徳版四座講式	4861	2369	福	福	福田	福田			1		入	入平濁					2		002_021_b_03	
30-026-04	正徳版四座講式	4862	2369	田	田	福田	福田			2		平濁	入平濁					2		002_021_b_04	
30-026-04	正徳版四座講式	4863	2370	遺	遺	遺身	遺身			1		去	去上					5		002_021_b_04	
30-026-04	正徳版四座講式	4864	2370	身	身	遺身	遺身			2		上	去上					1		002_021_b_04	
30-026-04	正徳版四座講式	4865	2371	舎	舎	舎利	舎利			1		平	平平					3		002_021_b_04	
30-026-04	正徳版四座講式	4866	2371	利	利	舎利	舎利			2		平	平平					2		002_021_b_04	
30-026-04	正徳版四座講式	4867	2372	涅	涅	涅槃	涅槃			1		平	平去					2		002_021_b_04	
30-026-04	正徳版四座講式	4868	2372	槃	槃	涅槃	涅槃			2		去	平去					5		002_021_b_04	
30-026-04	正徳版四座講式	4869	2373	遺	遺	遺教	遺教			1		平	平平					3		002_021_b_04	
30-026-04	正徳版四座講式	4870	2373	教	教	遺教	遺教			2		平	平平					2		002_021_b_04	
30-026-04	正徳版四座講式	4871	2374	八	八	八萬	八万			1		入	入平					2		002_021_b_04	
30-026-04	正徳版四座講式	4872	2374	萬	万	八萬	八万			2		平	入平					2		002_021_b_04	
30-026-04	正徳版四座講式	4873	2375	聖	聖	聖教	聖教			1		平	平平新濁					2		002_021_b_04	
30-026-04	正徳版四座講式	4874	2375	教	教	聖教	聖教			2		平新濁	平平新濁					2		002_021_b_04	
30-026-04	正徳版四座講式	4875	2376	護	護	護持	護持			1		平濁	平濁上濁					2		002_021_b_04	
30-026-04	正徳版四座講式	4876	2376	持	持	護持	護持			2		上濁	平濁上濁					1		002_021_b_05	
30-026-04	正徳版四座講式	4877	2377	遺	遺	遺法	遺法			1		平	平フ入					3		002_021_b_05	
30-026-04	正徳版四座講式	4878	2377	法	法	遺法	遺法			2		フ入	平フ入					2		002_021_b_05	
30-026-04	正徳版四座講式	4879	2378	十	十	十六	十六			1		フ入濁	フ入濁入					2		002_021_b_05	ワル注記
30-026-04	正徳版四座講式	4880	2378	六	六	十六	十六			2		入	フ入濁入					2		002_021_b_05	
30-026-04	正徳版四座講式	4881	2379	尊	尊	尊者	尊者			1		去	去平新濁					5		002_021_b_05	
30-026-04	正徳版四座講式	4882	2379	者	者	尊者	尊者			2		平新濁	去平新濁					3		002_021_b_05	
30-026-04	正徳版四座講式	4883	2380	同	同	同體	同体			1		去濁	去濁平					5		002_021_b_05	
30-026-04	正徳版四座講式	4884	2380	體	体	同體	同体			2		平	去濁平					3		002_021_b_05	
30-026-04	正徳版四座講式	4885	2381	別	別	別體	別体			1		入濁	入濁平					2		002_021_b_05	
30-026-04	正徳版四座講式	4886	2381	體	体	別體	別体			2		平	入濁平					2		002_021_b_05	
30-026-04	正徳版四座講式	4887	2382	一	一	一切	一切			1		入	入平軽	～ツ	～ツ＊			2		002_021_b_05	
30-026-04	正徳版四座講式	4888	2382	切	切	一切	一切			2		平軽	入平軽		～ツ＊			3		002_021_b_05	
30-026-04	正徳版四座講式	4889	2383	三	三	三寶	三宝			1		去	去平新濁					5		002_021_b_05	
30-026-04	正徳版四座講式	4890	2383	寶	宝	三寶	三宝			2		平新濁	去平新濁					3		002_021_b_05	
30-026-04	正徳版四座講式	4891	2384	佛	仏	佛日	仏日			1		入濁	入濁入	～ツ	―ツ―ツ			2		002_022_a_02	
30-026-04	正徳版四座講式	4892	2384	日	日	佛日	仏日			2		入	入濁入	～ツ	―ツ―ツ			2		002_022_a_02	
30-026-04	正徳版四座講式	4893	2385	長	長	長夜	長夜			1		去濁	去濁上					5		002_022_a_02	
30-026-04	正徳版四座講式	4894	2385	夜	夜	長夜	長夜			2		上	去濁上					1		002_022_a_02	
30-026-04	正徳版四座講式	4895	2386	法	法	法船	法船			1		入	入平					2		002_022_a_02	
30-026-04	正徳版四座講式	4896	2386	船	船	法船	法船			2		平	入平					2		002_022_a_02	
30-026-04	正徳版四座講式	4897	2387	苦	苦	苦海	苦海			1		平	平上					2		002_022_a_03	
30-026-04	正徳版四座講式	4898	2387	海	海	苦海	苦海			2		上	平上					1		002_022_a_03	
30-026-04	正徳版四座講式	4899	2388	舎	舎	舎利	舎利			1		平	平平					2		002_022_a_03	
30-026-04	正徳版四座講式	4900	2388	利	利	舎利	舎利			2		平	平平					2		002_022_a_03	
30-026-04	正徳版四座講式	4901	2389	威	威	威光	威光			1		上	上上					1		002_022_a_03	
30-026-04	正徳版四座講式	4902	2389	光	光	威光	威光			2		上	上上					1		002_022_a_04	
30-026-04	正徳版四座講式	4903	2390	八	八	八正	八正			1		入	入平					2		002_022_a_04	
30-026-04	正徳版四座講式	4904	2390	正	正	八正	八正			2		平	入平					2		002_022_a_04	
30-026-04	正徳版四座講式	4905	2391	直	直	直路	直路			1		入濁	入濁上					2		002_022_a_04	
30-026-04	正徳版四座講式	4906	2391	路	路	直路	直路			2		上	入濁上					1		002_022_a_04	
30-026-04	正徳版四座講式	4907	2392	聖	聖	聖教	聖教			1		平	平平新濁					2		002_022_a_04	
30-026-04	正徳版四座講式	4908	2392	教	教	聖教	聖教			2		平新濁	平平新濁					2		002_022_a_04	
30-026-04	正徳版四座講式	4909	2393	梯	梯	梯_	梯_			1		去	去上					5		002_022_a_05	
30-026-04	正徳版四座講式	4910	2393	_	_	梯_	梯_			2		上	去上					1		002_022_a_05	
30-026-04	正徳版四座講式	4911	2394	六	六	六度	六度			1		入	入平濁					2		002_022_a_05	
30-026-04	正徳版四座講式	4912	2394	度	度	六度	六度			2		平濁	入平濁					2		002_022_a_05	
30-026-04	正徳版四座講式	4913	2395	彼	彼	彼岸	彼岸			1		平	平平濁					2		002_022_a_05	
30-026-04	正徳版四座講式	4914	2395	岸	岸	彼岸	彼岸			2		平濁	平平濁					2		002_022_a_05	
30-026-04	正徳版四座講式	4915	2396	遣	遣	遣使	遣使			1		去	去平					31		002_022_a_05	
30-026-04	正徳版四座講式	4916	2396	使	使	遣使	遣使			2		平	去平					3		002_022_b_01	
30-026-04	正徳版四座講式	4917	2397	還	還	還告	還告			1		去濁	去濁フ入新濁					5		002_022_b_01	
30-026-04	正徳版四座講式	4918	2397	告	告	還告	還告			2		フ入新濁	去濁フ入新濁					3		002_022_b_01	
30-026-04	正徳版四座講式	4919	2398	方	方	方便	方便			1		去	去平濁					5		002_022_b_01	
30-026-04	正徳版四座講式	4920	2398	便	便	方便	方便			2		平濁	去平濁					3		002_022_b_01	
30-026-04	正徳版四座講式	4921	2399	醫	医	醫王	医王			1		上	上上					1		002_022_b_01	
30-026-04	正徳版四座講式	4922	2399	王	王	醫王	医王			2		上	上上					1		002_022_b_01	
30-026-04	正徳版四座講式	4923	2400	留	留	留藥	留薬			1		上	上入					1		002_022_b_01	
30-026-04	正徳版四座講式	4924	2400	藥	薬	留藥	留薬			2		入	上入					32		002_022_b_02	
30-026-04	正徳版四座講式	4925	2401	善	善	善巧	善巧			1		平濁	平濁平濁					2		002_022_b_02	
30-026-04	正徳版四座講式	4926	2401	巧	巧	善巧	善巧			2		平濁	平濁平濁					2		002_022_b_02	
30-026-04	正徳版四座講式	4927	2402	稱	称	稱	称ス			1		平	平					2		002_022_b_02	
30-026-04	正徳版四座講式	4928	2403	弟	弟	弟子	弟子			1		平	平平					4		002_022_b_02	
30-026-04	正徳版四座講式	4929	2403	子	子	弟子	弟子			2		平	平平					4		002_022_b_02	
30-026-04	正徳版四座講式	4930	2404	二	二	二月	二月			1		平	平入濁	～ン	～ン＊			2		002_022_b_03	
30-026-04	正徳版四座講式	4931	2404	月	月	二月	二月			2		入濁	平入濁		～ン＊			2		002_022_b_03	
30-026-04	正徳版四座講式	4932	2405	十	十	十五	十五			1		フ入濁	フ入濁上濁					2		002_022_b_03	
30-026-04	正徳版四座講式	4933	2405	五	五	十五	十五			2		上濁	フ入濁上濁					1		002_022_b_03	
30-026-04	正徳版四座講式	4934	2406	一	一	一晝夜	一昼夜			1		入	入平平	イ	イ＊＊			1		002_022_b_03	
30-026-04	正徳版四座講式	4935	2406	晝	昼	一晝夜	一昼夜			2		平	入平平		イ＊＊			3		002_022_b_03	
30-026-04	正徳版四座講式	4936	2406	夜	夜	一晝夜	一昼夜			3		平	入平平		イ＊＊			2		002_022_b_03	
30-026-04	正徳版四座講式	4937	2407	四	四	四座	四座			1		平	平平濁					2		002_022_b_03	
30-026-04	正徳版四座講式	4938	2407	座	座	四座	四座			2		平濁	平平濁					2		002_022_b_03	
30-026-04	正徳版四座講式	4939	2408	讃	讃	讃詠	讃詠			1		去	去上					5		002_022_b_03	
30-026-04	正徳版四座講式	4940	2408	詠	詠	讃詠	讃詠			2		上	去上					1		002_022_b_03	
30-026-04	正徳版四座講式	4941	2409	報	報	報	報ス			1		平	平					2		002_022_b_03	
30-026-04	正徳版四座講式	4942	2410	一	一	一分	一分			1		入	入平濁					2		002_022_b_04	
30-026-04	正徳版四座講式	4943	2410	分	分	一分	一分			2		平濁	入平濁					2		002_022_b_04	
30-026-04	正徳版四座講式	4944	2411	佛	仏	佛恩	仏恩			1		入濁	入濁平軽					2		002_022_b_04	
30-026-04	正徳版四座講式	4945	2411	恩	恩	佛恩	仏恩			2		平軽	入濁平軽							002_022_b_04	右側に13の墨譜
30-026-04	正徳版四座講式	4946	2412	對	対	對	対ス			1		平	平					32		002_022_b_04	
30-026-04	正徳版四座講式	4947	2413	雙	双	雙林	双林			1		平	平去					2		002_022_b_04	
30-026-04	正徳版四座講式	4948	2413	林	林	雙林	双林			2		去	平去					5		002_022_b_04	
30-026-04	正徳版四座講式	4949	2414	入	入	入滅	入滅			1		フ入	フ入入					3		002_022_b_04	
30-026-04	正徳版四座講式	4950	2414	滅	滅	入滅	入滅			2		入	フ入入					2		002_022_b_04	
30-026-04	正徳版四座講式	4951	2415	像	像	像	像			1		平濁	平濁					2		002_022_b_05	
30-026-04	正徳版四座講式	4952	2416	諸	諸	諸徳	諸徳			1		上	上入					1		002_022_b_05	
30-026-04	正徳版四座講式	4953	2416	徳	徳	諸徳	諸徳			2		入	上入					3		002_022_b_05	
30-026-04	正徳版四座講式	4954	2417	最	最	最後	最後			1		去	去平濁					5		002_022_b_05	
30-026-04	正徳版四座講式	4955	2417	後	後	最後	最後			2		平濁	去平濁							002_022_b_05	右側に3の墨譜
