資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	alphabret_出現形	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	所在	備考
30-026-04	正徳版四座講式	1391	674	遺	遺	遺訓	遺訓			1		去	去平					31		001_017_b_03	
30-026-04	正徳版四座講式	1392	674	訓	訓	遺訓	遺訓			2		平	去平					3		001_017_b_04	
30-026-04	正徳版四座講式	1393	675	見	見	見聞	見聞			1		平	平去					2		001_017_b_04	
30-026-04	正徳版四座講式	1394	675	聞	聞	見聞	見聞			2		去	平去					31		001_017_b_04	
30-026-04	正徳版四座講式	1395	676	悲	悲	悲喜	悲喜			1		上	上平					1		001_017_b_04	
30-026-04	正徳版四座講式	1396	676	喜	喜	悲喜	悲喜			2		平	上平					3		001_017_b_04	
30-026-04	正徳版四座講式	1397	677	教	教	教網	教網			1		平	平去					2		001_017_b_05	
30-026-04	正徳版四座講式	1398	677	網	網	教網	教網			2		去	平去					31		001_017_b_05	
30-026-04	正徳版四座講式	1399	678	一	一	一目	一目			1		入	入入軽					3/〔右〕2		001_017_b_05	
30-026-04	正徳版四座講式	1400	678	目	目	一目	一目			2		入軽	入入軽					1		001_017_b_05	
30-026-04	正徳版四座講式	1401	679	苦	苦	苦海	苦海			1		平	平上					2		001_017_b_05	
30-026-04	正徳版四座講式	1402	679	海	海	苦海	苦海			2		上	平上					11		001_017_b_05	
30-026-04	正徳版四座講式	1403	680	波	波	波浪	波浪			1		平	平平					2		001_017_b_05	
30-026-04	正徳版四座講式	1404	680	浪	浪	波浪	波浪			2		平	平平					3		001_017_b_05	
30-026-04	正徳版四座講式	1405	681	出	出	出現	出現			1		入	入平濁					2		001_017_b_05	
30-026-04	正徳版四座講式	1406	681	現	現	出現	出現			2		平濁	入平濁					3		001_017_b_05	
30-026-04	正徳版四座講式	1407	682	涅	涅	涅槃	涅槃			1		平	平去					2		001_018_a_01	
30-026-04	正徳版四座講式	1408	682	槃	槃	涅槃	涅槃			2		去	平去					31		001_018_a_01	
30-026-04	正徳版四座講式	1409	683	水	水	水波	水波			1		上	上平					1		001_018_a_01	
30-026-04	正徳版四座講式	1410	683	波	波	水波	水波			2		平	上平					3		001_018_a_01	
30-026-04	正徳版四座講式	1411	684	惣	惣	惣別	惣別			1		平	平入濁					2		001_018_a_01	
30-026-04	正徳版四座講式	1412	684	別	別	惣別	惣別			2		入濁	平入濁					32		001_018_a_01	
30-026-04	正徳版四座講式	1413	685	十	十	十門	十門			1		フ入濁	フ入濁上					2		001_018_a_01	ワル注記
30-026-04	正徳版四座講式	1414	685	門	門	十門	十門			2		上	フ入濁上					1		001_018_a_01	
30-026-04	正徳版四座講式	1415	686	全	全	全收	全収			1		上濁	上濁平					1		001_018_a_01	
30-026-04	正徳版四座講式	1416	686	收	収	全收	全収			2		平	上濁平					3		001_018_a_01	
30-026-04	正徳版四座講式	1417	687	戀	恋	戀慕	恋慕			1		去	去平濁					5		001_018_a_01	
30-026-04	正徳版四座講式	1418	687	慕	慕	戀慕	恋慕			2		平濁	去平濁					3		001_018_a_01	
30-026-04	正徳版四座講式	1419	688	渇	渇	渇仰	渇仰			1		入	入平濁					2		001_018_a_01	
30-026-04	正徳版四座講式	1420	688	仰	仰	渇仰	渇仰			2		平濁	入平濁					3		001_018_a_02	
30-026-04	正徳版四座講式	1421	689	跋	跋	跋提河	跋提河			1		入濁	入濁去濁上濁					12		001_018_a_02	
30-026-04	正徳版四座講式	1422	689	提	提	跋提河	跋提河			2		去濁	入濁去濁上濁					31		001_018_a_02	
30-026-04	正徳版四座講式	1423	689	河	河	跋提河	跋提河			3		上濁	入濁去濁上濁					1		001_018_a_02	
30-026-04	正徳版四座講式	1424	690	_	_	_恣	_恣			1		去	去平					5		001_018_a_02	
30-026-04	正徳版四座講式	1425	690	恣	恣	_恣	_恣			2		平	去平					3		001_018_a_02	
30-026-04	正徳版四座講式	1426	691	厭	厭	厭怠	厭怠			1		平	平平					2		001_018_a_02	
30-026-04	正徳版四座講式	1427	691	怠	怠	厭怠	厭怠			2		平	平平					3		001_018_a_02	
30-026-04	正徳版四座講式	1428	692	娑	娑	娑羅林	娑羅林			1		上	上上上					1		001_018_a_03	
30-026-04	正徳版四座講式	1429	692	羅	羅	娑羅林	娑羅林			2		上	上上上					1		001_018_a_03	
30-026-04	正徳版四座講式	1430	692	林	林	娑羅林	娑羅林			3		上	上上上					1		001_018_a_03	
30-026-04	正徳版四座講式	1431	693	涅	涅	涅槃山	涅槃山			1		平	平去上		＊＊サン			2		001_018_a_03	
30-026-04	正徳版四座講式	1432	693	槃	槃	涅槃山	涅槃山			2		去	平去上		＊＊サン			31		001_018_a_03	
30-026-04	正徳版四座講式	1433	693	山	山	涅槃山	涅槃山			3		上	平去上	サン	＊＊サン					001_018_a_03	サンに13の墨譜
30-026-04	正徳版四座講式	1434	694	出	出	出現	出現			1		入	入平濁					2		001_018_a_03	
30-026-04	正徳版四座講式	1435	694	現	現	出現	出現			2		平濁	入平濁					3		001_018_a_04	
30-026-04	正徳版四座講式	1436	695	生	生	生死海	生死海			1		去	去平濁平					5		001_018_a_04	
30-026-04	正徳版四座講式	1437	695	死	死	生死海	生死海			2		平濁	去平濁平					3		001_018_a_04	
30-026-04	正徳版四座講式	1438	695	海	海	生死海	生死海			3		平	去平濁平					2		001_018_a_04	
30-026-04	正徳版四座講式	1439	696	菩	菩	菩提	菩提			1		上濁	上濁上濁					1		001_018_a_04	
30-026-04	正徳版四座講式	1440	696	提	提	菩提	菩提			2		上濁	上濁上濁					1		001_018_a_04	
30-026-04	正徳版四座講式	1441	697	戀	恋	戀慕	恋慕			1		去	去平濁					5		001_018_a_05	
30-026-04	正徳版四座講式	1442	697	慕	慕	戀慕	恋慕			2		平濁	去平濁					3		001_018_a_05	
30-026-04	正徳版四座講式	1443	698	渇	渇	渇仰	渇仰			1		入	入平濁					2		001_018_a_05	
30-026-04	正徳版四座講式	1444	698	仰	仰	渇仰	渇仰			2		平濁	入平濁					2		001_018_a_05	
30-026-04	正徳版四座講式	1445	699	伽	伽	伽陀	伽陀			1		上	上上濁							001_018_b_01	
30-026-04	正徳版四座講式	1446	699	陀	陀	伽陀	伽陀			2		上濁	上上濁							001_018_b_01	
30-026-04	正徳版四座講式	1447	700	行	行	行	行ス			1		平濁	平濁					46		001_018_b_01	
30-026-04	正徳版四座講式	1448	701	禮	礼	禮拜	礼拝			1		平	平平							001_018_b_01	
30-026-04	正徳版四座講式	1449	701	拜	拝	禮拜	礼拝			2		平	平平							001_018_b_01	
30-026-04	正徳版四座講式	1450	702	第	第	第四	第四			1		平濁	平濁平					2		001_018_b_05	
30-026-04	正徳版四座講式	1451	702	四	四	第四	第四			2		平	平濁平					2		001_018_b_05	
30-026-04	正徳版四座講式	1452	703	雙	双	雙林	双林			1		平	平去					3		001_018_b_05	
30-026-04	正徳版四座講式	1453	703	林	林	雙林	双林			2		去	平去					5		001_018_b_05	
30-026-04	正徳版四座講式	1454	704	遺	遺	遺跡	遺跡			1		去	去入軽					31		001_018_b_05	
30-026-04	正徳版四座講式	1455	704	跡	跡	遺跡	遺跡			2		入軽	去入軽					11		001_018_b_05	
30-026-04	正徳版四座講式	1456	705	滅	滅	滅後	滅後			1		入	入平濁					3		001_018_b_05	
30-026-04	正徳版四座講式	1457	705	後	後	滅後	滅後			2		平濁	入平濁					2		001_018_b_05	
30-026-04	正徳版四座講式	1458	706	見	見	見佛	見仏			1		平	平入濁					2		001_019_a_01	
30-026-04	正徳版四座講式	1459	706	佛	仏	見佛	見仏			2		入濁	平入濁					2		001_019_a_01	
30-026-04	正徳版四座講式	1460	707	哀	哀	哀悲	哀悲			1		上	上平					1		001_019_a_01	
30-026-04	正徳版四座講式	1461	707	悲	悲	哀悲	哀悲			2		平	上平					3		001_019_a_01	
30-026-04	正徳版四座講式	1462	708	中	中	中天	中天			1		去	去上					5		001_019_a_02	
30-026-04	正徳版四座講式	1463	708	天	天	中天	中天			2		上	去上					1		001_019_a_02	
30-026-04	正徳版四座講式	1464	709	禽	禽	禽獸	禽獣			1		平	平上濁					3		001_019_a_02	
30-026-04	正徳版四座講式	1465	709	獸	獣	禽獸	禽獣			2		上濁	平上濁					1		001_019_a_02	
30-026-04	正徳版四座講式	1466	710	戀	恋	戀慕	恋慕			1		去	去平濁					5		001_019_a_02	
30-026-04	正徳版四座講式	1467	710	慕	慕	戀慕	恋慕			2		平濁	去平濁					3		001_019_a_02	
30-026-04	正徳版四座講式	1468	711	邊	辺	邊地	辺地			1		去	去平濁					5		001_019_a_02	
30-026-04	正徳版四座講式	1469	711	地	地	邊地	辺地			2		平濁	去平濁					3		001_019_a_03	
30-026-04	正徳版四座講式	1470	712	人	人	人身	人身			1		去	去上新濁					5		001_019_a_03	
30-026-04	正徳版四座講式	1471	712	身	身	人身	人身			2		上新濁	去上新濁					11		001_019_a_03	
30-026-04	正徳版四座講式	1472	713	雙	双	雙林	双林			1		平	平去					2		001_019_a_03	
30-026-04	正徳版四座講式	1473	713	林	林	雙林	双林			2		去	平去					5		001_019_a_03	
30-026-04	正徳版四座講式	1474	714	愁	愁	愁歎	愁歎			1		去	去平					31		001_019_a_03	
30-026-04	正徳版四座講式	1475	714	歎	歎	愁歎	愁歎			2		平	去平					3		001_019_a_03	
30-026-04	正徳版四座講式	1476	715	__	__	__尸那城	__尸那城			1		上	上上上上濁					1		001_019_a_04	
30-026-04	正徳版四座講式	1477	715	尸	尸	__尸那城	__尸那城			2		上	上上上上濁					1		001_019_a_04	
30-026-04	正徳版四座講式	1478	715	那	那	__尸那城	__尸那城			3		上	上上上上濁					1		001_019_a_04	
30-026-04	正徳版四座講式	1479	715	城	城	__尸那城	__尸那城			4		上濁	上上上上濁					1		001_019_a_04	
30-026-04	正徳版四座講式	1480	716	西	西	西北	西北			1		去	去入					31		001_019_a_04	
30-026-04	正徳版四座講式	1481	716	北	北	西北	西北			2		入	去入					2		001_019_a_04	
30-026-04	正徳版四座講式	1482	717	跋	跋	跋提河	跋提河			1		入濁	入濁去濁上濁					22		001_019_a_04	
30-026-04	正徳版四座講式	1483	717	提	提	跋提河	跋提河			2		去濁	入濁去濁上濁					5		001_019_a_04	
30-026-04	正徳版四座講式	1484	717	河	河	跋提河	跋提河			3		上濁	入濁去濁上濁					1		001_019_a_04	
30-026-04	正徳版四座講式	1485	718	西	西	西岸	西岸			1		平軽	平軽平濁	セイ	セイ＊			13		001_019_a_04	
30-026-04	正徳版四座講式	1486	718	岸	岸	西岸	西岸			2		平濁	平軽平濁		セイ＊			2		001_019_a_04	
30-026-04	正徳版四座講式	1487	719	娑	娑	娑羅林	娑羅林			1		上	上上上					1		001_019_a_04	
30-026-04	正徳版四座講式	1488	719	羅	羅	娑羅林	娑羅林			2		上	上上上					1		001_019_a_04	
30-026-04	正徳版四座講式	1489	719	林	林	娑羅林	娑羅林			3		上	上上上					1		001_019_a_05	
30-026-04	正徳版四座講式	1490	720	四	四	四樹	四樹			1		平	平平濁					2		001_019_a_05	
30-026-04	正徳版四座講式	1491	720	樹	樹	四樹	四樹			2		平濁	平平濁					2		001_019_a_05	
30-026-04	正徳版四座講式	1492	721	如	如	如來	如来			1		上	上上					1		001_019_a_05	
30-026-04	正徳版四座講式	1493	721	來	来	如來	如来			2		上	上上					1		001_019_a_05	
30-026-04	正徳版四座講式	1494	722	寂	寂	寂滅	寂滅			1		入濁	入濁入					3		001_019_b_01	左に○あり、詳細不明
30-026-04	正徳版四座講式	1495	722	滅	滅	寂滅	寂滅			2		入	入濁入					2		001_019_b_01	
30-026-04	正徳版四座講式	1496	723	經	経	經	経			1		去	去					5		001_019_b_01	
30-026-04	正徳版四座講式	1497	724	大	大	大覺	大覚			1		平濁	平濁入					2		001_019_b_01	
30-026-04	正徳版四座講式	1498	724	覺	覚	大覺	大覚			2		入	平濁入					2		001_019_b_01	
30-026-04	正徳版四座講式	1499	725	世	世	世尊	世尊			1		平	平平					2		001_019_b_01	
30-026-04	正徳版四座講式	1500	725	尊	尊	世尊	世尊			2		平	平平					2		001_019_b_01	
30-026-04	正徳版四座講式	1501	726	涅	涅	涅槃	涅槃			1		平	平去					2		001_019_b_01	
30-026-04	正徳版四座講式	1502	726	槃	槃	涅槃	涅槃			2		去	平去					5		001_019_b_01	
30-026-04	正徳版四座講式	1503	727	娑	娑	娑羅林	娑羅林			1		上	上上上					1		001_019_b_02	
30-026-04	正徳版四座講式	1504	727	羅	羅	娑羅林	娑羅林			2		上	上上上					1		001_019_b_02	
30-026-04	正徳版四座講式	1505	727	林	林	娑羅林	娑羅林			3		上	上上上					1		001_019_b_02	
30-026-04	正徳版四座講式	1506	728	東	東	東西	東西			1		去	去上新濁					31		001_019_b_02	
30-026-04	正徳版四座講式	1507	728	西	西	東西	東西			2		上新濁	去上新濁					1		001_019_b_02	
30-026-04	正徳版四座講式	1508	729	二	二	二雙	二双			1		平	平平					3		001_019_b_02	
30-026-04	正徳版四座講式	1509	729	雙	双	二雙	二双			2		平	平平					2		001_019_b_02	
30-026-04	正徳版四座講式	1510	730	合	合	合	合ス			1		入濁	入濁					2		001_019_b_02	
30-026-04	正徳版四座講式	1511	731	一	一	一樹	一樹			1		入	入平濁					2		001_019_b_02	
30-026-04	正徳版四座講式	1512	731	樹	樹	一樹	一樹			2		平濁	入平濁					2		001_019_b_02	
30-026-04	正徳版四座講式	1513	732	南	南	南北	南北			1		去	去入新濁					5		001_019_b_02	
30-026-04	正徳版四座講式	1514	732	北	北	南北	南北			2		入新濁	去入新濁					32		001_019_b_02	
30-026-04	正徳版四座講式	1515	733	二	二	二雙	二双			1		平	平平					2		001_019_b_03	
30-026-04	正徳版四座講式	1516	733	雙	双	二雙	二双			2		平	平平					2		001_019_b_03	
30-026-04	正徳版四座講式	1517	734	合	合	合	合ス			1		入濁	入濁					2		001_019_b_03	
30-026-04	正徳版四座講式	1518	735	一	一	一樹	一樹			1		入	入平濁					2		001_019_b_03	
30-026-04	正徳版四座講式	1519	735	樹	樹	一樹	一樹			2		平濁	入平濁					2		001_019_b_03	
30-026-04	正徳版四座講式	1520	736	寶	宝	寶床	宝床			1		平	平去					2		001_019_b_03	
30-026-04	正徳版四座講式	1521	736	床	床	寶床	宝床			2		去	平去					5		001_019_b_03	
30-026-04	正徳版四座講式	1522	737	覆	覆	覆陰	覆陰			1		入	入平		＊ヲン			32		001_019_b_03	
30-026-04	正徳版四座講式	1523	737	陰	陰	覆陰	覆陰			2		平	入平	ヲン	＊ヲン			2		001_019_b_03	
30-026-04	正徳版四座講式	1524	738	如	如	如來	如来			1		上	上上					1		001_019_b_03	
30-026-04	正徳版四座講式	1525	738	來	来	如來	如来			2		上	上上					1		001_019_b_03	
30-026-04	正徳版四座講式	1526	739	慘	惨	慘然	惨然			1		上	上平濁	サン	サン＊			1		001_019_b_04	
30-026-04	正徳版四座講式	1527	739	然	然	慘然	惨然			2		平濁	上平濁		サン＊			3		001_019_b_04	
30-026-04	正徳版四座講式	1528	740	變	変	變	変ス			1		平	平					2		001_019_b_04	
30-026-04	正徳版四座講式	1529	741	白	白	白鶴	白鶴			1		入	入入		＊カク			2		001_019_b_04	
30-026-04	正徳版四座講式	1530	741	鶴	鶴	白鶴	白鶴			2		入	入入	カク	＊カク					001_019_b_04	カクに22の墨譜
30-026-04	正徳版四座講式	1531	742	枝	枝	枝葉	枝葉			1		平	平平					2		001_019_b_04	
30-026-04	正徳版四座講式	1532	742	葉	葉	枝葉	枝葉			2		平	平平					2		001_019_b_04	
30-026-04	正徳版四座講式	1533	743	花	花	花果	花果			1		上	上平					1		001_019_b_04	
30-026-04	正徳版四座講式	1534	743	果	果	花果	花果			2		平	上平					3		001_019_b_04	
30-026-04	正徳版四座講式	1535	744	瀑	瀑	瀑烈	瀑烈			1		上濁	上濁入	ホ	ホレツ			1		001_019_b_05	
30-026-04	正徳版四座講式	1536	744	裂	裂	瀑烈	瀑烈			2		入	上濁入	レツ	ホレツ			3		001_019_b_05	
30-026-04	正徳版四座講式	1537	745	墮	堕	墮落	堕落			1		平濁	平濁入					2		001_019_b_05	
30-026-04	正徳版四座講式	1538	745	落	落	墮落	堕落			2		入	平濁入					2		001_019_b_05	
30-026-04	正徳版四座講式	1539	746	漸	漸	漸漸	漸漸			1		平濁	平濁平濁					2		001_019_b_05	
30-026-04	正徳版四座講式	1540	746	漸	漸	漸漸	漸漸			2		平濁	平濁平濁					2		001_019_b_05	
30-026-04	正徳版四座講式	1541	747	枯	枯	枯衰	枯衰			1		上	上平					1		001_019_b_05	
30-026-04	正徳版四座講式	1542	747	衰	衰	枯衰	枯衰			2		平	上平					3		001_019_b_05	
30-026-04	正徳版四座講式	1543	748	摧	摧	摧折	摧折			1		去濁	去濁入					5		001_019_b_05	
30-026-04	正徳版四座講式	1544	748	折	折	摧折	摧折			2		入	去濁入					3		001_019_b_05	
30-026-04	正徳版四座講式	1545	749	餘	餘	餘	餘			1		上	上	ヨ	ヨ					001_019_b_05	ヨに1の墨譜
30-026-04	正徳版四座講式	1546	750	記	記	記	記			1		上	上					1		001_020_a_01	
30-026-04	正徳版四座講式	1547	751	五	五	五丈	五丈			1		上濁	上濁上濁					1		001_020_a_01	
30-026-04	正徳版四座講式	1548	751	丈	丈	五丈	五丈			2		上濁	上濁上濁					1		001_020_a_01	
30-026-04	正徳版四座講式	1549	752	合	合	合	合ス			1		入濁	入濁					3		001_020_a_01	
30-026-04	正徳版四座講式	1550	753	連	連	連理	連理			1		平	平平					2		001_020_a_02	
30-026-04	正徳版四座講式	1551	753	理	理	連理	連理			2		平	平平					2		001_020_a_02	
30-026-04	正徳版四座講式	1552	754	豐	豊	豐欝	豊欝			1		上濁	上濁入軽	フ	フウツ			1		001_020_a_02	
30-026-04	正徳版四座講式	1553	754	欝	欝	豐欝	豊欝			2		入軽	上濁入軽	ウツ	フウツ					001_020_a_02	ウツに11の墨譜
30-026-04	正徳版四座講式	1554	755	車	車	車輪	車輪			1		上	上上					1		001_020_a_02	
30-026-04	正徳版四座講式	1555	755	輪	輪	車輪	車輪			2		上	上上					1		001_020_a_02	
30-026-04	正徳版四座講式	1556	756	瓶	瓶	瓶	瓶			1		去濁	去濁					5		001_020_a_03	
30-026-04	正徳版四座講式	1557	757	蜜	蜜	蜜	蜜			1		入	入					〔右〕14		001_020_a_03	
30-026-04	正徳版四座講式	1558	758	摩	摩	摩耶夫人	摩耶夫人			1		平	平平平濁平					2		001_020_a_03	
30-026-04	正徳版四座講式	1559	758	耶	耶	摩耶夫人	摩耶夫人			2		平	平平平濁平					3		001_020_a_03	
30-026-04	正徳版四座講式	1560	758	夫	夫	摩耶夫人	摩耶夫人			3		平濁	平平平濁平					2		001_020_a_03	
30-026-04	正徳版四座講式	1561	758	人	人	摩耶夫人	摩耶夫人			4		平	平平平濁平					3		001_020_a_03	
30-026-04	正徳版四座講式	1562	759	天	天	天	天			1		平軽	平軽					3		001_020_a_03	
30-026-04	正徳版四座講式	1563	760	哭	哭	哭	哭			1		入軽	入軽					1		001_020_a_03	
30-026-04	正徳版四座講式	1564	761	如	如	如來	如来			1		上	上上					1		001_020_a_04	
30-026-04	正徳版四座講式	1565	761	來	来	如來	如来			2		上	上上					1		001_020_a_04	
30-026-04	正徳版四座講式	1566	762	執	執	執金剛神	執金剛神			1		フ入	フ入去上濁上濁					2		001_020_a_04	ワル注記
30-026-04	正徳版四座講式	1567	762	金	金	執金剛神	執金剛神			2		去	フ入去上濁上濁					31		001_020_a_04	
30-026-04	正徳版四座講式	1568	762	剛	剛	執金剛神	執金剛神			3		上濁	フ入去上濁上濁					1		001_020_a_04	
30-026-04	正徳版四座講式	1569	762	神	神	執金剛神	執金剛神			4		上濁	フ入去上濁上濁					1		001_020_a_04	
30-026-04	正徳版四座講式	1570	763	地	地	地	地			1		上	上					1		001_020_a_04	
30-026-04	正徳版四座講式	1571	764	金	金	金杵	金杵			1		平軽	平軽平	キン	キン＊					001_020_a_04	キンに13の墨譜
30-026-04	正徳版四座講式	1572	764	杵	杵	金杵	金杵			2		平	平軽平		キン＊			3		001_020_a_04	
30-026-04	正徳版四座講式	1573	765	遺	遺	遺跡	遺跡			1		去	去入軽					5		001_020_a_05	
30-026-04	正徳版四座講式	1574	765	跡	跡	遺跡	遺跡			2		入軽	去入軽					11		001_020_a_05	
30-026-04	正徳版四座講式	1575	766	連	連	連連	連連			1		平	平平					3		001_020_a_05	
30-026-04	正徳版四座講式	1576	766	連	連	連連	連連			2		平	平平					3		001_020_a_05	
30-026-04	正徳版四座講式	1577	767	隣	隣	隣次	隣次			1		平	平平					2		001_020_a_05	
30-026-04	正徳版四座講式	1578	767	次	次	隣次	隣次			2		平	平平					4		001_020_a_05	
30-026-04	正徳版四座講式	1579	768	城	城	城	城			1		去濁	去濁					5		001_020_a_05	
30-026-04	正徳版四座講式	1580	769	三	三	三百餘歩	三百餘歩			1		去	去入新濁平平濁		＊ヒヤク＊＊					001_020_a_05	
30-026-04	正徳版四座講式	1581	769	百	百	三百餘歩	三百餘歩			2		入新濁	去入新濁平平濁	ヒヤク	＊ヒヤク＊＊			112		001_020_a_05	ヤクに13の墨譜
30-026-04	正徳版四座講式	1582	769	餘	餘	三百餘歩	三百餘歩			3		平	去入新濁平平濁		＊ヒヤク＊＊			3		001_020_b_01	
30-026-04	正徳版四座講式	1583	769	歩	歩	三百餘歩	三百餘歩			4		平濁	去入新濁平平濁		＊ヒヤク＊＊			2		001_020_b_01	
30-026-04	正徳版四座講式	1584	770	如	如	如來	如来			1		上	上上					1		001_020_b_01	
30-026-04	正徳版四座講式	1585	770	來	来	如來	如来			2		上	上上					1		001_020_b_01	
30-026-04	正徳版四座講式	1586	771	焚	焚	焚身	焚身			1		平濁	平濁上					3		001_020_b_01	
30-026-04	正徳版四座講式	1587	771	身	身	焚身	焚身			2		上	平濁上					1		001_020_b_01	
30-026-04	正徳版四座講式	1588	772	地	地	地	地			1		平濁	平濁					2		001_020_b_01	
30-026-04	正徳版四座講式	1589	773	黄	黄	黄黒	黄黒			1		去	去入軽		＊コク			31		001_020_b_01	
30-026-04	正徳版四座講式	1590	773	黒	黒	黄黒	黄黒			2		入軽	去入軽	コク	＊コク					001_020_b_01	コクに13の墨譜
30-026-04	正徳版四座講式	1591	774	灰	灰	灰炭	灰炭			1		上	上平	クワイ	クワイタン			1		001_020_b_02	
30-026-04	正徳版四座講式	1592	774	炭	炭	灰炭	灰炭			2		平	上平	タン	クワイタン			3		001_020_b_02	
30-026-04	正徳版四座講式	1593	775	求	求	求請	求請			1		上濁	上濁平							001_020_b_02	
30-026-04	正徳版四座講式	1594	775	請	請	求請	求請			2		平	上濁平							001_020_b_02	
30-026-04	正徳版四座講式	1595	776	舎	舎	舎利	舎利			1		平	平平							001_020_b_02	
30-026-04	正徳版四座講式	1596	776	利	利	舎利	舎利			2		平	平平					4		001_020_b_02	
30-026-04	正徳版四座講式	1597	777	灯	灯	灯法師	灯法師			1		去	去入上					5		001_020_b_02	
30-026-04	正徳版四座講式	1598	777	法	法	灯法師	灯法師			2		入	去入上					3		001_020_b_03	
30-026-04	正徳版四座講式	1599	777	師	師	灯法師	灯法師			3		上	去入上					1		001_020_b_03	
30-026-04	正徳版四座講式	1600	778	流	流	流沙	流沙			1		平	平平					2		001_020_b_03	
30-026-04	正徳版四座講式	1601	778	沙	沙	流沙	流沙			2		平	平平					2		001_020_b_03	
30-026-04	正徳版四座講式	1602	779	廣	広	廣蕩	広蕩			1		平	平平		＊タウ			2		001_020_b_03	
30-026-04	正徳版四座講式	1603	779	蕩	蕩	廣蕩	広蕩			2		平	平平	タウ	＊タウ					001_020_b_03	
30-026-04	正徳版四座講式	1604	780	雪	雪	雪嶺	雪嶺			1		入	入上		＊レイ			2		001_020_b_03	
30-026-04	正徳版四座講式	1605	780	嶺	嶺	雪嶺	雪嶺			2		上	入上	レイ	＊レイ			11		001_020_b_03	
30-026-04	正徳版四座講式	1606	781	_	_	_峰	_峰			1		平軽	平軽平	キン	キン＊					001_020_b_03	キンに13の墨譜
30-026-04	正徳版四座講式	1607	781	峰	峰	_峰	_峰			2		平	平軽平		キン＊			2		001_020_b_04	「半（濁音？）」の注記あり
30-026-04	正徳版四座講式	1608	782	辭	辞	辭	辞ス			1		平濁	平濁							001_020_b_04	
30-026-04	正徳版四座講式	1609	783	六	六	六親	六親			1		入	入去					3		001_020_b_04	
30-026-04	正徳版四座講式	1610	783	親	親	六親	六親			2		去	入去					5		001_020_b_04	
30-026-04	正徳版四座講式	1611	784	雙	双	雙林	双林			1		平	平去					右2		001_020_b_04	
30-026-04	正徳版四座講式	1612	784	林	林	雙林	双林			2		去	平去					5		001_020_b_04	
30-026-04	正徳版四座講式	1613	785	悲	悲	悲涙	悲涙			1		上	上平					1		001_020_b_05	
30-026-04	正徳版四座講式	1614	785	涙	涙	悲涙	悲涙			2		平	上平					3		001_020_b_05	
30-026-04	正徳版四座講式	1615	786	哀	哀	哀傷	哀傷			1		上	上平					1		001_020_b_05	
30-026-04	正徳版四座講式	1616	786	傷	傷	哀傷	哀傷			2		平	上平					3		001_020_b_05	
30-026-04	正徳版四座講式	1617	787	拜	拝	拜見	拝見			1		去	去平					31		001_020_b_05	
30-026-04	正徳版四座講式	1618	787	見	見	拜見	拝見			2		平	去平					3		001_020_b_05	
30-026-04	正徳版四座講式	1619	788	雙	双	雙林	双林			1		平	平去					3		001_020_b_05	
30-026-04	正徳版四座講式	1620	788	林	林	雙林	双林			2		去	平去					31		001_020_b_05	
30-026-04	正徳版四座講式	1621	789	涅	涅	涅槃	涅槃			1		平	平去					2		001_020_b_05	
30-026-04	正徳版四座講式	1622	789	槃	槃	涅槃	涅槃			2		去	平去					31		001_021_a_01	
30-026-04	正徳版四座講式	1623	790	像	像	像	像			1		平濁	平濁					3		001_021_a_01	
30-026-04	正徳版四座講式	1624	791	如	如	如來	如来			1		上	上上					1		001_021_a_01	
30-026-04	正徳版四座講式	1625	791	來	来	如來	如来			2		上	上上					1		001_021_a_01	
30-026-04	正徳版四座講式	1626	792	頭	頭	頭北	頭北			1		上濁	上濁入		＊ホク			1		001_021_a_01	
30-026-04	正徳版四座講式	1627	792	北	北	頭北	頭北			2		入	上濁入	ホク	＊ホク					001_021_a_01	ホクに32の墨譜
30-026-04	正徳版四座講式	1628	793	面	面	面西	面西			1		平	平去					2		001_021_a_01	
30-026-04	正徳版四座講式	1629	793	西	西	面西	面西			2		去	平去					21		001_021_a_01	
30-026-04	正徳版四座講式	1630	794	大	大	大衆	大衆			1		平	平平					2		001_021_a_01	
30-026-04	正徳版四座講式	1631	794	衆	衆	大衆	大衆			2		平	平平					3		001_021_a_01	
30-026-04	正徳版四座講式	1632	795	前	前	前後	前後			1		去濁	去濁平濁					5		001_021_a_01	
30-026-04	正徳版四座講式	1633	795	後	後	前後	前後			2		平濁	去濁平濁					3		001_021_a_01	
30-026-04	正徳版四座講式	1634	796	左	左	左右	左右			1		上	上上					右1		001_021_a_01	
30-026-04	正徳版四座講式	1635	796	右	右	左右	左右			2		上	上上					右1		001_021_a_01	
30-026-04	正徳版四座講式	1636	797	師	師	師子	師子			1		上	上平					1		001_021_a_02	
30-026-04	正徳版四座講式	1637	797	子	子	師子	師子			2		平	上平					3		001_021_a_02	
30-026-04	正徳版四座講式	1638	798	虎	虎	虎狼	虎狼			1		平	平平					2		001_021_a_02	
30-026-04	正徳版四座講式	1639	798	狼	狼	虎狼	虎狼			2		平	平平					2		001_021_a_02	
30-026-04	正徳版四座講式	1640	799	猛	猛	猛惡	猛悪			1		去	去入					31		001_021_a_02	
30-026-04	正徳版四座講式	1641	799	惡	悪	猛惡	猛悪			2		入	去入					13		001_021_a_02	
